,9,224
T,1565053315,2964
U,1565053316,46931
X,1565053317,369783,485
X,1565053318,369803,412
X,1565053318,369807,499
X,1565053319,369749,1296
X,1565053319,369440,2816
X,1565053320,369624,1284
X,1565053321,369809,647
X,1565053321,369968,1309
X,1565053322,369611,1719
X,1565053322,369363,3548
X,1565053323,370220,4912
X,1565053323,369664,1005
X,1565053324,369526,573
X,1565053325,369619,498
X,1565053325,369605,779
X,1565053326,369679,749
X,1565053326,369738,732
X,1565053327,369905,10562
X,1565053327,369439,2853
X,1565053328,369613,877
X,1565053329,369650,767
X,1565053329,369700,679
X,1565053330,369739,683
X,1565053330,369939,15444
X,1565053331,370104,1743
X,1565053331,369899,1465
X,1565053332,369907,827
X,1565053332,369852,790
X,1565053333,369843,663
X,1565053334,369772,769
X,1565053334,369786,601
X,1565053335,369790,704
X,1565053335,369808,699
A,1565053335,369741,381
T,1565053335,2964
U,1565053336,46931
X,1565053337,369714,1217
X,1565053338,369822,794
X,1565053338,369901,727
X,1565053338,369867,845
P,1565053338,5033
X,1565053339,369811,1056
X,1565053339,369878,781
X,1565053340,369841,920
X,1565053340,369917,865
X,1565053341,369946,692
X,1565053341,369866,668
X,1565053342,369964,736
X,1565053343,370054,693
X,1565053343,369904,543
