H,1552331156,147519
T,1552331156,2762
R,1552331156,700D9B77F
X,1552331158,421867,2871
X,1552331159,422818,993
X,1552331159,422758,679
X,1552331160,422605,667
X,1552331160,422563,1459
X,1552331161,422413,1139
X,1552331161,422386,1280
X,1552331162,422292,883
X,1552331163,422301,411
X,1552331163,422305,561
X,1552331164,422333,1010
X,1552331164,422289,937
X,1552331165,422374,676
X,1552331165,422398,464
X,1552331166,422418,480
X,1552331166,422445,1048
X,1552331167,422409,803
X,1552331168,422697,1661
X,1552331168,422738,1224
X,1552331169,422496,1427
X,1552331169,422680,1459
X,1552331170,422536,1639
P,1552331170,5038
X,1552331170,422702,584
X,1552331171,422695,679
X,1552331172,422703,471
X,1552331172,422759,555
X,1552331173,422723,846
X,1552331173,422723,820
X,1552331174,422536,375
X,1552331174,422540,354
X,1552331175,422572,468
A,1552331175,422546,529
T,1552331175,2762
R,1552331175,700D9B77F
X,1552331177,422521,746
X,1552331178,422530,391
X,1552331178,422535,498
X,1552331179,422596,900
X,1552331179,422614,1830
X,1552331180,422578,556
X,1552331180,422526,631
X,1552331181,422485,606
X,1552331181,422464,399
X,1552331182,422407,979
X,1552331183,422389,790
X,1552331183,422341,653
X,1552331184,422267,578
X,1552331184,422269,513
X,1552331185,422291,806
X,1552331185,422223,1026
X,1552331186,422216,649
X,1552331186,422190,692
X,1552331186,422235,688
X,1552331187,422365,463
X,1552331187,422274,611
X,1552331188,422365,385
A,1552331188,422392,406
T,1552331188,2762
R,1552331188,700D9B77F
X,1552331190,422452,774
X,1552331190,422426,697
X,1552331191,422490,866
X,1552331192,422438,495
X,1552331192,422445,313
X,1552331193,422548,852
X,1552331193,422553,732
X,1552331194,422525,722
X,1552331194,422733,928
X,1552331195,422795,1128
X,1552331195,422841,817
X,1552331196,422751,659
X,1552331197,422686,927
X,1552331197,422699,511
X,1552331198,422736,680
X,1552331198,422707,598
X,1552331199,422763,883
P,1552331199,5075
X,1552331199,422709,882
X,1552331200,422753,858
X,1552331201,422648,852
X,1552331201,422585,401
A,1552331201,422624,415
T,1552331201,2762
R,1552331202,700D9B77F
X,1552331203,422633,684
X,1552331204,422544,1480
X,1552331204,422510,476
X,1552331205,422528,623
X,1552331205,422591,709
X,1552331206,422575,734
X,1552331207,422440,420
X,1552331207,422412,519
X,1552331208,422464,402
X,1552331208,422635,753
X,1552331209,422638,737
X,1552331209,422744,783
X,1552331210,422755,384
X,1552331211,422757,1003
X,1552331211,422834,623
X,1552331212,422790,894
X,1552331212,422789,953
X,1552331213,422756,473
X,1552331213,422755,441
X,1552331214,422756,829
X,1552331215,422786,806
X,1552331215,422779,784
A,1552331215,422658,422
T,1552331215,2762
R,1552331215,700D9B77F
X,1552331217,422825,574
X,1552331218,422743,578
X,1552331218,422823,736
X,1552331219,422744,660
X,1552331219,422746,369
X,1552331220,422667,525
X,1552331220,422605,740
X,1552331221,422555,1225
X,1552331222,422510,576
X,1552331222,422550,376
X,1552331223,422558,358
X,1552331223,422583,473
X,1552331224,422582,1206
X,1552331224,422529,3294
X,1552331225,422571,1081
X,1552331226,422592,654
X,1552331226,422676,1092
X,1552331227,422739,892
X,1552331227,422661,991
X,1552331227,422697,731
X,1552331227,422703,658
X,1552331228,422546,385
P,1552331228,5075
X,1552331229,422583,521
X,1552331229,422506,617
X,1552331230,422530,732
A,1552331230,422645,319
T,1552331230,2762
R,1552331230,700D9B77F
X,1552331232,422455,574
X,1552331232,422548,736
X,1552331233,422548,803
X,1552331233,422487,631
X,1552331234,422558,371
X,1552331234,422559,634
X,1552331235,422642,975
X,1552331236,422583,539
X,1552331236,422509,938
X,1552331237,422520,556
X,1552331237,422557,375
X,1552331238,422649,478
X,1552331238,422761,424
X,1552331239,422720,789
X,1552331240,422689,670
X,1552331240,422667,424
X,1552331241,422575,618
X,1552331241,422728,471
X,1552331242,422686,747
X,1552331242,422756,928
A,1552331242,422609,306
T,1552331243,2762
R,1552331243,700D9B77F
X,1552331244,422733,1181
X,1552331245,422646,544
X,1552331246,422586,1217
X,1552331246,422780,756
X,1552331247,422781,368
X,1552331247,422832,1147
X,1552331248,422799,641
X,1552331248,422822,1154
