H,1552853470,147519
T,1552853470,2799
X,1552853471,427075,1214
X,1552853472,426645,1232
X,1552853472,426529,279
X,1552853473,426488,327
X,1552853474,426649,519
X,1552853474,426989,612
X,1552853475,426961,820
X,1552853475,426625,494
X,1552853476,426395,243
X,1552853476,426438,278
X,1552853477,426560,460
X,1552853478,426926,841
X,1552853478,427151,605
P,1552853478,5054
X,1552853479,426904,582
X,1552853479,426652,800
X,1552853480,426578,460
X,1552853480,426540,581
X,1552853481,426732,443
X,1552853482,427062,651
X,1552853482,427027,1220
X,1552853483,426645,850
X,1552853483,426593,564
X,1552853484,426617,602
A,1552853484,426701,756
T,1552853484,2799
X,1552853486,427244,649
X,1552853486,426789,1047
X,1552853487,426662,516
X,1552853488,426523,450
X,1552853488,426542,409
X,1552853489,426840,843
X,1552853489,427184,1151
X,1552853490,426810,821
X,1552853490,426688,632
X,1552853491,426590,491
X,1552853492,426626,810
X,1552853492,426936,665
X,1552853493,427259,686
X,1552853493,426957,876
X,1552853494,426746,860
X,1552853494,426630,437
X,1552853495,426534,445
X,1552853495,426721,754
X,1552853496,427079,1192
X,1552853497,427124,1109
X,1552853497,426759,354
X,1552853498,426677,414
X,1552853498,427069,3586
X,1552853499,427620,587
X,1552853499,427643,1677
X,1552853500,427185,1288
X,1552853501,426828,867
A,1552853501,426809,1097
T,1552853501,2799
X,1552853503,427483,3778
X,1552853503,426663,703
X,1552853504,426225,706
X,1552853504,426071,361
X,1552853505,426249,1028
X,1552853505,426737,1005
X,1552853506,426986,1432
X,1552853507,426518,984
X,1552853507,426445,439
X,1552853508,426345,732
X,1552853508,426491,490
P,1552853508,5066
X,1552853508,426873,1138
X,1552853508,427208,736
X,1552853509,426623,500
X,1552853510,426436,721
X,1552853510,426336,556
X,1552853511,426462,528
X,1552853511,426916,692
X,1552853512,427320,960
X,1552853512,426784,572
X,1552853513,426711,906
X,1552853514,426552,811
X,1552853514,426535,345
X,1552853515,426779,714
X,1552853515,427321,657
A,1552853515,426637,1250
T,1552853515,2799
X,1552853517,426520,581
X,1552853518,426543,389
X,1552853518,426819,985
X,1552853519,427362,749
X,1552853519,426929,1077
X,1552853520,426697,1111
X,1552853521,426546,519
X,1552853521,426418,422
X,1552853522,426681,599
X,1552853522,427160,788
X,1552853523,427066,1275
X,1552853523,426670,945
X,1552853524,426419,542
X,1552853525,426315,344
X,1552853525,426428,536
X,1552853526,426904,979
X,1552853526,427128,1269
X,1552853527,427268,4953
X,1552853527,426006,3840
X,1552853528,426220,422
X,1552853529,426579,907
X,1552853529,426980,628
X,1552853530,426901,1389
X,1552853530,426530,531
X,1552853531,426403,1039
X,1552853531,426316,582
X,1552853532,426592,709
X,1552853533,427063,834
A,1552853533,426653,1142
T,1552853533,2799
X,1552853534,426614,274
X,1552853535,426440,457
X,1552853536,426657,4172
X,1552853536,427321,583
X,1552853537,426887,922
X,1552853537,426562,603
P,1552853538,5067
X,1552853538,426410,540
X,1552853538,426486,358
X,1552853539,426677,865
X,1552853540,427140,590
X,1552853540,427128,1293
X,1552853541,426761,1019
X,1552853541,426459,705
X,1552853542,426325,444
X,1552853542,426494,696
X,1552853543,427010,945
X,1552853544,427271,1020
X,1552853544,426687,657
X,1552853545,426577,319
X,1552853545,426476,216
X,1552853546,426596,471
X,1552853546,426953,1069
X,1552853547,427351,526
X,1552853548,427029,466
X,1552853548,426851,396
A,1552853548,426719,1026
T,1552853548,2799
X,1552853549,427168,788
X,1552853550,427285,1213
X,1552853550,426874,727
X,1552853551,426723,718
X,1552853551,426604,672
X,1552853552,426577,809
X,1552853552,426996,741
X,1552853553,427359,906
X,1552853554,426917,801
X,1552853554,426718,463
X,1552853555,426561,476
X,1552853555,426460,730
X,1552853556,426715,863
X,1552853556,427223,890
X,1552853557,426947,870
X,1552853558,426692,385
X,1552853558,426433,553
X,1552853559,426371,507
X,1552853559,426563,661
X,1552853560,427155,995
X,1552853560,426927,1069
X,1552853561,426604,610
A,1552853561,426783,988
T,1552853561,2799
X,1552853563,427050,461
X,1552853564,427208,1118
X,1552853564,426736,889
X,1552853565,426580,384
X,1552853565,426468,922
X,1552853566,426520,481
X,1552853566,426975,831
