
558387908,378487,2370
X,1558387908,378713,15170
X,1558387909,378493,11428
X,1558387909,378413,10933
X,1558387910,378910,8483
X,1558387910,378690,15140
X,1558387910,378856,25916
X,1558387911,377590,17697
X,1558387911,377576,13382
X,1558387912,377982,12456
X,1558387912,378447,9494
X,1558387913,378346,21114
X,1558387913,378788,25408
X,1558387914,379286,18107
X,1558387914,378499,12419
X,1558387915,378673,7411
X,1558387916,378362,16008
X,1558387916,378375,4317
X,1558387917,377819,9683
X,1558387917,377720,12005
X,1558387918,377873,7911
X,1558387918,378091,6872
X,1558387919,378763,13540
X,1558387920,378691,2188
X,1558387920,377268,11893
X,1558387921,378937,18883
X,1558387921,377886,5334
X,1558387922,378507,4348
X,1558387922,378615,1460
X,1558387923,378429,7771
X,1558387924,378597,2205
X,1558387924,378350,606
X,1558387925,378346,729
A,1558387925,378283,348
T,1558387925,2861
R,1558387925,5C00DDFC91
X,1558387927,378546,518
X,1558387927,378534,416
X,1558387928,378513,687
X,1558387928,378464,907
X,1558387929,378479,676
X,1558387930,378314,873
P,1558387930,5173
X,1558387930,378406,556
X,1558387931,378501,4037
X,1558387931,377711,2439
X,1558387932,378492,1299
X,1558387932,378393,3077
X,1558387933,378324,5874
X,1558387934,377707,11792
X,1558387934,377901,8263
X,1558387935,378447,16306
X,1558387935,377808,3751
X,1558387936,377903,1849
X,1558387936,377646,6217
X,1558387937,378813,5659
X,1558387937,378225,2561
X,1558387938,378102,5452
X,1558387939,378128,1663
X,1558387939,378208,4486
X,1558387940,377649,5605
X,1558387940,378230,4910
X,1558387941,378130,2571
X,1558387941,377919,4508
X,1558387942,377858,976
X,1558387943,378090,3388
X,1558387943,378096,577
X,1558387944,378174,702
X,1558387944,378170,654
X,1558387945,378023,1983
X,1558387945,378355,3172
X,1558387946,378830,15058
X,1558387947,378226,14628
X,1558387947,378495,11910
X,1558387948,378148,11224
X,1558387948,378673,3795
X,1558387949,377480,9325
X,1558387949,379490,6802
X,1558387950,377623,8931
X,1558387951,378268,6600
X,1558387951,378876,7659
X,1558387951,378220,9596
X,1558387951,378489,6025
X,1558387952,378379,7410
X,1558387952,376892,17360
X,1558387953,377533,9609
X,1558387954,378074,7365
X,1558387954,378313,5718
X,1558387955,378150,5648
X,1558387955,378058,10903
X,1558387956,377787,8685
X,1558387956,377845,6333
X,1558387957,378070,1664
X,1558387958,377868,7973
X,1558387958,377881,11847
X,1558387959,377104,3319
P,1558387959,5173
X,1558387959,378472,22619
X,1558387960,377461,5734
X,1558387960,378210,10058
X,1558387961,378013,11310
X,1558387962,378116,8636
