868,144677,373
O,1564965469,144689,220
O,1564965469,144640,108
P,1564965469,5043
O,1564965470,144645,134
O,1564965470,144654,122
O,1564965471,144644,79
O,1564965472,144585,192
O,1564965472,144460,92
O,1564965473,144440,128
O,1564965473,144554,169
O,1564965474,144558,833
O,1564965474,144556,562
O,1564965475,144476,249
O,1564965476,144458,223
O,1564965476,144503,96
O,1564965477,144539,123
O,1564965477,144504,181
O,1564965478,144441,180
O,1564965478,144455,176
O,1564965479,144243,386
O,1564965480,144270,240
O,1564965480,144350,172
O,1564965481,144545,178
O,1564965481,144522,240
O,1564965482,144517,125
O,1564965482,144600,314
O,1564965483,144510,182
O,1564965484,144607,158
O,1564965484,144654,253
O,1564965485,144581,220
O,1564965485,144535,218
O,1564965486,144852,521
O,1564965486,145429,228
O,1564965487,145334,185
O,1564965487,145590,364
O,1564965488,145990,981
O,1564965489,145689,527
O,1564965489,145688,639
O,1564965490,145537,208
O,1564965490,145029,648
O,1564965491,145032,1073
O,1564965491,144983,588
O,1564965492,144766,707
O,1564965493,145267,892
O,1564965493,144714,640
O,1564965494,144993,486
O,1564965494,145033,246
O,1564965495,144827,300
O,1564965495,144826,203
O,1564965496,144735,89
O,1564965497,144791,155
O,1564965497,144806,564
O,1564965498,144736,357
O,1564965498,144699,145
O,1564965499,144659,106
O,1564965499,144653,136
P,1564965499,5040
O,1564965499,144763,225
O,1564965500,144778,174
O,1564965500,144581,357
O,1564965501,144705,364
O,1564965501,144662,553
O,1564965502,144743,321
O,1564965502,144653,182
O,1564965503,144605,177
