1,416
T,1556493359,2804
U,1556493359,64657
X,1556493361,387168,516
X,1556493361,387090,483
X,1556493362,387216,565
P,1556493362,5298
X,1556493362,387426,826
X,1556493363,387291,362
X,1556493364,387241,372
X,1556493364,387185,448
X,1556493364,387185,650
X,1556493364,387278,737
X,1556493365,387180,645
X,1556493365,387127,432
X,1556493366,387045,1876
X,1556493367,387090,454
X,1556493367,387067,537
X,1556493368,387252,770
X,1556493368,387163,626
X,1556493369,387071,442
X,1556493369,387046,384
X,1556493370,387073,415
X,1556493371,387215,686
X,1556493371,387310,1201
X,1556493372,387253,510
A,1556493372,387180,380
T,1556493372,2804
U,1556493372,64657
X,1556493374,387405,770
X,1556493374,387372,487
X,1556493375,387327,495
X,1556493375,387212,449
X,1556493376,387172,530
X,1556493377,387374,1431
X,1556493377,386910,1608
X,1556493378,387170,611
X,1556493378,387127,370
X,1556493379,387043,424
X,1556493379,387002,373
X,1556493380,387159,574
X,1556493380,387308,838
X,1556493381,387234,698
X,1556493382,387183,555
X,1556493382,387105,366
X,1556493383,387084,707
X,1556493383,387145,651
X,1556493384,387041,635
X,1556493384,386974,556
X,1556493385,386982,512
X,1556493386,387057,434
A,1556493386,387155,431
T,1556493386,2804
U,1556493386,64657
X,1556493388,387344,446
X,1556493388,387392,362
X,1556493389,387441,483
X,1556493389,387360,566
X,1556493390,387365,496
X,1556493390,387429,728
X,1556493391,387254,811
P,1556493392,5272
X,1556493392,387213,569
X,1556493392,387248,443
X,1556493393,387081,477
X,1556493393,387236,571
X,1556493394,387346,475
X,1556493394,387231,424
X,1556493395,387225,434
X,1556493396,387090,310
X,1556493396,387091,566
X,1556493397,387305,998
X,1556493397,387462,745
X,1556493398,387247,505
X,1556493398,387192,511
A,1556493398,387277,381
T,1556493398,2804
U,1556493399,64657
X,1556493400,387225,1014
X,1556493401,387261,452
X,1556493401,387223,354
X,1556493402,387211,582
X,1556493403,387382,636
X,1556493403,387495,963
X,1556493404,387239,558
X,1556493404,387352,601
X,1556493405,387242,583
X,1556493405,387326,494
X,1556493405,387404,615
X,1556493406,387206,532
X,1556493406,387269,620
X,1556493407,387130,683
X,1556493407,387394,642
X,1556493408,387551,1188
X,1556493408,387233,826
X,1556493409,387757,3711
X,1556493410,386662,10266
X,1556493410,387014,1872
X,1556493411,387209,2004
X,1556493411,386762,14591
X,1556493412,387395,1138
X,1556493412,387199,569
X,1556493413,387176,483
X,1556493414,387207,588
X,1556493414,387279,574
X,1556493415,387459,441
A,1556493415,387284,365
T,1556493415,2804
U,1556493415,64657
X,1556493417,387148,448
X,1556493417,387279,997
X,1556493418,387297,438
X,1556493418,387334,399
X,1556493419,387184,549
X,1556493419,387140,554
X,1556493420,387076,654
X,1556493421,387260,540
P,1556493421,5313
X,1556493421,387145,672
X,1556493422,387235,326
X,1556493422,387012,660
X,1556493423,387005,534
X,1556493423,387043,532
X,1556493424,387310,706
X,1556493425,387265,605
X,1556493425,387334,639
X,1556493426,387364,638
X,1556493426,387387,633
X,1556493427,387397,748
X,1556493427,387497,562
A,1556493427,387235,492
T,1556493428,2804
