H,1552096632,147519
P,1552096632,5095
P,1552096662,5094
P,1552096691,5095
P,1552096720,5091
P,1552096749,5092
P,1552096779,5092
P,1552096808,5094
P,1552096837,5090
P,1552096868,5093
P,1552096897,5092
P,1552096926,5093
P,1552096955,5094
P,1552096985,5095
P,1552097014,5094
P,1552097043,5093
P,1552097073,5094
P,1552097102,5094
P,1552097131,5095
P,1552097161,5092
P,1552097191,5093
P,1552097220,5094
P,1552097249,5095
P,1552097279,5095
P,1552097308,5093
P,1552097337,5096
P,1552097366,5095
P,1552097396,5096
P,1552097425,5096
P,1552097455,5094
P,1552097484,5094
P,1552097514,5095
P,1552097543,5095
P,1552097572,5095
P,1552097602,5092
P,1552097631,5095
P,1552097660,5091
P,1552097689,5095
P,1552097719,5093
P,1552097749,5094
P,1552097778,5093
P,1552097808,5095
P,1552097837,5094
P,1552097866,5095
P,1552097895,5096
P,1552097925,5095
P,1552097954,5095
D,1552097983,254720
R,1552097983,5C00DDFC91
P,1552097983,5095
R,1552097983,5C00DDFC91
R,1552097983,5C00DDFC91
X,1552097985,379963,10288
X,1552097986,381011,6533
X,1552097986,381112,3949
X,1552097987,382073,3410
X,1552097987,381532,2400
X,1552097988,381998,7553
X,1552097988,381943,1912
X,1552097989,383635,9089
X,1552097990,380091,16621
X,1552097990,381486,2460
X,1552097991,381518,10651
X,1552097991,381559,4925
X,1552097992,380667,34559
X,1552097992,381650,10955
X,1552097993,382407,5247
X,1552097994,382262,5974
X,1552097994,382396,1955
X,1552097995,382571,1056
X,1552097995,382521,2407
X,1552097996,382559,1425
X,1552097996,383106,23026
X,1552097997,383111,8987
X,1552097998,383428,1664
X,1552097998,383311,1062
X,1552097999,383035,661
X,1552097999,382036,16474
X,1552098000,383217,7584
X,1552098000,382472,5456
X,1552098001,382376,2785
X,1552098002,381925,1887
X,1552098002,382556,1694
X,1552098003,382895,2066
X,1552098003,383031,976
X,1552098004,383345,1117
X,1552098004,383360,984
X,1552098005,382752,8297
X,1552098006,383285,8570
X,1552098006,382943,10329
X,1552098007,383297,1945
X,1552098007,382833,993
X,1552098008,382722,1981
X,1552098008,382869,10952
X,1552098009,382437,12597
X,1552098010,382200,16786
X,1552098010,380622,21440
X,1552098011,384545,21415
X,1552098011,383002,4976
X,1552098012,382875,2236
X,1552098012,383117,5512
X,1552098013,382643,8572
P,1552098013,5088
X,1552098013,382272,10508
X,1552098014,382568,3333
X,1552098015,382846,2054
X,1552098015,383198,744
X,1552098016,383095,1469
X,1552098016,382974,7573
X,1552098017,383319,1971
X,1552098017,383374,1643
X,1552098017,383267,1784
X,1552098018,383692,22513
X,1552098018,384014,13152
X,1552098019,383335,2726
X,1552098019,383398,1327
X,1552098020,382577,9061
X,1552098020,382634,5071
X,1552098021,382484,2710
X,1552098022,380399,13355
X,1552098022,384126,48785
X,1552098023,389860,35871
X,1552098023,382518,28379
X,1552098024,384822,8631
X,1552098024,383259,10779
X,1552098025,383541,3151
X,1552098026,382356,4555
X,1552098026,382579,6169
X,1552098027,380439,10244
X,1552098027,386433,23913
X,1552098028,382947,17404
X,1552098028,383030,1069
X,1552098029,384015,4288
X,1552098030,383554,3186
X,1552098030,383957,893
X,1552098031,383874,1412
X,1552098031,383853,1405
X,1552098032,384036,579
X,1552098032,384402,7652
X,1552098033,383997,2021
X,1552098034,383507,4098
X,1552098034,383068,12449
X,1552098035,378880,26586
X,1552098035,390732,65288
X,1552098036,167026,4453
X,1552098036,150063,858
X,1552098037,149753,1170
X,1552098037,149059,653
X,1552098038,149456,552
X,1552098039,149264,437
X,1552098039,149111,402
X,1552098040,148798,401
X,1552098040,148672,466
X,1552098041,148866,369
X,1552098041,148880,286
O,1552098042,148912,104
P,1552098043,5087
O,1552098043,148599,321
O,1552098043,148703,515
O,1552098044,148486,465
O,1552098044,148700,372
O,1552098045,148464,269
O,1552098045,148477,213
O,1552098046,148389,163
O,1552098047,148223,594
O,1552098047,147657,810
O,1552098048,146784,853
O,1552098048,147569,294
O,1552098049,147474,495
O,1552098049,147571,1307
O,1552098050,148431,344
O,1552098051,148013,511
O,1552098051,146903,2130
O,1552098052,145831,821
O,1552098052,145240,1207
O,1552098053,146091,1630
O,1552098053,147009,1083
O,1552098054,147867,677
O,1552098055,148113,523
O,1552098055,147967,372
O,1552098056,147340,708
O,1552098056,147552,746
O,1552098057,147529,817
O,1552098057,147762,2463
O,1552098058,147201,1666
O,1552098058,147420,1640
O,1552098058,147467,874
O,1552098059,147895,647
