725,5384
P,1558817755,5383
P,1558817784,5382
P,1558817813,5383
P,1558817842,5382
P,1558817872,5383
P,1558817902,5384
P,1558817931,5383
P,1558817960,5383
P,1558817990,5383
P,1558818019,5382
P,1558818048,5383
P,1558818078,5381
P,1558818107,5380
P,1558818136,5380
P,1558818165,5383
P,1558818196,5383
P,1558818225,5384
P,1558818254,5383
P,1558818284,5382
P,1558818313,5385
P,1558818342,5381
P,1558818371,5384
P,1558818401,5384
P,1558818430,5385
P,1558818459,5383
P,1558818490,5383
P,1558818519,5384
P,1558818548,5384
P,1558818577,5385
P,1558818607,5384
P,1558818636,5383
P,1558818665,5385
P,1558818695,5385
P,1558818724,5383
P,1558818753,5384
P,1558818783,5383
D,1558818795,252928
D,1558818798,252928
D,1558818800,250880
D,1558818802,250624
D,1558818804,251392
D,1558818806,252160
D,1558818809,251392
D,1558818811,251904
P,1558818813,5383
D,1558818813,252672
D,1558818815,251392
D,1558818817,257792
D,1558818820,253696
D,1558818821,250368
D,1558818823,252416
D,1558818825,253440
D,1558818827,256768
D,1558818830,259584
D,1558818832,254976
D,1558818834,254464
D,1558818836,254464
D,1558818838,253696
D,1558818841,254208
P,1558818842,5381
D,1558818843,253696
D,1558818845,254208
D,1558818847,252928
D,1558818849,257792
D,1558818852,255232
D,1558818854,253952
D,1558818856,254976
D,1558818858,255744
D,1558818860,254720
D,1558818862,254720
D,1558818864,253696
D,1558818866,253440
D,1558818868,252672
D,1558818871,255232
P,1558818871,5277
D,1558818873,248832
D,1558818875,257280
D,1558818877,253696
D,1558818879,257280
D,1558818882,250624
D,1558818884,257792
D,1558818886,253696
D,1558818888,254464
D,1558818890,254720
D,1558818893,254720
D,1558818895,254464
D,1558818897,253952
D,1558818899,254464
P,1558818901,5384
D,1558818901,253696
D,1558818903,254464
D,1558818905,254208
D,1558818907,254208
D,1558818909,253952
D,1558818911,253952
D,1558818914,254464
D,1558818916,255488
D,1558818918,254208
D,1558818920,253440
D,1558818922,254464
D,1558818925,258560
D,1558818927,254208
D,1558818929,253952
P,1558818930,5382
D,1558818931,253696
D,1558818933,254208
D,1558818936,253952
D,1558818938,257024
D,1558818940,255232
D,1558818942,253952
D,1558818944,254720
D,1558818946,253440
D,1558818948,253952
D,1558818950,254720
D,1558818952,254208
D,1558818954,253952
D,1558818957,253952
D,1558818959,255232
P,1558818959,5378
D,1558818961,254720
D,1558818963,254208
D,1558818965,254208
D,1558818968,250112
D,1558818970,254464
D,1558818972,254208
D,1558818974,254208
D,1558818976,253696
D,1558818979,254464
D,1558818981,253952
D,1558818983,254720
D,1558818985,254208
D,1558818986,254464
P,1558818988,5382
D,1558818989,254208
D,1558818991,254720
D,1558818993,254720
D,1558818995,253440
D,1558818997,254208
D,1558819000,253952
D,1558819002,254208
D,1558819004,253696
D,1558819006,254976
D,1558819008,254208
D,1558819011,253952
D,1558819013,254720
D,1558819015,254208
D,1558819017,254208
P,1558819018,5383
D,1558819019,254208
D,1558819022,253696
D,1558819024,254464
D,1558819026,254976
D,1558819027,254720
D,1558819029,254464
D,1558819032,254464
D,1558819034,254464
D,1558819036,254208
D,1558819038,254464
