54080891,362959,472
T,1554080891,2820
U,1554080892,64657
P,1554080892,4653
X,1554080893,362694,16760
X,1554080894,363007,7271
X,1554080894,362180,4667
X,1554080895,362648,11312
X,1554080896,362463,12695
X,1554080896,362490,11814
X,1554080897,362637,11283
X,1554080897,362448,4351
X,1554080898,362486,8278
X,1554080898,362389,8417
X,1554080899,362864,2715
X,1554080900,363174,15087
X,1554080900,362597,5716
X,1554080901,362622,12167
X,1554080901,362687,1002
X,1554080902,362602,1103
X,1554080902,362921,4684
X,1554080903,362099,7878
X,1554080904,363629,26771
X,1554080904,363536,7834
X,1554080905,363490,2410
X,1554080905,363139,1746
X,1554080906,363079,3029
X,1554080906,362354,8523
X,1554080907,362667,4198
X,1554080908,361999,7320
X,1554080908,362798,14151
X,1554080909,362246,9213
X,1554080909,362488,7389
X,1554080910,362905,32509
X,1554080910,361091,34993
X,1554080911,362182,26669
X,1554080912,362346,12778
X,1554080912,363584,20106
X,1554080913,363237,15872
X,1554080913,362651,9873
X,1554080914,362500,6600
X,1554080914,362956,10790
X,1554080915,362453,18113
X,1554080915,363276,14620
X,1554080916,363490,21162
X,1554080917,362915,7421
X,1554080917,361320,12975
X,1554080918,363568,20114
X,1554080918,361710,9744
X,1554080919,361690,16728
X,1554080919,362468,6914
X,1554080920,361865,12379
X,1554080921,361626,30148
X,1554080921,363854,13954
X,1554080922,362551,2685
P,1554080922,4839
X,1554080922,362685,575
X,1554080923,362435,1266
X,1554080923,362921,17143
X,1554080924,363510,16013
X,1554080925,362196,20259
X,1554080925,363305,21477
X,1554080926,362559,13681
