H,1553474185,147519
R,1553474185,700D9B77F
X,1553474187,438547,608
X,1553474187,438565,968
X,1553474188,438544,18028
X,1553474188,438321,10340
X,1553474189,438275,1017
X,1553474190,438392,1256
X,1553474190,438375,656
X,1553474191,438422,1047
X,1553474191,438413,963
X,1553474192,438412,1131
X,1553474192,438365,434
X,1553474193,438334,623
X,1553474194,438353,1005
X,1553474194,438426,18329
X,1553474195,439067,9216
X,1553474195,438716,846
X,1553474196,438692,7913
X,1553474196,438622,13922
X,1553474197,438780,1870
X,1553474198,438718,580
X,1553474198,438641,925
X,1553474199,438749,11040
X,1553474199,438693,9816
X,1553474200,438483,1196
X,1553474200,438458,779
X,1553474201,438503,867
X,1553474202,438633,10209
X,1553474202,438529,13788
X,1553474203,438594,764
X,1553474203,438621,883
X,1553474204,438502,857
X,1553474204,438463,807
X,1553474205,438626,1138
X,1553474206,438449,12428
X,1553474206,438545,9347
X,1553474207,438579,1109
X,1553474207,438731,778
X,1553474208,438671,16502
X,1553474208,438671,14651
X,1553474209,438734,1159
X,1553474209,438678,1124
X,1553474210,438669,13304
X,1553474211,438744,13841
X,1553474211,438646,1224
X,1553474212,438689,535
P,1553474212,4978
X,1553474212,438305,5787
X,1553474213,439628,5307
X,1553474213,438779,1020
X,1553474214,438665,15966
X,1553474214,438784,11393
X,1553474214,438918,1814
X,1553474215,438848,8424
X,1553474215,438803,12102
X,1553474216,438780,1324
X,1553474216,438791,345
X,1553474217,438844,15983
X,1553474218,438840,9310
X,1553474218,438828,1301
X,1553474219,438763,393
X,1553474219,438875,862
A,1553474219,438583,541
T,1553474219,2817
R,1553474220,700D9B77F
X,1553474221,438836,669
X,1553474222,438860,16173
X,1553474222,438956,9879
X,1553474223,438733,1386
X,1553474224,438764,1305
X,1553474224,438795,305
X,1553474225,438989,19765
X,1553474225,438884,12375
X,1553474226,439017,1217
X,1553474226,438926,1667
X,1553474227,438969,857
X,1553474228,438998,9978
X,1553474228,439057,11533
X,1553474229,438909,1322
X,1553474229,438784,804
X,1553474230,438812,1026
X,1553474230,438953,10884
X,1553474231,438964,8560
X,1553474231,438811,1653
X,1553474232,438834,1574
X,1553474233,437542,8027
X,1553474233,439127,4040
X,1553474234,438726,801
X,1553474234,438720,847
X,1553474235,438784,507
X,1553474235,438893,1253
X,1553474236,438762,850
X,1553474237,438812,790
X,1553474237,438792,632
X,1553474238,438547,21850
X,1553474238,439211,2091
X,1553474239,438965,953
X,1553474239,438939,585
X,1553474240,438853,357
X,1553474241,438856,808
P,1553474241,4976
X,1553474241,438867,636
X,1553474242,438680,1128
X,1553474242,438648,270
X,1553474243,438628,16336
X,1553474243,438736,8756
X,1553474244,438552,4506
X,1553474245,438259,4773
X,1553474245,437192,6891
X,1553474246,439621,4706
X,1553474246,439253,11932
X,1553474247,439180,12006
X,1553474247,439329,1541
X,1553474248,439005,8028
X,1553474249,439203,9090
X,1553474249,439207,1091
X,1553474250,438995,605
X,1553474250,439003,1036
X,1553474251,438985,970
X,1553474251,439567,5305
X,1553474252,438853,10974
X,1553474253,439281,1411
X,1553474253,438867,1233
X,1553474254,438830,8723
X,1553474254,438621,11008
X,1553474255,438713,1512
X,1553474255,438765,1038
X,1553474255,438916,15149
X,1553474256,438921,9990
X,1553474256,438782,2130
X,1553474257,438739,655
X,1553474257,438795,586
A,1553474257,438831,347
T,1553474257,2817
R,1553474258,700D9B77F
X,1553474259,438655,633
X,1553474260,438716,525
X,1553474260,438774,892
X,1553474261,438826,947
X,1553474261,438853,7688
X,1553474262,439052,11660
X,1553474263,439089,16503
X,1553474263,439035,9829
X,1553474264,439232,1122
X,1553474264,438989,7863
X,1553474265,438778,11306
X,1553474265,438744,1639
X,1553474266,438502,5801
X,1553474267,439100,9914
X,1553474267,438728,12804
X,1553474268,438989,12439
X,1553474268,438889,1095
X,1553474269,438976,9655
X,1553474269,439049,10917
X,1553474270,438973,1670
P,1553474270,4976
X,1553474271,439080,13621
X,1553474271,439353,13280
X,1553474272,439109,1650
X,1553474272,438947,756
X,1553474273,438933,17231
X,1553474273,439030,12627
X,1553474274,438960,1431
X,1553474275,438750,1590
X,1553474275,439555,10578
X,1553474276,436579,32288
X,1553474276,439271,12439
X,1553474277,434727,6203
X,1553474277,431564,49767
X,1553474278,431624,1929
X,1553474279,430529,46565
