4100
P,1555026177,4103
P,1555026207,4101
P,1555026237,4103
P,1555026266,4102
D,1555026286,253696
R,1555026286,5C00DDFC91
R,1555026286,5C00DDFC91
R,1555026286,5C00DDFC91
X,1555026288,365160,10828
X,1555026288,366325,5889
X,1555026289,367159,3401
X,1555026289,368759,2716
X,1555026290,369213,2459
X,1555026290,370288,2080
X,1555026291,371228,1937
X,1555026292,370765,2175
X,1555026292,370078,14263
X,1555026293,370470,9007
X,1555026293,369558,21010
X,1555026294,367769,4029
X,1555026294,369218,3743
P,1555026295,4092
X,1555026295,368948,2284
X,1555026296,370291,13987
X,1555026296,370479,4742
X,1555026297,370940,3093
X,1555026297,371516,1526
X,1555026298,371618,1247
X,1555026298,371626,7353
X,1555026299,372198,3839
X,1555026300,372273,1558
X,1555026300,371592,2022
X,1555026301,371050,2017
X,1555026301,371718,972
X,1555026302,370882,1580
X,1555026302,370789,1391
X,1555026303,370197,1963
X,1555026304,370786,2142
X,1555026304,371278,1481
X,1555026305,370996,866
X,1555026305,370358,2279
X,1555026306,370639,2450
X,1555026306,371765,1610
X,1555026307,372046,1203
X,1555026308,372046,1137
X,1555026308,372587,1666
X,1555026309,373154,1574
X,1555026309,372890,853
X,1555026310,373115,1290
X,1555026310,373143,1115
X,1555026311,373182,1311
X,1555026311,371344,3481
X,1555026312,370439,6134
X,1555026313,372083,3015
X,1555026313,367469,7974
X,1555026314,369854,8065
X,1555026314,371407,11602
X,1555026315,372227,7806
X,1555026315,371515,2811
X,1555026316,370824,1727
X,1555026317,371574,1682
X,1555026317,372268,1545
X,1555026318,372610,1314
X,1555026318,372681,1277
X,1555026319,372506,801
X,1555026319,372385,1191
X,1555026320,372674,821
X,1555026321,372439,1270
X,1555026321,371753,1262
X,1555026322,371271,2840
X,1555026322,371227,3866
X,1555026322,370938,1882
X,1555026322,371839,1263
X,1555026323,371456,1236
X,1555026324,372019,615
P,1555026324,4085
X,1555026324,372050,1300
X,1555026325,372632,959
X,1555026325,372333,1035
X,1555026326,371951,1142
X,1555026326,372391,921
X,1555026327,372751,1554
X,1555026328,373004,739
X,1555026328,373119,919
X,1555026329,372168,1741
X,1555026329,372708,1158
X,1555026330,373081,1485
X,1555026330,372525,7370
X,1555026331,372696,4682
X,1555026332,373102,5519
X,1555026332,372332,2911
X,1555026333,373978,3331
X,1555026333,373234,2778
X,1555026334,370260,4182
X,1555026334,370841,3288
X,1555026335,371546,2756
X,1555026336,371934,1716
X,1555026336,372010,1665
X,1555026337,371266,1562
X,1555026337,371982,2204
X,1555026338,372651,931
X,1555026338,372834,916
X,1555026339,372626,1145
X,1555026339,372721,1634
X,1555026340,373190,1284
X,1555026341,373208,1063
X,1555026341,373137,1032
X,1555026342,373410,680
X,1555026342,373989,2220
X,1555026343,373897,1699
X,1555026343,373945,7704
X,1555026344,373705,2144
X,1555026345,373639,1707
X,1555026345,372964,2117
X,1555026346,371766,2621
X,1555026346,371927,1723
X,1555026347,372550,1448
X,1555026347,372571,1160
X,1555026348,372868,624
X,1555026349,372898,1945
X,1555026349,371835,2501
X,1555026350,371180,2851
X,1555026350,371563,1816
X,1555026351,371897,869
X,1555026351,372321,711
X,1555026352,372782,2048
X,1555026353,373005,1625
X,1555026353,373386,937
X,1555026354,373262,1663
P,1555026354,4079
X,1555026354,373142,978
X,1555026355,372793,780
X,1555026355,373113,1218
X,1555026356,372039,2752
X,1555026357,368705,6308
X,1555026357,370289,2510
X,1555026358,372123,2390
X,1555026358,373261,1236
X,1555026359,372267,2701
