35399,206080
D,1562135401,204544
D,1562135403,203520
P,1562135405,5121
D,1562135405,202752
D,1562135407,203776
D,1562135410,204544
D,1562135412,204032
D,1562135414,206080
D,1562135416,204032
D,1562135418,203776
D,1562135421,203264
D,1562135423,206080
D,1562135425,203776
D,1562135426,203520
D,1562135428,202496
D,1562135431,203776
D,1562135433,204288
P,1562135434,5122
D,1562135435,204544
D,1562135437,205056
D,1562135439,200448
D,1562135442,204800
D,1562135444,204800
D,1562135446,204544
D,1562135448,203776
D,1562135450,204288
D,1562135453,203776
D,1562135455,204032
D,1562135457,204288
D,1562135459,203520
D,1562135461,204544
D,1562135464,203776
P,1562135464,5119
D,1562135466,203520
D,1562135467,205056
D,1562135469,200192
D,1562135471,207360
D,1562135474,206080
D,1562135476,204544
D,1562135478,207104
D,1562135480,202496
D,1562135482,208384
D,1562135485,206592
D,1562135487,206080
D,1562135489,206848
D,1562135491,201984
P,1562135493,5121
D,1562135493,204800
D,1562135496,203264
D,1562135498,200448
D,1562135500,208640
D,1562135502,201984
D,1562135505,204800
D,1562135507,205824
D,1562135508,205056
D,1562135510,206336
D,1562135512,206848
D,1562135515,203008
D,1562135517,200960
D,1562135519,221696
D,1562135521,195328
P,1562135522,5121
D,1562135523,206080
D,1562135526,206336
D,1562135528,199168
D,1562135530,202240
D,1562135532,203776
D,1562135534,210176
D,1562135537,203776
D,1562135539,206848
D,1562135541,206592
D,1562135543,204288
D,1562135545,199680
D,1562135548,208128
D,1562135549,205824
D,1562135551,205056
P,1562135551,5111
D,1562135553,200448
D,1562135555,200960
D,1562135558,205312
D,1562135560,199168
D,1562135562,195840
D,1562135564,208640
D,1562135566,197120
D,1562135569,203776
D,1562135571,276992
D,1562135573,202752
D,1562135575,204544
D,1562135577,203264
D,1562135580,203776
P,1562135581,5121
D,1562135582,203776
D,1562135584,204288
D,1562135586,204544
D,1562135588,204032
D,1562135590,203520
D,1562135592,203008
D,1562135594,204032
D,1562135596,202496
D,1562135598,204288
D,1562135601,203008
D,1562135603,204544
D,1562135605,204032
D,1562135607,203776
D,1562135609,202496
P,1562135610,5121
D,1562135612,203776
D,1562135614,204288
