,1552243213,5102
X,1552243213,404112,688
X,1552243213,404122,775
X,1552243214,403774,834
X,1552243214,403537,12355
X,1552243215,403586,7246
X,1552243216,403294,1283
X,1552243216,403320,1594
X,1552243217,403816,455
X,1552243217,403583,404
X,1552243218,403458,618
X,1552243218,402906,409
X,1552243219,403180,783
X,1552243219,403500,751
X,1552243220,403522,709
X,1552243221,403298,17355
X,1552243221,402977,13005
X,1552243222,403843,491
X,1552243222,404050,457
X,1552243223,404069,231
X,1552243223,403952,612
X,1552243223,403867,431
A,1552243223,403788,1216
T,1552243223,2839
R,1552243223,700D9B77F
X,1552243225,403726,545
X,1552243226,403496,448
X,1552243226,403343,369
X,1552243227,403416,612
X,1552243227,403453,746
X,1552243228,402840,960
X,1552243228,403231,1163
X,1552243229,403680,775
X,1552243230,403402,790
X,1552243230,403465,976
X,1552243231,403314,677
X,1552243231,403535,635
X,1552243232,403597,926
X,1552243232,403702,918
X,1552243233,404093,863
X,1552243234,404091,713
X,1552243234,403849,468
X,1552243235,403835,579
X,1552243235,403683,512
X,1552243236,403705,554
X,1552243236,403693,326
A,1552243236,403595,1253
T,1552243237,2839
R,1552243237,700D9B77F
X,1552243238,403801,414
X,1552243239,403699,769
X,1552243239,403753,594
X,1552243240,403847,570
X,1552243241,404243,760
X,1552243241,404029,1255
P,1552243242,5099
X,1552243242,404026,743
X,1552243242,404007,853
X,1552243243,403781,417
X,1552243243,403861,761
X,1552243244,404170,790
X,1552243245,404086,1163
X,1552243245,403824,18248
X,1552243246,403458,10763
X,1552243246,403969,831
X,1552243247,403474,556
X,1552243247,403268,579
X,1552243248,403187,829
X,1552243249,402054,1503
X,1552243249,401967,1744
X,1552243250,401151,1608
X,1552243250,401270,1115
X,1552243251,400871,1078
X,1552243251,400697,1663
X,1552243252,401384,934
X,1552243253,401296,1655
X,1552243253,401544,719
X,1552243254,401373,1360
X,1552243254,401902,1439
X,1552243255,402357,614
X,1552243255,401815,941
X,1552243256,402531,1128
X,1552243257,402758,792
X,1552243257,403111,1613
X,1552243258,404094,798
A,1552243258,403351,2859
T,1552243258,2839
R,1552243258,700D9B77F
X,1552243260,403961,683
X,1552243260,403903,650
X,1552243261,403719,508
X,1552243261,403835,581
X,1552243262,404214,886
X,1552243262,404360,1344
X,1552243263,403937,694
X,1552243264,403934,350
X,1552243264,404146,567
X,1552243264,403661,2364
X,1552243264,403897,1313
X,1552243265,403673,784
X,1552243265,403622,12299
X,1552243266,403227,11884
X,1552243267,403241,900
X,1552243267,403769,426
X,1552243268,403852,819
X,1552243268,403686,636
X,1552243269,403649,752
X,1552243269,403729,508
X,1552243270,403720,772
X,1552243271,404097,753
P,1552243271,5102
X,1552243271,404270,496
X,1552243272,404084,423
X,1552243272,404003,881
A,1552243272,403871,1029
