,46585,64
O,1563259498,146559,124
O,1563259498,146476,176
O,1563259499,146418,96
O,1563259499,146437,152
O,1563259500,146527,97
O,1563259500,146440,69
O,1563259501,146458,129
O,1563259502,146371,102
O,1563259502,146408,115
O,1563259503,146402,60
O,1563259503,146421,75
O,1563259504,146420,153
O,1563259504,146385,93
O,1563259505,146349,85
O,1563259506,146398,135
O,1563259506,146453,101
O,1563259507,146330,189
O,1563259507,146249,294
O,1563259508,146182,185
O,1563259508,146254,91
O,1563259509,146224,183
O,1563259509,146279,163
O,1563259510,146224,199
O,1563259511,146275,88
O,1563259511,146307,139
O,1563259512,146246,85
O,1563259512,146255,157
O,1563259513,146174,485
O,1563259513,145980,150
O,1563259514,145878,277
O,1563259515,146160,240
O,1563259515,146070,282
O,1563259516,145973,281
O,1563259516,146015,239
P,1563259517,5059
O,1563259517,145987,94
O,1563259517,145998,134
O,1563259518,145948,193
O,1563259519,145967,172
O,1563259519,146058,197
O,1563259520,146203,164
O,1563259520,146177,264
O,1563259521,146311,187
O,1563259521,146471,211
O,1563259522,146509,195
O,1563259523,146428,86
O,1563259523,146440,122
O,1563259524,146444,193
O,1563259524,146375,86
O,1563259525,146406,89
O,1563259525,146406,86
O,1563259526,146387,88
O,1563259527,146372,107
O,1563259527,146370,140
O,1563259528,146334,167
O,1563259528,146269,101
O,1563259529,146241,169
O,1563259529,146266,154
O,1563259530,146298,115
O,1563259531,146288,138
O,1563259531,146330,199
O,1563259532,146353,145
O,1563259532,146430,93
O,1563259533,146480,145
O,1563259533,146397,103
O,1563259534,146377,100
O,1563259535,146379,144
O,1563259535,146288,105
