,381574,564
X,1556227887,382128,734
X,1556227888,382023,757
X,1556227888,381502,448
X,1556227889,381378,759
X,1556227890,381718,848
X,1556227890,381481,658
X,1556227891,382568,1154
X,1556227891,382666,826
X,1556227892,381978,539
X,1556227892,382110,1299
X,1556227893,382333,1089
X,1556227894,381428,862
X,1556227894,381523,798
A,1556227894,381535,2004
T,1556227894,2849
U,1556227895,64657
X,1556227896,381034,619
X,1556227897,381213,673
X,1556227897,381418,773
X,1556227898,381316,990
X,1556227898,381026,500
X,1556227899,380821,894
X,1556227900,380838,870
X,1556227900,381204,832
X,1556227901,380256,8238
P,1556227901,5401
X,1556227901,380319,846
X,1556227902,380346,926
X,1556227902,380414,889
X,1556227903,380175,751
X,1556227904,380414,699
X,1556227904,380460,729
X,1556227905,380451,717
X,1556227905,380908,864
X,1556227906,380632,1608
X,1556227906,379315,1233
X,1556227907,380241,749
X,1556227907,380383,1079
X,1556227908,380391,1207
X,1556227909,380893,863
X,1556227909,381718,7239
X,1556227910,381954,645
X,1556227910,382257,750
A,1556227910,380885,2082
T,1556227910,2849
U,1556227911,64657
X,1556227912,383424,1183
X,1556227913,382608,972
X,1556227913,382217,807
X,1556227914,381714,1112
X,1556227915,381386,907
X,1556227915,381127,629
X,1556227916,381102,554
X,1556227916,381046,530
X,1556227917,381056,662
X,1556227917,380942,483
X,1556227918,380770,1229
X,1556227919,380770,712
X,1556227919,380664,503
X,1556227920,380812,455
X,1556227920,380896,456
X,1556227921,380714,798
X,1556227921,380636,543
X,1556227922,380557,502
X,1556227923,379919,599
X,1556227923,379685,872
X,1556227924,379677,1660
X,1556227924,380582,689
X,1556227925,380804,653
X,1556227925,380913,416
A,1556227925,380921,2923
T,1556227926,2849
U,1556227926,64657
X,1556227927,380856,19298
X,1556227927,380403,19268
X,1556227927,381500,21173
X,1556227928,380923,1623
X,1556227929,380909,903
X,1556227929,380896,1188
X,1556227930,380738,625
P,1556227930,5401
X,1556227930,380662,350
X,1556227931,380657,535
X,1556227931,380380,1048
X,1556227932,380549,953
X,1556227933,380348,965
X,1556227933,380507,1292
X,1556227934,380724,1054
X,1556227934,380580,848
X,1556227935,380564,1013
X,1556227935,380326,963
X,1556227936,380784,734
X,1556227937,380876,619
X,1556227937,380726,526
X,1556227938,380984,726
X,1556227938,380940,535
X,1556227939,381016,779
X,1556227939,380944,629
X,1556227940,380644,824
X,1556227941,380800,1261
X,1556227941,381166,658
X,1556227942,381178,348
X,1556227942,381335,774
X,1556227943,381392,604
A,1556227943,380837,1066
T,1556227943,2849
U,1556227943,64657
X,1556227945,381190,616
X,1556227945,381202,477
X,1556227946,381073,586
X,1556227947,381063,646
X,1556227947,381212,575
X,1556227948,381139,473
X,1556227948,381314,514
X,1556227949,381300,433
X,1556227949,381412,699
X,1556227950,381382,634
X,1556227950,381205,581
X,1556227951,381232,542
X,1556227952,381165,489
X,1556227952,381216,384
X,1556227953,381312,856
X,1556227953,381247,1029
X,1556227954,380956,768
X,1556227954,380860,524
X,1556227955,381033,435
X,1556227956,381005,307
X,1556227956,381130,749
A,1556227956,381170,552
T,1556227956,2849
U,1556227957,64657
X,1556227958,381113,567
X,1556227959,381013,485
