1556219272,2875
U,1556219272,64657
X,1556219272,363066,1595
X,1556219273,363273,585
X,1556219274,363601,954
X,1556219274,363815,515
X,1556219275,363683,1050
X,1556219275,363678,1665
X,1556219276,363541,2352
X,1556219276,363432,1787
X,1556219277,363509,692
X,1556219278,363818,536
X,1556219278,363800,742
X,1556219279,363975,783
X,1556219279,364114,1023
X,1556219280,364008,697
X,1556219280,363982,628
X,1556219281,363948,288
X,1556219281,363988,734
X,1556219282,364134,821
X,1556219283,364283,1449
X,1556219283,364360,1363
X,1556219284,364192,833
X,1556219284,364159,713
X,1556219285,364197,480
X,1556219285,364188,2446
X,1556219286,364239,890
X,1556219287,364164,750
X,1556219287,364151,791
X,1556219288,364171,739
P,1556219288,5377
X,1556219288,364172,470
A,1556219288,363964,966
T,1556219288,2875
U,1556219289,64657
X,1556219290,364330,523
X,1556219291,364303,702
X,1556219291,364193,676
X,1556219292,364257,532
X,1556219293,364187,676
X,1556219293,363947,13210
X,1556219294,364452,3021
X,1556219294,364285,1204
X,1556219295,364249,452
X,1556219295,364180,750
X,1556219296,364249,611
X,1556219297,364272,443
X,1556219297,364203,597
X,1556219298,364216,633
X,1556219298,364189,859
X,1556219299,364104,728
X,1556219299,364101,695
X,1556219300,364141,759
X,1556219301,364189,531
X,1556219301,363901,1718
X,1556219302,364296,1657
X,1556219302,364078,723
X,1556219303,364178,1095
X,1556219303,364153,860
X,1556219304,364075,264
X,1556219304,364031,684
A,1556219304,364185,299
T,1556219305,2875
U,1556219305,64657
X,1556219306,363985,1538
X,1556219307,363962,684
X,1556219308,363838,729
X,1556219308,363696,691
X,1556219309,363743,485
X,1556219309,364017,499
X,1556219310,364136,500
X,1556219310,364440,785
X,1556219311,364411,540
X,1556219312,364370,814
X,1556219312,364346,513
X,1556219313,364361,684
X,1556219313,364200,735
X,1556219313,364118,235
X,1556219313,364203,890
X,1556219314,364217,732
X,1556219315,364257,560
X,1556219315,364260,733
X,1556219316,364122,480
X,1556219316,364072,764
X,1556219317,364069,535
A,1556219317,364141,744
P,1556219317,5418
T,1556219317,2875
U,1556219317,64657
X,1556219319,364369,759
X,1556219319,364287,609
X,1556219320,364244,734
X,1556219321,364187,452
X,1556219321,364207,655
X,1556219322,364223,415
X,1556219322,364258,689
X,1556219323,364372,643
X,1556219323,364440,551
X,1556219324,364331,546
X,1556219324,364247,516
X,1556219325,364216,348
X,1556219326,364179,473
X,1556219326,364204,507
X,1556219327,364332,425
X,1556219327,364393,636
X,1556219328,364340,519
X,1556219328,364305,442
X,1556219329,364294,566
X,1556219330,364258,433
A,1556219330,364284,261
T,1556219330,2875
U,1556219330,64657
X,1556219332,364451,625
X,1556219332,364358,955
X,1556219333,364270,568
X,1556219333,364243,440
X,1556219334,364255,610
X,1556219334,364174,329
X,1556219335,364174,742
X,1556219336,364348,487
X,1556219336,364418,492
X,1556219337,364368,818
X,1556219337,364307,411
X,1556219338,364276,468
X,1556219338,364267,402
X,1556219339,364216,447
X,1556219340,364322,585
X,1556219340,364377,515
X,1556219341,364341,588
X,1556219341,364285,647
X,1556219342,364257,620
X,1556219342,364215,541
A,1556219342,364296,277
T,1556219343,2875
U,1556219343,64657
X,1556219344,364489,459
