H,1552877924,147519
T,1552877924,2776
R,1552877925,700D9B77F
X,1552877926,419528,651
X,1552877927,419459,1404
X,1552877927,419303,773
X,1552877928,419304,984
X,1552877929,419360,709
X,1552877929,419315,460
X,1552877930,419423,852
X,1552877930,419497,477
X,1552877931,419566,1214
X,1552877931,419119,1476
X,1552877932,418010,1634
X,1552877933,417682,1344
X,1552877933,418797,1258
X,1552877934,419405,463
X,1552877934,419293,515
X,1552877935,419450,1222
X,1552877935,419363,1401
P,1552877936,5045
X,1552877936,419345,555
X,1552877936,419334,979
X,1552877937,419211,582
X,1552877938,418958,736
X,1552877938,419203,501
X,1552877939,419159,640
X,1552877939,419354,807
X,1552877940,419373,642
X,1552877940,419301,515
X,1552877941,419444,576
X,1552877942,419405,818
A,1552877942,419325,570
T,1552877942,2776
R,1552877942,700D9B77F
X,1552877944,418514,563
X,1552877944,418544,526
X,1552877945,418040,1698
X,1552877945,417709,2333
X,1552877946,417637,1736
X,1552877946,417527,1057
X,1552877947,417946,981
X,1552877948,418780,696
X,1552877948,419012,904
X,1552877949,418684,581
X,1552877949,419172,700
X,1552877950,419310,666
X,1552877950,419219,1059
X,1552877951,419335,1044
X,1552877952,419162,1057
X,1552877952,419139,595
X,1552877953,418548,1810
X,1552877953,418956,890
X,1552877954,418592,15757
X,1552877954,419057,1632
X,1552877954,418976,1167
X,1552877955,418766,580
X,1552877955,418956,4321
X,1552877956,419054,2202
X,1552877956,419491,1247
X,1552877957,420128,1495
X,1552877957,420065,7156
X,1552877958,419855,1301
X,1552877958,420003,862
X,1552877959,420198,659
X,1552877960,419976,430
X,1552877960,419541,490
X,1552877961,419430,539
X,1552877961,418801,816
X,1552877962,418522,958
X,1552877962,418387,812
X,1552877963,418752,1253
X,1552877964,418624,679
A,1552877964,419015,2252
T,1552877964,2776
R,1552877964,700D9B77F
P,1552877965,5047
X,1552877966,420181,518
X,1552877966,420206,538
X,1552877967,419999,1857
X,1552877967,419926,567
X,1552877968,419997,713
X,1552877968,419990,718
X,1552877969,419916,405
X,1552877970,419944,543
X,1552877970,420049,1214
X,1552877971,419929,1068
X,1552877971,420016,629
X,1552877972,420101,480
X,1552877972,419960,455
X,1552877973,419742,893
X,1552877974,419719,1920
X,1552877974,419637,2087
X,1552877975,419096,1218
X,1552877975,418254,1523
X,1552877976,418893,1578
X,1552877976,419618,809
X,1552877977,419779,506
X,1552877978,419830,938
X,1552877978,419787,1207
X,1552877979,419762,796
X,1552877979,419577,719
X,1552877980,419497,998
X,1552877980,419039,1112
X,1552877981,419054,700
X,1552877981,419269,1440
X,1552877982,418250,1895
X,1552877983,418601,2704
X,1552877983,418426,1578
X,1552877984,418277,1837
X,1552877984,418620,1867
X,1552877985,418929,615
X,1552877985,419234,1306
X,1552877986,418694,1393
X,1552877987,418471,632
A,1552877987,419724,1735
T,1552877987,2776
R,1552877987,700D9B77F
X,1552877989,418786,828
X,1552877989,419511,544
X,1552877990,419584,1369
X,1552877990,419373,503
X,1552877991,418942,744
X,1552877991,418968,475
X,1552877992,419309,879
X,1552877993,419605,1010
X,1552877993,419632,1185
X,1552877994,419524,978
X,1552877994,419606,478
P,1552877995,5052
X,1552877995,419452,671
X,1552877995,419187,802
X,1552877995,419503,732
X,1552877996,419565,1001
X,1552877996,419728,812
X,1552877997,419633,811
X,1552877997,419703,1012
X,1552877998,419804,699
X,1552877998,419882,1032
X,1552877999,420032,1150
X,1552878000,420262,1570
X,1552878000,420242,1043
X,1552878001,420312,1049
X,1552878001,420606,1376
X,1552878002,420259,994
X,1552878002,420101,571
X,1552878003,420350,790
X,1552878003,420331,2242
X,1552878004,420246,1355
X,1552878005,419806,496
X,1552878005,420109,847
X,1552878006,420097,664
A,1552878006,419602,1564
T,1552878006,2776
R,1552878006,700D9B77F
X,1552878008,419785,1015
X,1552878008,419717,955
X,1552878009,419674,559
X,1552878009,419415,801
X,1552878010,419296,960
X,1552878011,419684,901
X,1552878011,419543,550
X,1552878012,419539,952
X,1552878012,419481,763
X,1552878013,419298,653
X,1552878013,419208,604
X,1552878014,419100,716
X,1552878015,419373,897
X,1552878015,419500,938
X,1552878016,419230,1490
X,1552878016,419277,922
X,1552878017,419541,357
X,1552878017,419648,431
X,1552878018,419565,1034
