,416369,3073
X,1552167080,415496,2089
X,1552167080,416619,1268
X,1552167081,415244,1822
X,1552167081,415175,3445
X,1552167082,414988,4390
X,1552167082,416456,2729
X,1552167083,416465,2720
X,1552167084,416465,1657
X,1552167084,416654,1108
X,1552167085,416430,2031
X,1552167085,418119,1320
X,1552167086,417702,1165
X,1552167086,417338,1120
X,1552167087,417326,730
A,1552167087,417992,1218
T,1552167087,2827
U,1552167087,46975
X,1552167089,418287,2098
X,1552167089,418328,992
X,1552167090,418235,2265
X,1552167091,418598,881
X,1552167091,418519,4373
X,1552167092,418117,2543
X,1552167092,418107,1327
X,1552167093,418106,905
X,1552167093,418069,603
X,1552167094,418210,498
X,1552167095,418336,793
X,1552167095,418214,877
X,1552167096,418040,1299
X,1552167096,418968,1231
X,1552167097,418866,1180
X,1552167097,418795,980
X,1552167098,418466,698
X,1552167099,418413,710
X,1552167099,418223,813
X,1552167100,418113,829
X,1552167100,418299,862
X,1552167101,418365,782
P,1552167101,5078
X,1552167101,418151,966
X,1552167102,418220,802
X,1552167103,418216,621
X,1552167103,418097,1242
X,1552167104,418055,843
X,1552167104,418185,819
X,1552167105,418154,670
A,1552167105,418275,740
T,1552167105,2827
U,1552167105,46975
X,1552167107,418307,853
X,1552167107,417679,1447
X,1552167108,417853,2841
X,1552167108,417450,1491
X,1552167109,418087,907
X,1552167110,418280,998
X,1552167110,418343,689
X,1552167111,418177,737
X,1552167111,418253,511
X,1552167112,418335,958
X,1552167112,418324,885
X,1552167113,418596,1199
X,1552167114,419171,969
X,1552167114,417916,1677
X,1552167115,417771,1013
X,1552167115,417886,883
X,1552167115,418045,1603
X,1552167115,417163,1012
X,1552167116,417361,1394
X,1552167117,417324,592
X,1552167117,417368,1058
X,1552167118,417235,779
X,1552167118,417718,1300
X,1552167119,418035,765
X,1552167119,418085,967
X,1552167120,418097,1109
X,1552167121,417860,905
X,1552167121,417157,13111
X,1552167122,417731,1010
X,1552167122,417714,1112
X,1552167123,417860,1010
X,1552167123,418178,1278
X,1552167124,418337,647
X,1552167125,418272,851
X,1552167125,418279,1147
X,1552167126,418218,850
X,1552167126,417977,764
X,1552167127,418007,918
A,1552167127,418125,1936
T,1552167127,2827
U,1552167127,46975
X,1552167129,416272,2717
X,1552167129,417307,1436
X,1552167130,417999,862
P,1552167130,5080
X,1552167130,418134,588
X,1552167131,418159,771
X,1552167132,418247,8401
X,1552167132,418424,1288
X,1552167133,418405,1108
X,1552167133,418272,1087
X,1552167134,418207,798
X,1552167134,418015,838
X,1552167135,418032,1113
X,1552167136,417995,1242
X,1552167136,418062,1055
X,1552167137,418091,867
X,1552167137,417824,774
X,1552167138,417860,932
X,1552167138,417525,1801
X,1552167139,414288,5553
X,1552167140,412615,4362
X,1552167140,413879,5025
X,1552167141,414781,1321
X,1552167141,416159,627
X,1552167142,416522,1888
X,1552167142,416619,1730
X,1552167143,417494,1295
X,1552167144,417758,564
