H,1552447912,147519
T,1552447912,2786
U,1552447912,64657
X,1552447913,380808,1550
X,1552447914,380800,994
X,1552447915,379990,2080
X,1552447915,380138,1263
X,1552447916,380655,1304
X,1552447916,381260,723
X,1552447917,381187,660
X,1552447917,381147,839
X,1552447918,381388,767
X,1552447919,381491,875
X,1552447919,381729,615
X,1552447920,381678,1027
X,1552447920,381503,792
X,1552447921,382249,1142
X,1552447921,382591,877
X,1552447922,382607,762
X,1552447923,382262,1834
X,1552447923,381933,1862
X,1552447924,381413,3403
X,1552447924,381040,1325
X,1552447925,381059,983
X,1552447925,380809,1033
X,1552447926,380748,890
X,1552447927,380264,1579
X,1552447927,380445,836
X,1552447928,380568,2199
X,1552447928,380174,5160
X,1552447929,380993,614
X,1552447929,380737,524
X,1552447930,381120,604
X,1552447931,380914,1071
X,1552447931,381235,742
X,1552447932,381249,563
X,1552447932,381047,575
X,1552447933,381367,765
A,1552447933,381285,2162
T,1552447933,2786
U,1552447933,64657
X,1552447935,380141,477
P,1552447935,5063
X,1552447935,380493,787
X,1552447936,380238,1119
X,1552447936,379857,982
X,1552447937,380468,563
X,1552447938,380555,332
X,1552447938,379855,735
X,1552447939,379865,753
X,1552447939,379947,644
X,1552447940,380634,1020
X,1552447940,380863,525
X,1552447941,380585,422
X,1552447942,380351,966
X,1552447942,380160,662
X,1552447943,380282,799
X,1552447943,380693,538
X,1552447943,380664,379
X,1552447943,380769,523
X,1552447944,381020,807
X,1552447945,380576,591
X,1552447945,380780,563
X,1552447946,380806,593
A,1552447946,380436,1165
T,1552447946,2786
U,1552447946,64657
X,1552447948,380476,616
X,1552447948,380340,487
X,1552447949,380274,609
X,1552447949,380504,601
X,1552447950,380868,480
X,1552447951,380650,979
X,1552447951,380221,730
X,1552447952,379783,977
X,1552447952,380281,648
X,1552447953,379514,1208
X,1552447953,379479,1282
X,1552447954,379806,1019
X,1552447955,380631,648
X,1552447955,380821,261
X,1552447956,380849,536
X,1552447956,380727,467
X,1552447957,380543,562
X,1552447957,380129,794
X,1552447958,379913,1433
X,1552447958,380173,778
X,1552447959,379923,1026
X,1552447960,380545,1139
X,1552447960,380447,971
X,1552447961,380896,713
X,1552447961,381027,587
X,1552447962,381021,496
A,1552447962,380533,1244
T,1552447962,2786
U,1552447962,64657
X,1552447964,380907,572
P,1552447964,5063
X,1552447964,380912,442
X,1552447965,380839,688
X,1552447966,380844,426
X,1552447966,380876,765
X,1552447967,380910,820
X,1552447967,380815,452
X,1552447968,380810,573
X,1552447968,380760,695
X,1552447969,380562,653
X,1552447970,380097,759
X,1552447970,380038,915
X,1552447971,380539,846
X,1552447971,380617,943
X,1552447972,380890,735
X,1552447972,381275,1049
X,1552447973,381616,362
X,1552447974,381423,422
X,1552447974,381176,813
X,1552447975,381282,495
X,1552447975,381067,591
A,1552447975,380849,1578
T,1552447975,2786
U,1552447976,64657
X,1552447977,380496,842
X,1552447978,380043,869
X,1552447978,377728,2770
X,1552447979,377475,3226
X,1552447979,380299,2338
X,1552447980,380170,934
X,1552447981,380090,1311
X,1552447981,378518,4627
X,1552447982,370418,15950
X,1552447982,374918,6098
X,1552447983,376924,4247
X,1552447983,377954,1819
X,1552447984,378707,1538
X,1552447984,380120,1337
X,1552447984,381065,713
X,1552447985,380803,812
X,1552447985,381150,922
X,1552447986,381371,817
X,1552447986,381608,903
X,1552447987,381450,771
X,1552447988,381473,917
X,1552447988,381519,1003
X,1552447989,381492,1011
X,1552447989,380472,1152
X,1552447990,379412,1378
X,1552447990,378974,1548
X,1552447991,378273,2060
X,1552447992,374541,3590
X,1552447992,376834,3305
X,1552447993,378253,1714
X,1552447993,378187,1946
P,1552447993,5065
X,1552447994,376639,2594
X,1552447994,377163,1239
X,1552447995,377569,3014
X,1552447996,378597,2237
X,1552447996,379288,1303
X,1552447997,376799,2473
X,1552447997,375999,1869
X,1552447998,377784,2331
X,1552447998,379303,2305
X,1552447999,377326,3343
X,1552448000,377197,4308
X,1552448000,380402,865
X,1552448001,380374,2296
X,1552448001,379904,2208
X,1552448002,380681,887
X,1552448002,380775,302
X,1552448003,381042,471
X,1552448003,380765,881
X,1552448004,380545,692
X,1552448005,380538,1154
X,1552448005,379777,1002
X,1552448006,380152,2427
