13591827,420676,4252
X,1563591828,419804,4512
X,1563591828,421328,20825
X,1563591829,417666,11536
P,1563591829,5076
X,1563591829,423621,10633
X,1563591830,421664,19984
X,1563591830,424334,26272
X,1563591831,420351,57435
X,1563591832,417395,45693
X,1563591832,420261,7284
X,1563591833,420506,11301
X,1563591833,419369,5492
X,1563591834,419821,24442
X,1563591834,421516,10650
X,1563591835,420529,6672
X,1563591836,417784,46423
X,1563591836,417793,17837
X,1563591837,415728,23375
X,1563591837,421574,25689
X,1563591838,410643,62674
X,1563591838,358777,33274
X,1563591839,146770,6177
X,1563591840,145926,312
X,1563591840,145911,306
X,1563591841,145733,157
X,1563591841,145639,245
X,1563591842,145553,92
X,1563591842,145438,223
X,1563591843,145298,111
X,1563591844,145204,167
X,1563591844,145127,124
X,1563591845,145080,144
O,1563591845,145039,63
O,1563591846,144991,95
O,1563591846,144948,86
O,1563591847,144903,98
O,1563591848,144886,53
O,1563591848,144871,82
O,1563591849,144836,146
O,1563591849,144820,71
O,1563591850,144790,109
O,1563591850,144757,115
O,1563591851,144750,86
O,1563591851,144738,112
O,1563591852,144733,103
O,1563591853,144697,157
O,1563591853,144661,122
O,1563591854,144664,77
O,1563591854,144648,98
O,1563591855,144661,51
O,1563591855,144616,87
O,1563591856,144611,75
O,1563591857,144601,116
O,1563591857,144496,603
O,1563591858,148547,21267
O,1563591858,146674,2698
O,1563591859,145726,832
P,1563591859,5075
O,1563591859,145368,693
O,1563591860,145227,410
O,1563591861,145173,183
O,1563591861,145129,240
