,1557183797,5214
X,1557183797,375939,9635
X,1557183797,375824,2453
X,1557183798,376225,2179
X,1557183799,376559,1456
X,1557183799,376474,4858
X,1557183800,376583,2253
X,1557183800,376531,1055
X,1557183801,376674,780
X,1557183801,376779,8621
X,1557183802,376750,986
X,1557183803,376892,744
X,1557183803,376978,687
X,1557183804,376715,643
X,1557183804,376861,646
X,1557183805,376805,607
X,1557183805,376790,633
X,1557183806,376774,542
X,1557183807,376662,951
X,1557183807,376685,844
X,1557183808,376752,593
X,1557183808,376820,519
X,1557183809,376864,299
X,1557183809,376952,908
X,1557183810,376886,652
X,1557183810,376934,688
X,1557183810,376974,1020
X,1557183811,377058,674
X,1557183811,376896,619
A,1557183811,376814,521
T,1557183812,2783
R,1557183812,5C00DDFC91
X,1557183813,377168,596
X,1557183814,377099,892
X,1557183815,377069,690
X,1557183815,376936,930
X,1557183816,376973,670
X,1557183816,377006,601
X,1557183817,377213,676
X,1557183817,377138,675
X,1557183818,377100,609
X,1557183819,377016,1947
X,1557183819,376977,2228
X,1557183820,376550,4087
X,1557183820,376626,10176
X,1557183821,377038,6735
X,1557183821,377196,13096
X,1557183822,377234,5715
X,1557183822,376956,9614
X,1557183823,376920,1242
X,1557183824,377014,7583
X,1557183824,376721,6065
X,1557183825,376608,2065
X,1557183825,376505,677
X,1557183826,377198,6071
P,1557183826,5227
X,1557183826,377362,3609
X,1557183827,377371,2316
X,1557183828,376825,4894
X,1557183828,376488,11777
X,1557183829,375826,3587
X,1557183829,376386,1250
X,1557183830,376782,1258
X,1557183830,377021,531
X,1557183831,376990,1266
X,1557183832,376987,475
X,1557183832,377018,836
X,1557183833,377068,581
X,1557183833,377201,629
X,1557183834,377132,850
X,1557183834,377260,795
X,1557183835,376918,918
X,1557183836,376144,675
X,1557183836,376317,1154
X,1557183837,376694,975
A,1557183837,376982,1116
T,1557183837,2783
R,1557183837,5C00DDFC91
X,1557183839,376543,768
X,1557183839,376891,788
X,1557183840,376805,933
X,1557183840,377016,755
X,1557183841,377231,621
X,1557183842,377241,1027
X,1557183842,377213,585
X,1557183843,377025,927
X,1557183843,377258,803
X,1557183844,377210,511
X,1557183844,377295,926
X,1557183845,377111,719
X,1557183845,377308,586
X,1557183846,377175,793
X,1557183847,377258,894
X,1557183847,377170,655
X,1557183848,377231,1160
X,1557183848,377289,854
X,1557183849,377326,935
X,1557183849,377488,1255
X,1557183850,377355,697
X,1557183851,377322,599
X,1557183851,377095,1016
X,1557183851,377158,888
A,1557183851,377147,812
T,1557183851,2783
R,1557183851,5C00DDFC91
X,1557183853,377199,696
X,1557183853,377040,546
X,1557183854,376951,715
X,1557183854,377069,416
X,1557183855,377136,1032
P,1557183855,5230
X,1557183856,376913,979
X,1557183856,377037,635
X,1557183857,377308,407
X,1557183857,377425,418
X,1557183858,377495,611
X,1557183858,377475,627
X,1557183859,377567,1088
X,1557183860,377554,697
X,1557183860,377520,675
X,1557183861,377674,2494
X,1557183861,377408,2614
