488936,4785
P,1554488965,4785
P,1554488994,4781
P,1554489024,4786
P,1554489053,4783
P,1554489082,4781
P,1554489112,4785
P,1554489141,4785
P,1554489170,4786
P,1554489199,4786
P,1554489230,4786
P,1554489259,4786
P,1554489288,4788
P,1554489318,4786
P,1554489347,4786
P,1554489376,4784
P,1554489405,4785
P,1554489435,4786
D,1554489460,224000
D,1554489462,242176
D,1554489464,241664
P,1554489464,4641
D,1554489466,242944
D,1554489469,245504
P,1554489493,4784
P,1554489524,4785
P,1554489553,4784
P,1554489582,4784
P,1554489611,4785
P,1554489641,4786
D,1554489668,238080
R,1554489668,5C00DDFC91
R,1554489668,5C00DDFC91
X,1554489670,353687,7330
P,1554489670,4774
X,1554489671,353883,19612
X,1554489671,355261,6596
X,1554489672,356650,7881
X,1554489672,354990,21949
X,1554489673,356331,2526
X,1554489673,356283,1829
X,1554489674,356419,2451
X,1554489675,356656,1948
X,1554489675,357116,1144
X,1554489676,356994,4335
X,1554489676,357602,2982
X,1554489677,356916,4365
X,1554489677,357070,1440
X,1554489678,356962,793
X,1554489679,357122,719
X,1554489679,357245,584
X,1554489680,357325,622
X,1554489680,357214,726
X,1554489681,356938,414
X,1554489681,356870,1047
X,1554489682,356846,1085
X,1554489683,356988,779
X,1554489683,357059,358
X,1554489684,357002,913
X,1554489684,356943,484
X,1554489685,357055,806
X,1554489685,356925,861
X,1554489686,356833,722
X,1554489687,356911,751
X,1554489687,356978,645
X,1554489688,356844,514
X,1554489688,356948,725
X,1554489689,356761,3244
X,1554489689,356819,1626
X,1554489690,356894,556
X,1554489690,356775,733
X,1554489690,356780,1075
X,1554489691,357088,3938
X,1554489691,356865,379
A,1554489691,356991,550
T,1554489692,2785
R,1554489692,5C00DDFC91
R,1554489692,5C00DDFC91
R,1554489692,5C00DDFC91
X,1554489693,356732,838
X,1554489694,356759,615
X,1554489694,356500,4456
X,1554489695,356725,657
X,1554489696,356648,988
X,1554489696,356669,706
X,1554489697,356515,649
X,1554489697,356657,776
X,1554489698,356717,635
X,1554489698,356903,408
X,1554489699,356913,711
P,1554489699,4773
X,1554489700,356962,640
X,1554489700,356985,447
X,1554489701,356772,727
X,1554489701,357007,5167
X,1554489702,357059,1197
X,1554489702,357052,403
X,1554489703,357066,587
X,1554489704,356799,581
X,1554489704,356874,705
X,1554489705,356806,685
X,1554489705,356756,1218
X,1554489706,356871,570
X,1554489706,356739,4744
X,1554489707,356677,3053
X,1554489708,357004,1450
X,1554489708,356841,1709
X,1554489709,356725,1264
X,1554489709,356388,2844
X,1554489710,357163,1505
X,1554489710,356957,887
A,1554489710,356819,551
T,1554489711,2785
R,1554489711,5C00DDFC91
X,1554489712,356053,11693
X,1554489713,355467,14357
X,1554489714,354911,21848
X,1554489714,354808,32843
X,1554489715,357541,38942
X,1554489715,356599,31748
X,1554489716,356843,7405
X,1554489716,356165,6310
X,1554489717,357422,2043
X,1554489717,356842,1641
X,1554489718,356839,6227
X,1554489719,356998,2278
X,1554489719,356993,1382
X,1554489720,356481,3843
X,1554489720,357860,29579
X,1554489721,354743,6534
X,1554489721,351003,5291
X,1554489722,354409,47280
X,1554489723,353527,24529
X,1554489723,358711,15496
X,1554489724,357598,5520
X,1554489724,356711,1910
X,1554489725,356826,1403
X,1554489725,356998,819
X,1554489726,357060,1376
X,1554489727,356874,1245
X,1554489727,357105,4629
X,1554489728,356567,913
X,1554489728,356710,617
X,1554489729,356901,3795
P,1554489729,4774
X,1554489729,356918,987
X,1554489730,357137,701
X,1554489731,356874,637
X,1554489731,356769,13934
X,1554489732,356774,1106
X,1554489732,356615,4676
