H,1552075243,147519
T,1552075243,2808
X,1552075245,422181,732
X,1552075246,422183,497
X,1552075246,422169,417
X,1552075247,422164,748
X,1552075247,422216,697
X,1552075248,422283,740
X,1552075248,422168,477
X,1552075249,422158,741
X,1552075250,422079,585
X,1552075250,422136,814
X,1552075251,422179,978
X,1552075251,422228,698
X,1552075252,422166,584
X,1552075252,422075,442
X,1552075253,422041,776
X,1552075254,422112,866
X,1552075254,422275,773
X,1552075254,422150,675
X,1552075254,422097,506
X,1552075255,422053,568
A,1552075255,422155,242
T,1552075255,2808
X,1552075257,422184,944
X,1552075257,422057,723
X,1552075258,422043,516
X,1552075258,421961,836
X,1552075259,422075,697
X,1552075260,422214,835
X,1552075260,422160,911
X,1552075261,422025,627
X,1552075261,422083,742
X,1552075262,422015,718
P,1552075262,5097
X,1552075262,422129,677
X,1552075263,422274,746
X,1552075264,422111,744
X,1552075264,422069,541
X,1552075265,422022,624
X,1552075265,422072,883
X,1552075266,422149,603
X,1552075266,422222,530
X,1552075267,422073,500
X,1552075268,422059,605
A,1552075268,422099,313
T,1552075268,2808
X,1552075270,422156,1087
X,1552075270,422057,688
X,1552075271,422002,723
X,1552075271,421970,626
X,1552075272,421891,624
X,1552075272,421864,772
X,1552075273,421964,582
X,1552075274,422064,796
X,1552075274,421985,684
X,1552075275,421930,638
X,1552075275,421871,683
X,1552075276,421883,777
X,1552075276,421953,675
X,1552075277,422083,358
X,1552075278,421969,513
X,1552075278,422018,932
X,1552075279,421992,671
X,1552075279,421940,508
X,1552075280,422025,539
X,1552075280,422187,792
X,1552075281,422053,812
A,1552075281,421985,323
T,1552075281,2808
X,1552075283,421994,840
X,1552075283,422081,742
X,1552075284,422169,887
X,1552075285,422061,567
X,1552075285,421960,457
X,1552075286,421914,414
X,1552075286,421958,505
X,1552075287,422068,757
X,1552075287,422163,873
X,1552075288,422101,460
X,1552075289,422052,449
X,1552075289,422003,495
X,1552075290,421958,462
X,1552075290,422045,864
X,1552075291,422146,829
X,1552075291,422046,350
X,1552075292,421999,319
P,1552075292,5097
X,1552075292,421947,497
X,1552075293,421934,561
X,1552075294,421928,779
A,1552075294,422026,255
T,1552075294,2808
X,1552075295,421928,652
X,1552075295,421880,779
X,1552075296,421855,777
X,1552075296,421898,663
X,1552075297,421983,923
X,1552075297,421875,916
X,1552075298,421801,385
X,1552075299,421751,493
X,1552075299,421772,354
X,1552075300,421814,888
X,1552075300,421959,834
X,1552075301,421865,506
X,1552075301,421846,712
X,1552075302,421793,758
X,1552075303,421721,648
X,1552075303,421826,675
X,1552075304,422002,760
X,1552075304,422041,1113
X,1552075305,421993,344
X,1552075305,421986,522
X,1552075306,421976,646
A,1552075306,421876,281
T,1552075306,2808
X,1552075308,422118,487
X,1552075308,422079,307
X,1552075309,422024,417
X,1552075310,422069,916
X,1552075310,422220,1101
X,1552075311,422054,540
X,1552075311,421936,577
X,1552075312,421855,634
X,1552075312,421825,528
X,1552075313,421890,995
X,1552075314,422010,906
X,1552075314,422087,1198
X,1552075315,421960,861
X,1552075315,421945,907
X,1552075316,421869,704
X,1552075316,421918,616
X,1552075317,421978,739
X,1552075318,421912,959
X,1552075318,421854,825
X,1552075319,421720,408
X,1552075319,421738,904
X,1552075320,421800,691
A,1552075320,421927,398
T,1552075320,2808
P,1552075321,5096
X,1552075322,421883,465
X,1552075322,421793,621
X,1552075323,421833,773
X,1552075324,421904,662
X,1552075324,422005,974
X,1552075325,421905,615
X,1552075325,421929,554
X,1552075326,421867,470
X,1552075326,421900,912
X,1552075327,421976,789
X,1552075327,422039,763
X,1552075328,421921,615
X,1552075329,421907,556
X,1552075329,421909,475
X,1552075330,421941,697
X,1552075330,422005,918
X,1552075331,421987,1203
X,1552075331,421938,604
X,1552075332,421725,608
X,1552075333,421746,669
X,1552075333,421808,520
A,1552075333,421896,314
T,1552075333,2807
X,1552075335,422003,965
X,1552075336,421923,909
X,1552075336,421945,231
X,1552075336,421900,873
X,1552075336,422010,677
X,1552075337,422116,824
X,1552075338,422051,587
X,1552075338,422048,614
X,1552075339,421981,914
X,1552075339,422091,1264
