8P,1559266068,5256
P,1559266097,5257
P,1559266127,5257
P,1559266156,5256
P,1559266185,5256
P,1559266215,5257
P,1559266244,5258
P,1559266274,5258
P,1559266303,5257
P,1559266333,5256
P,1559266362,5259
P,1559266391,5260
P,1559266421,5259
P,1559266450,5261
P,1559266479,5257
P,1559266508,5256
P,1559266538,5255
P,1559266568,5259
P,1559266597,5258
P,1559266627,5258
P,1559266656,5258
P,1559266685,5258
P,1559266714,5257
P,1559266744,5260
P,1559266773,5260
P,1559266802,5257
P,1559266832,5259
P,1559266862,5259
P,1559266891,5259
D,1559266912,213504
R,1559266912,5C00DDFC91
R,1559266912,5C00DDFC91
R,1559266912,5C00DDFC91
X,1559266914,368757,12179
X,1559266914,368834,26373
X,1559266915,367566,34849
X,1559266916,367324,40871
X,1559266916,368794,16628
X,1559266916,368521,3109
X,1559266916,368409,4041
X,1559266917,368441,1584
X,1559266917,368755,1257
X,1559266918,369066,1306
X,1559266919,369065,1031
X,1559266919,368956,1047
X,1559266920,369078,1113
P,1559266920,5249
X,1559266920,369195,1000
X,1559266921,369302,681
X,1559266921,368908,19148
X,1559266922,368901,1553
X,1559266923,369218,1487
X,1559266923,369344,1202
X,1559266924,369233,666
X,1559266924,369293,790
X,1559266925,369364,1125
X,1559266925,369517,504
X,1559266926,369460,694
X,1559266927,369423,769
X,1559266927,369445,864
X,1559266928,369247,3599
X,1559266928,369366,21954
X,1559266929,369294,380
X,1559266929,369276,863
X,1559266930,369344,1202
X,1559266931,369163,8488
X,1559266931,368908,4821
X,1559266932,368700,2092
X,1559266932,368431,1995
X,1559266933,368535,1856
X,1559266933,368566,798
X,1559266934,368787,949
X,1559266935,368836,851
X,1559266935,368851,540
X,1559266936,368913,691
X,1559266936,369121,576
X,1559266937,369125,1290
X,1559266937,369102,604
X,1559266938,369113,666
X,1559266938,369315,900
X,1559266939,369352,685
A,1559266939,369169,951
T,1559266939,2854
R,1559266940,5C00DDFC91
R,1559266940,5C00DDFC91
R,1559266940,5C00DDFC91
X,1559266941,369733,676
X,1559266942,369785,934
X,1559266942,369829,570
X,1559266943,369912,852
X,1559266943,369963,818
X,1559266944,369933,838
X,1559266945,369868,736
X,1559266945,369967,796
X,1559266946,370086,1234
X,1559266946,370078,659
X,1559266947,370055,548
X,1559266947,370135,476
X,1559266948,370245,629
