H,1552092683,147519
T,1552092683,2806
X,1552092685,404487,628
X,1552092685,404788,551
X,1552092685,404260,868
X,1552092686,403884,856
X,1552092686,403986,687
X,1552092687,404281,894
X,1552092687,404515,655
X,1552092688,405720,3169
X,1552092689,405297,3360
X,1552092689,404982,5488
X,1552092690,405722,12734
X,1552092690,405455,5827
X,1552092691,405414,8266
X,1552092691,405228,5020
X,1552092692,405210,9900
P,1552092692,5058
X,1552092692,404740,6840
X,1552092693,404754,9221
X,1552092694,405020,7884
X,1552092694,404706,8193
X,1552092695,405099,5983
X,1552092695,405042,10730
X,1552092696,405226,9665
X,1552092696,404854,7882
X,1552092697,405409,6007
X,1552092698,405125,5469
X,1552092698,405061,7660
X,1552092699,405218,7808
X,1552092699,404636,4583
X,1552092700,405080,3355
X,1552092700,405315,7272
X,1552092701,405652,6061
X,1552092702,405378,12628
X,1552092702,405736,2262
X,1552092703,405912,1084
X,1552092703,405714,827
X,1552092704,405623,887
X,1552092704,405628,1786
X,1552092705,405636,1428
X,1552092706,406103,991
X,1552092706,406498,397
X,1552092707,406698,653
X,1552092707,406581,2131
X,1552092708,406502,1769
X,1552092708,406273,1063
X,1552092709,405840,535
X,1552092710,405924,1120
X,1552092710,405869,606
X,1552092711,405695,812
X,1552092711,405524,1108
X,1552092712,405311,617
X,1552092712,405165,1138
X,1552092713,404673,3128
X,1552092714,405073,621
X,1552092714,404979,1216
X,1552092715,404807,456
X,1552092715,404789,640
X,1552092716,404736,576
A,1552092716,405147,2814
T,1552092716,2806
X,1552092718,404649,1098
X,1552092718,405088,437
X,1552092719,405121,605
X,1552092719,405162,494
X,1552092720,405099,466
X,1552092721,404886,454
X,1552092721,404721,864
X,1552092722,404594,588
X,1552092722,404645,1680
P,1552092722,5086
X,1552092723,405145,468
X,1552092723,405415,532
X,1552092724,405173,417
X,1552092725,405030,672
X,1552092725,404657,1053
X,1552092726,405451,1000
X,1552092726,405654,794
X,1552092726,405547,551
X,1552092726,405123,237
X,1552092727,405213,397
X,1552092728,405012,613
X,1552092728,404954,675
X,1552092729,405013,577
X,1552092729,405069,516
A,1552092729,405123,1060
T,1552092729,2806
X,1552092731,403717,761
X,1552092732,403603,672
X,1552092732,404395,879
X,1552092733,403692,2077
X,1552092734,403147,1301
X,1552092734,404340,1002
X,1552092735,404330,613
X,1552092735,403359,1071
X,1552092736,404823,1081
X,1552092736,404400,1116
X,1552092737,404545,2331
X,1552092737,405259,765
X,1552092738,405238,496
X,1552092739,404859,549
X,1552092739,404360,1362
X,1552092740,403737,882
X,1552092740,404040,1043
X,1552092741,404459,1087
X,1552092741,404399,569
X,1552092742,404519,848
X,1552092743,405168,983
X,1552092743,405354,628
X,1552092744,405023,1000
X,1552092744,404468,501
X,1552092745,404839,879
X,1552092745,404442,683
X,1552092746,404736,552
X,1552092747,405087,1049
X,1552092747,405359,378
X,1552092748,405433,1051
X,1552092748,405484,660
X,1552092749,405331,635
A,1552092749,404713,1881
T,1552092749,2806
X,1552092751,405486,511
X,1552092751,405594,459
P,1552092752,5084
X,1552092752,405612,547
X,1552092753,405454,486
X,1552092753,405402,318
X,1552092754,405363,608
X,1552092754,405207,860
X,1552092755,405163,534
X,1552092755,405060,808
X,1552092756,405044,580
X,1552092757,405014,585
X,1552092757,405021,871
X,1552092758,405004,637
X,1552092758,405014,989
X,1552092759,404809,832
X,1552092759,405100,790
X,1552092760,404822,592
X,1552092760,405030,413
X,1552092761,405155,379
X,1552092762,405388,522
A,1552092762,405187,803
T,1552092762,2806
X,1552092764,405476,599
X,1552092764,405371,377
X,1552092765,405607,605
X,1552092765,405491,658
X,1552092766,405318,1053
X,1552092766,405540,996
X,1552092767,405527,722
X,1552092767,405485,822
X,1552092767,405691,549
X,1552092768,405592,405
X,1552092768,405663,423
X,1552092769,405610,393
X,1552092769,405705,911
X,1552092770,405691,798
X,1552092771,405622,641
X,1552092771,405572,911
X,1552092772,405392,637
X,1552092772,405215,467
X,1552092773,405270,658
X,1552092773,405264,726
X,1552092774,405162,850
A,1552092774,405497,543
T,1552092774,2806
X,1552092776,405753,617
X,1552092776,405696,401
X,1552092777,405615,720
X,1552092778,405435,629
X,1552092778,404848,718
X,1552092779,405105,620
