51889,5126
P,1562361918,5125
P,1562361948,5127
P,1562361977,5128
P,1562362006,5126
P,1562362035,5127
P,1562362065,5125
D,1562362077,239616
D,1562362079,248832
D,1562362081,249344
D,1562362083,248832
D,1562362085,249088
D,1562362088,249600
D,1562362090,257280
D,1562362092,249088
D,1562362094,255744
P,1562362094,5122
D,1562362096,249600
D,1562362099,249600
D,1562362101,249856
D,1562362103,250368
D,1562362105,250624
D,1562362107,248576
R,1562362107,5C00DDFC91
R,1562362108,5C00DDFC91
R,1562362108,5C00DDFC91
X,1562362109,371869,37039
X,1562362110,364190,42802
X,1562362110,377901,5544
X,1562362111,145051,1915
X,1562362111,144743,153
X,1562362112,144462,349
X,1562362112,144344,277
X,1562362112,144198,206
X,1562362113,144119,121
X,1562362113,144123,197
X,1562362114,144113,224
X,1562362114,144087,210
X,1562362115,144060,206
X,1562362116,144035,214
O,1562362116,143926,177
O,1562362117,143938,168
O,1562362117,143815,280
O,1562362118,143779,107
O,1562362118,143729,114
O,1562362119,143697,256
O,1562362120,143642,150
O,1562362120,143586,191
O,1562362121,143387,343
O,1562362121,143430,192
O,1562362122,143456,244
O,1562362122,143447,130
O,1562362123,143436,136
P,1562362123,5117
O,1562362124,143458,99
O,1562362124,143440,135
O,1562362125,143449,191
O,1562362125,143402,159
O,1562362126,143342,193
O,1562362126,143369,153
O,1562362127,143346,129
O,1562362128,143378,177
O,1562362128,143404,94
O,1562362129,143383,94
O,1562362129,143335,141
O,1562362130,143332,134
O,1562362130,143295,70
O,1562362131,143288,101
O,1562362132,143358,149
O,1562362132,143378,74
O,1562362133,143340,99
O,1562362133,143371,142
O,1562362134,143361,213
O,1562362134,143384,116
O,1562362135,143368,138
