742534,260352
D,1556742536,260864
P,1556742537,5310
D,1556742538,260352
D,1556742540,261376
D,1556742542,260352
D,1556742545,260608
D,1556742547,260864
D,1556742549,261376
D,1556742551,260096
D,1556742553,260096
D,1556742556,261376
D,1556742558,261120
D,1556742560,261376
D,1556742562,261376
D,1556742564,261632
D,1556742567,260864
P,1556742567,5308
D,1556742568,261376
D,1556742570,259072
D,1556742572,265216
D,1556742574,259840
D,1556742577,262400
D,1556742579,263168
D,1556742581,261632
D,1556742583,261888
D,1556742585,260864
D,1556742588,261120
D,1556742590,261888
R,1556742590,5C00DDFC91
R,1556742590,5C00DDFC91
R,1556742590,5C00DDFC91
X,1556742592,382092,28570
X,1556742592,384125,24630
X,1556742593,384075,12062
X,1556742593,383672,2173
X,1556742594,383831,2975
X,1556742594,383876,1578
X,1556742595,383662,1070
X,1556742596,383781,1091
X,1556742596,383715,2261
P,1556742597,5299
X,1556742597,383970,695
X,1556742597,384041,978
X,1556742598,384026,880
X,1556742598,384003,1358
X,1556742599,383915,1348
X,1556742600,383868,743
X,1556742600,383903,1084
X,1556742601,383549,1750
X,1556742601,383767,633
X,1556742602,383649,817
X,1556742602,383580,697
X,1556742603,383657,866
X,1556742604,383597,1051
X,1556742604,383880,866
X,1556742605,383851,817
X,1556742605,383563,3268
X,1556742606,383790,2573
X,1556742606,383683,2037
X,1556742607,383830,919
X,1556742608,383734,2308
X,1556742608,383603,972
X,1556742608,383683,747
X,1556742608,383725,1490
X,1556742609,383772,1219
X,1556742609,383708,742
X,1556742610,383702,605
X,1556742611,383798,646
X,1556742611,383837,2264
X,1556742612,383733,1091
X,1556742612,383720,600
X,1556742613,383667,737
X,1556742613,383580,594
X,1556742614,383615,1212
X,1556742615,383644,792
A,1556742615,383761,461
T,1556742615,2868
R,1556742615,5C00DDFC91
R,1556742615,5C00DDFC91
R,1556742615,5C00DDFC91
X,1556742617,383790,8332
X,1556742617,383885,1302
X,1556742618,383865,1229
X,1556742618,382320,10285
X,1556742619,383760,8112
X,1556742619,383023,4129
X,1556742620,382905,3468
X,1556742621,383352,2187
X,1556742621,383722,1614
X,1556742622,384015,679
X,1556742622,383742,1520
X,1556742623,383621,633
X,1556742623,383786,4111
X,1556742624,382947,4265
X,1556742625,383306,1827
X,1556742625,383604,2029
X,1556742626,383611,752
P,1556742626,5298
X,1556742626,383588,685
X,1556742627,383465,473
X,1556742627,383354,776
X,1556742628,383757,1867
X,1556742629,383095,1764
X,1556742629,383917,1967
X,1556742630,383714,916
X,1556742630,384002,1000
X,1556742631,383877,655
X,1556742631,383885,533
X,1556742632,383889,639
X,1556742633,383766,1141
X,1556742633,383798,424
X,1556742634,383664,12424
X,1556742634,382934,4136
X,1556742635,383900,2173
X,1556742635,383691,1382
X,1556742636,384038,1080
X,1556742637,383866,2179
X,1556742637,383724,2329
X,1556742638,383679,2070
X,1556742638,383854,1297
X,1556742639,383676,1827
X,1556742639,383887,1208
X,1556742640,383953,610
X,1556742641,383879,712
X,1556742641,384008,678
X,1556742642,383775,4499
X,1556742642,384203,853
X,1556742643,384027,821
X,1556742643,383721,2594
X,1556742644,383166,7164
X,1556742644,384316,5600
X,1556742645,383546,3196
X,1556742646,383828,1298
X,1556742646,383515,4398
X,1556742647,383981,2151
X,1556742647,383981,1243
X,1556742648,383516,7734
X,1556742648,384393,62637
X,1556742649,382408,45103
X,1556742649,385771,46580
