,357068,10118
X,1559159214,355651,14565
X,1559159215,357767,17744
X,1559159215,356442,24050
X,1559159216,358691,21629
X,1559159216,357011,22069
X,1559159217,357556,7519
X,1559159217,357973,1962
X,1559159218,359102,966
X,1559159218,358687,8875
X,1559159219,357536,10295
X,1559159220,358635,12776
X,1559159220,357040,22659
X,1559159221,358656,21442
X,1559159221,358275,30673
X,1559159222,354714,20910
X,1559159222,356426,30993
X,1559159223,356429,25525
X,1559159224,356096,43105
X,1559159224,356262,9881
X,1559159224,356787,7254
X,1559159224,356051,23857
X,1559159225,356588,9570
X,1559159225,356696,7543
X,1559159226,356826,18049
X,1559159227,356023,11899
X,1559159227,355920,7112
X,1559159228,356150,5745
X,1559159228,355137,8940
X,1559159229,355638,8632
X,1559159229,355797,6339
X,1559159230,355827,4496
X,1559159231,355890,1482
X,1559159231,355951,5437
X,1559159232,355221,14915
X,1559159232,356480,12792
X,1559159233,355144,7915
X,1559159233,355715,14836
X,1559159234,356051,13204
X,1559159235,355646,4754
X,1559159235,355459,3982
X,1559159236,356407,23904
X,1559159236,355743,10440
X,1559159237,353825,15009
X,1559159237,353744,9456
X,1559159238,353050,13820
P,1559159238,5274
X,1559159239,352594,23820
X,1559159239,353743,29408
X,1559159240,348229,24003
X,1559159240,355537,26154
X,1559159241,354307,48651
X,1559159241,353956,22839
X,1559159242,356158,10678
X,1559159243,355985,2317
X,1559159243,355824,5472
X,1559159244,354639,6670
X,1559159244,354444,2236
X,1559159245,354879,10308
X,1559159245,355073,2851
X,1559159246,353959,5395
X,1559159246,354607,1696
X,1559159247,355357,16702
X,1559159248,355180,1990
X,1559159248,354133,5536
X,1559159249,355152,14865
X,1559159249,356718,31839
X,1559159250,356604,37450
X,1559159250,353946,8024
X,1559159251,357022,9895
X,1559159252,355659,4888
X,1559159252,356100,9293
X,1559159253,355865,11189
X,1559159253,358366,21091
X,1559159254,354494,7713
X,1559159254,356223,1686
X,1559159255,356131,1589
X,1559159256,356129,6173
X,1559159256,358073,12765
X,1559159257,357060,11586
X,1559159257,357157,4180
X,1559159258,356616,2903
X,1559159258,357309,31557
X,1559159259,356187,23591
X,1559159260,353429,8256
X,1559159260,356340,12399
X,1559159261,354860,10501
X,1559159261,354812,13266
X,1559159262,354857,26405
X,1559159262,357555,6361
X,1559159263,357001,27481
X,1559159264,359185,52651
X,1559159264,359327,8395
X,1559159265,357576,2670
X,1559159265,356569,2294
