,1559350652,368990,941
X,1559350653,369074,554
X,1559350653,369059,707
X,1559350654,368956,806
X,1559350655,368861,977
X,1559350655,368948,3404
X,1559350656,369419,25968
X,1559350656,366801,7572
X,1559350657,368009,19514
X,1559350657,369040,7697
X,1559350658,368360,45227
X,1559350659,369598,38991
X,1559350659,368259,40788
X,1559350660,368285,16109
X,1559350660,369038,12801
X,1559350661,369317,12212
X,1559350661,369503,28218
X,1559350662,370094,30419
X,1559350663,370255,22319
X,1559350663,369199,29592
X,1559350664,367477,31194
X,1559350664,368358,17646
X,1559350665,366680,24303
X,1559350665,369805,35342
X,1559350666,368865,4330
X,1559350667,368796,1149
X,1559350667,368793,11723
X,1559350668,368215,2970
X,1559350668,368400,1307
X,1559350669,368863,1094
X,1559350669,368623,1111
X,1559350670,369673,8170
X,1559350671,368489,6111
X,1559350671,368714,1553
X,1559350672,368739,1051
X,1559350672,368754,1007
X,1559350673,368936,963
A,1559350673,368784,951
T,1559350673,2886
R,1559350673,5C00DDFC91
P,1559350674,5215
X,1559350675,368774,726
X,1559350675,368818,895
X,1559350676,368806,926
X,1559350676,368881,861
X,1559350677,368948,767
X,1559350678,369073,814
X,1559350678,369091,638
X,1559350679,369041,932
X,1559350679,368949,836
X,1559350680,369002,917
X,1559350680,369024,783
X,1559350681,369168,976
X,1559350682,369082,557
X,1559350682,369161,832
X,1559350683,369184,962
X,1559350683,369165,995
X,1559350684,369258,1047
X,1559350684,369273,723
X,1559350685,369200,1214
X,1559350686,369306,1016
X,1559350686,369250,890
X,1559350687,369286,1395
X,1559350687,369178,779
X,1559350688,369117,1087
X,1559350688,369223,622
A,1559350688,369054,499
T,1559350689,2886
R,1559350689,5C00DDFC91
X,1559350690,369038,796
X,1559350691,368975,1269
X,1559350691,369014,727
X,1559350692,368842,880
X,1559350693,368824,1242
X,1559350693,368975,749
X,1559350693,368965,1679
X,1559350693,368920,967
X,1559350694,368924,726
X,1559350694,368995,1251
X,1559350695,369141,696
X,1559350696,368948,1592
X,1559350696,368982,1182
X,1559350697,368910,593
X,1559350697,368738,837
X,1559350698,368551,2308
X,1559350698,368649,1121
X,1559350699,368747,1492
X,1559350700,368943,2321
X,1559350700,369050,803
X,1559350701,369066,507
X,1559350701,369106,1428
X,1559350702,369103,1054
X,1559350702,369102,720
X,1559350703,368994,1156
P,1559350704,5235
X,1559350704,368876,832
X,1559350704,369063,1275
X,1559350705,369095,884
X,1559350705,368922,1117
X,1559350706,369036,4477
X,1559350706,368702,646
X,1559350707,368821,791
