770376,207104
D,1551770378,207104
D,1551770380,207616
D,1551770383,207104
D,1551770385,205568
D,1551770387,206848
D,1551770389,208896
D,1551770392,208384
D,1551770394,209664
D,1551770396,206592
D,1551770397,211200
D,1551770399,209152
D,1551770402,209664
P,1551770403,5106
D,1551770404,207616
D,1551770406,206848
D,1551770408,207360
D,1551770410,208128
D,1551770413,208640
D,1551770415,207616
D,1551770417,208128
D,1551770419,207872
D,1551770421,207872
D,1551770424,208384
D,1551770426,207872
D,1551770428,208128
D,1551770430,208128
D,1551770432,208896
P,1551770433,5104
D,1551770435,208128
D,1551770437,206080
D,1551770438,207104
D,1551770440,208128
D,1551770442,208384
D,1551770445,207872
D,1551770447,205824
D,1551770449,208384
D,1551770451,207616
D,1551770453,208384
D,1551770456,207360
D,1551770458,207360
D,1551770460,207616
P,1551770462,5105
D,1551770462,208128
D,1551770464,206336
D,1551770467,206592
D,1551770469,207872
D,1551770471,207616
D,1551770473,207872
D,1551770475,206848
D,1551770478,207616
D,1551770479,206592
D,1551770481,210432
D,1551770483,207872
D,1551770485,207872
D,1551770488,208128
D,1551770490,207360
P,1551770491,5105
D,1551770492,207360
D,1551770494,208128
D,1551770496,207616
D,1551770499,207104
D,1551770501,207872
D,1551770503,208128
D,1551770505,207872
D,1551770507,207616
D,1551770510,207616
D,1551770512,207104
D,1551770514,207872
D,1551770516,207872
D,1551770518,207616
D,1551770520,208128
P,1551770520,5106
D,1551770522,207616
D,1551770524,207360
D,1551770526,208128
D,1551770528,208384
D,1551770531,207616
D,1551770533,207616
D,1551770535,207872
D,1551770537,208128
D,1551770539,208128
D,1551770542,208128
D,1551770544,210944
D,1551770546,208896
D,1551770548,207616
P,1551770550,5107
D,1551770550,207872
D,1551770553,207360
D,1551770555,207616
D,1551770557,208128
D,1551770559,207616
D,1551770561,207872
D,1551770563,207616
D,1551770565,207872
D,1551770567,207104
D,1551770569,207872
D,1551770571,208128
D,1551770574,207360
D,1551770576,207360
D,1551770578,207616
P,1551770580,5106
D,1551770580,207872
D,1551770582,206336
D,1551770585,208896
D,1551770587,207872
D,1551770589,205824
D,1551770591,207104
D,1551770593,208128
D,1551770596,207360
D,1551770598,207872
D,1551770600,207616
D,1551770602,204288
D,1551770604,207872
D,1551770606,207616
D,1551770608,205056
P,1551770609,5107
D,1551770610,207104
D,1551770612,208384
D,1551770615,208896
D,1551770617,208384
D,1551770619,207872
D,1551770621,208384
D,1551770623,207360
D,1551770626,206848
D,1551770628,206336
D,1551770630,207360
D,1551770632,204032
D,1551770634,205312
D,1551770637,205568
D,1551770639,208128
P,1551770639,5107
D,1551770641,208128
D,1551770643,207872
D,1551770644,207360
D,1551770647,207360
D,1551770649,207360
D,1551770651,207616
D,1551770653,208128
D,1551770655,207872
D,1551770658,207360
D,1551770660,207360
D,1551770662,207616
D,1551770664,205824
D,1551770666,203776
P,1551770668,5107
D,1551770669,206848
D,1551770671,207616
D,1551770673,207616
D,1551770675,207872
D,1551770677,208384
D,1551770680,208128
D,1551770682,207104
D,1551770684,207616
D,1551770685,202240
D,1551770687,206080
D,1551770690,207104
D,1551770692,207104
D,1551770694,206592
D,1551770696,207360
P,1551770697,5107
D,1551770698,206336
D,1551770701,207616
D,1551770703,206336
D,1551770705,208128
D,1551770707,207360
D,1551770709,208128
D,1551770712,207872
D,1551770714,207104
D,1551770716,207360
D,1551770718,207104
D,1551770720,207616
D,1551770723,207616
D,1551770725,207616
D,1551770726,206848
P,1551770726,5106
D,1551770728,207616
D,1551770730,208640
D,1551770733,207616
D,1551770735,207360
D,1551770737,207616
D,1551770739,207872
D,1551770741,203008
D,1551770744,206336
D,1551770746,208384
D,1551770748,205312
D,1551770750,207104
D,1551770752,207360
D,1551770755,205312
P,1551770756,5106
D,1551770757,207616
D,1551770759,207360
D,1551770761,206848
D,1551770763,207360
D,1551770766,207872
D,1551770767,205824
D,1551770769,207616
D,1551770771,207104
D,1551770773,207616
D,1551770776,207872
D,1551770778,207616
D,1551770780,205056
D,1551770782,287744
D,1551770784,305408
