
559691418,387077,10390
X,1559691418,387678,1759
X,1559691419,387843,2493
X,1559691420,387815,1613
X,1559691420,388152,1815
X,1559691421,388329,995
X,1559691421,388274,814
X,1559691422,388125,409
X,1559691422,388166,1792
X,1559691423,388299,1090
X,1559691424,387844,10167
X,1559691424,386701,24984
X,1559691425,388422,22755
X,1559691425,387999,8763
P,1559691425,5163
X,1559691426,388055,10761
X,1559691426,388630,20751
X,1559691427,388212,18099
X,1559691427,387626,21053
X,1559691427,387380,17592
X,1559691428,388432,21483
X,1559691428,387780,19915
X,1559691429,388814,21385
X,1559691429,387620,10684
X,1559691430,387994,1648
X,1559691431,388124,2037
X,1559691431,387971,2650
X,1559691432,388773,10647
X,1559691432,387981,1205
X,1559691433,387928,1150
X,1559691433,387786,10126
X,1559691434,387662,683
X,1559691434,388024,1363
X,1559691435,387783,807
X,1559691436,387769,1220
X,1559691436,388992,8438
X,1559691437,387325,5435
X,1559691437,388327,11636
X,1559691438,387866,19763
X,1559691438,388049,4403
X,1559691439,388145,1650
X,1559691440,388272,7155
X,1559691440,388165,440
X,1559691441,388350,3873
X,1559691441,388488,8082
X,1559691442,388144,6133
X,1559691442,388248,1178
X,1559691443,388181,1977
X,1559691444,388255,5873
X,1559691444,388259,5303
X,1559691445,387784,2965
X,1559691445,387993,1055
X,1559691446,388096,1230
X,1559691446,388186,849
X,1559691447,388190,1928
X,1559691448,388209,4793
X,1559691448,387902,11068
X,1559691449,387690,14302
X,1559691449,387712,12869
X,1559691450,387875,22898
X,1559691450,385956,19311
X,1559691451,389169,16872
X,1559691452,389409,16871
X,1559691452,387375,13320
X,1559691453,388075,23985
X,1559691453,387982,14698
X,1559691454,387606,6869
X,1559691454,389825,23986
P,1559691454,5191
X,1559691455,387666,23097
X,1559691456,387415,22112
X,1559691456,388461,16686
X,1559691457,387846,5825
X,1559691457,388744,15127
X,1559691458,387828,14029
X,1559691458,386264,17578
X,1559691459,389565,12506
X,1559691460,387556,10142
X,1559691460,388645,10193
X,1559691461,388357,7675
X,1559691461,388624,14248
X,1559691462,388486,2016
X,1559691462,388130,1309
X,1559691463,387939,18824
X,1559691463,388476,2074
X,1559691464,387259,20983
X,1559691465,388188,17355
