,364911,39303
X,1559354318,366033,20332
P,1559354319,5223
X,1559354319,363731,42506
X,1559354319,363547,14669
X,1559354320,364686,1300
X,1559354321,364132,2130
X,1559354321,363430,2219
X,1559354322,364050,1474
X,1559354322,363941,3032
X,1559354323,363492,3526
X,1559354323,363245,2886
X,1559354324,363141,3490
X,1559354325,362283,14357
X,1559354325,362833,13067
X,1559354326,363066,2053
X,1559354326,363387,1267
X,1559354327,363515,1107
X,1559354327,363557,1661
X,1559354328,363560,812
X,1559354329,363495,1257
X,1559354329,363359,1049
X,1559354330,363249,1346
X,1559354330,363425,847
X,1559354331,363209,2849
X,1559354331,363157,732
X,1559354332,363155,710
X,1559354333,363143,1708
X,1559354333,363407,1340
X,1559354334,363520,897
X,1559354334,363127,907
X,1559354335,363235,1153
X,1559354335,363327,909
X,1559354336,363329,562
X,1559354337,363120,829
X,1559354337,362968,1555
X,1559354338,363127,853
X,1559354338,363194,1198
X,1559354339,363050,814
X,1559354339,362966,1132
X,1559354340,362831,821
A,1559354340,363479,1138
T,1559354340,2877
R,1559354340,5C00DDFC91
X,1559354342,362675,1208
X,1559354342,362847,927
X,1559354343,362836,1105
X,1559354343,362868,752
X,1559354343,363183,1037
X,1559354344,362936,3401
X,1559354344,362968,1269
X,1559354345,363339,580
X,1559354345,363058,1406
X,1559354346,363204,872
X,1559354347,363159,838
X,1559354347,363312,665
X,1559354348,362950,1357
P,1559354348,5225
X,1559354348,363207,1169
X,1559354349,363130,1496
X,1559354349,363901,1049
X,1559354350,363529,1748
X,1559354351,363298,691
X,1559354351,363393,1032
X,1559354352,363634,1050
X,1559354352,363554,793
X,1559354353,363459,877
X,1559354353,363521,984
X,1559354354,363500,12610
X,1559354355,363584,1242
X,1559354355,363652,685
X,1559354356,363464,874
X,1559354356,363430,1021
X,1559354357,363511,1395
X,1559354357,363532,731
X,1559354358,363443,993
X,1559354359,363367,975
X,1559354359,363127,843
X,1559354360,363080,923
X,1559354360,363003,492
X,1559354361,362864,1331
X,1559354361,362844,809
X,1559354362,362883,1146
X,1559354363,363161,939
A,1559354363,363261,808
T,1559354363,2877
R,1559354363,5C00DDFC91
X,1559354364,363291,1483
X,1559354365,363359,759
X,1559354366,362900,1300
X,1559354366,362831,1058
X,1559354367,362994,1051
X,1559354367,363145,1112
X,1559354368,363075,720
X,1559354368,363014,910
X,1559354369,362983,977
X,1559354370,363087,936
X,1559354370,363224,838
X,1559354371,363175,1133
X,1559354371,363081,1153
X,1559354372,363132,1015
X,1559354372,363288,947
X,1559354373,363172,1183
