H,1552863334,147519
T,1552863334,2793
R,1552863334,700D9B77F
X,1552863336,425144,576
X,1552863336,425121,1488
X,1552863337,425184,784
X,1552863337,425278,514
X,1552863338,425354,668
X,1552863338,425335,457
X,1552863339,425123,1026
X,1552863340,425172,808
X,1552863340,425146,348
X,1552863341,425091,419
X,1552863341,424965,369
X,1552863342,424862,610
X,1552863342,424697,911
X,1552863343,424908,623
X,1552863344,424893,585
X,1552863344,425101,662
X,1552863345,425113,875
X,1552863345,424825,639
X,1552863346,424969,890
X,1552863346,424922,464
X,1552863347,424854,406
X,1552863348,424952,333
A,1552863348,425038,657
T,1552863348,2793
R,1552863348,700D9B77F
X,1552863349,425002,655
X,1552863350,424976,714
X,1552863351,425235,629
X,1552863351,425218,1019
X,1552863352,425041,1885
X,1552863352,425190,517
X,1552863352,425255,970
X,1552863352,425271,428
X,1552863353,425199,632
X,1552863354,425128,1947
X,1552863354,425200,426
X,1552863355,425262,590
P,1552863355,5046
X,1552863355,425295,762
X,1552863356,425284,549
X,1552863356,425019,2047
X,1552863357,425200,554
X,1552863358,425303,697
X,1552863358,425325,461
X,1552863359,425339,423
X,1552863359,425341,809
X,1552863360,425251,2798
X,1552863360,425328,490
X,1552863361,425431,544
X,1552863362,425430,615
X,1552863362,425412,555
A,1552863362,425263,455
T,1552863362,2793
X,1552863364,425563,861
X,1552863365,425560,840
X,1552863365,425377,394
X,1552863366,425194,767
X,1552863366,425321,740
X,1552863367,425267,472
X,1552863368,425313,564
X,1552863368,425277,1019
X,1552863369,425095,950
X,1552863369,425170,719
X,1552863370,425169,428
X,1552863370,425294,738
X,1552863371,425482,803
X,1552863372,425178,1107
X,1552863372,425119,362
X,1552863373,425197,496
X,1552863373,425322,567
X,1552863374,425433,603
X,1552863374,425397,716
X,1552863375,425048,1839
X,1552863375,425240,530
X,1552863376,425136,22571
X,1552863377,426441,3709
X,1552863377,426115,1036
X,1552863378,426275,490
X,1552863378,426316,479
A,1552863378,425405,1221
T,1552863378,2793
R,1552863379,700D9B77F
X,1552863380,426004,599
X,1552863381,425968,1129
X,1552863381,426185,3997
X,1552863382,425820,916
X,1552863383,425869,790
X,1552863383,425933,549
X,1552863384,425709,491
X,1552863384,425772,632
X,1552863385,425876,727
P,1552863385,5046
X,1552863385,425869,432
X,1552863386,425928,608
X,1552863387,425983,598
X,1552863387,425865,309
X,1552863388,425800,844
X,1552863388,425643,797
X,1552863389,425551,346
X,1552863389,425345,876
X,1552863390,425236,264
X,1552863391,425188,712
X,1552863391,425507,560
X,1552863392,425697,1017
X,1552863392,425516,493
X,1552863393,425265,759
A,1552863393,425683,816
T,1552863393,2792
R,1552863393,700D9B77F
X,1552863394,425529,935
X,1552863394,425047,616
X,1552863395,424918,592
X,1552863395,424918,542
X,1552863396,425016,601
X,1552863397,425553,779
X,1552863397,425423,733
X,1552863398,425180,566
X,1552863398,424949,587
X,1552863399,424826,615
X,1552863399,425273,798
X,1552863400,425500,1155
X,1552863401,425037,599
X,1552863401,424853,407
X,1552863402,424864,323
X,1552863402,425027,818
X,1552863403,425403,940
X,1552863403,425133,576
X,1552863404,424837,789
X,1552863405,424690,402
X,1552863405,425012,521
A,1552863405,425074,863
T,1552863405,2792
X,1552863407,424923,483
X,1552863408,424364,3859
X,1552863408,425120,1222
X,1552863409,425073,733
X,1552863409,424776,767
X,1552863410,424408,568
X,1552863410,424274,4457
X,1552863411,423961,637
X,1552863412,424320,610
X,1552863412,424207,189
X,1552863413,423989,377
X,1552863413,423875,418
X,1552863414,424055,599
P,1552863414,5044
X,1552863414,424520,677
X,1552863415,424203,639
X,1552863416,424104,659
X,1552863416,423957,1008
X,1552863417,423990,653
X,1552863417,424342,770
X,1552863418,424704,1273
X,1552863418,424385,580
X,1552863419,424149,579
X,1552863420,424007,409
X,1552863420,424127,478
X,1552863421,424576,870
A,1552863421,424299,1198
T,1552863421,2792
X,1552863423,423963,462
X,1552863423,424112,814
X,1552863424,424484,1061
X,1552863424,423938,1204
X,1552863425,423633,1945
X,1552863426,423904,2269
X,1552863426,424232,2882
X,1552863427,424617,5499
X,1552863427,424562,8630
X,1552863428,424341,7255
X,1552863428,424069,2548
