H,1553036183,147519
T,1553036183,2762
U,1553036183,46975
X,1553036185,411482,925
X,1553036185,411585,579
P,1553036186,5045
X,1553036186,411588,642
X,1553036186,411539,623
X,1553036187,411326,834
X,1553036187,411454,842
X,1553036188,411366,852
X,1553036189,411442,1026
X,1553036189,411335,460
X,1553036190,411013,620
X,1553036190,411223,210
X,1553036191,411350,794
X,1553036191,411566,640
X,1553036192,411595,573
X,1553036193,411625,556
X,1553036193,411707,437
X,1553036194,411724,897
X,1553036194,411865,420
X,1553036194,411974,1656
X,1553036194,411716,2217
X,1553036195,412081,754
X,1553036196,412047,935
X,1553036196,411872,630
A,1553036196,411567,1068
T,1553036196,2762
U,1553036197,46975
X,1553036198,411587,396
X,1553036199,411676,1214
X,1553036199,411629,357
X,1553036200,411561,542
X,1553036200,411669,676
X,1553036201,411707,649
X,1553036201,411820,846
X,1553036202,411899,959
X,1553036203,411671,1059
X,1553036203,411687,739
X,1553036204,411746,273
X,1553036204,411742,391
X,1553036205,411746,570
X,1553036205,411802,1010
X,1553036206,411797,547
X,1553036207,411686,767
X,1553036207,411614,333
X,1553036208,411582,607
X,1553036208,411680,162
X,1553036209,411660,357
X,1553036209,411656,384
X,1553036210,411707,769
X,1553036211,411781,349
A,1553036211,411697,338
T,1553036211,2762
U,1553036211,46975
X,1553036213,412213,760
X,1553036213,411889,725
X,1553036214,411613,1063
X,1553036214,411681,447
P,1553036215,5046
X,1553036215,411562,562
X,1553036215,411513,625
X,1553036216,411363,299
X,1553036217,411357,520
X,1553036217,411392,867
X,1553036218,411332,781
X,1553036218,411273,753
X,1553036219,411242,515
X,1553036219,411354,341
X,1553036220,411417,541
X,1553036221,411376,372
X,1553036221,411449,857
X,1553036222,411379,1147
X,1553036222,411242,909
X,1553036223,411144,781
X,1553036223,410926,488
X,1553036224,410981,562
X,1553036224,411187,911
A,1553036224,411394,1287
T,1553036225,2762
U,1553036225,46975
X,1553036226,410908,575
X,1553036227,410612,937
X,1553036228,410762,808
X,1553036228,410717,1070
X,1553036229,409944,1132
X,1553036229,409647,2726
X,1553036230,409896,2066
X,1553036230,410562,826
X,1553036231,410860,344
X,1553036232,410629,881
X,1553036232,410765,827
X,1553036233,410756,1193
X,1553036233,410402,265
X,1553036234,410483,553
X,1553036234,410585,782
X,1553036235,410804,1057
X,1553036235,410907,608
X,1553036235,410952,750
X,1553036236,411062,979
X,1553036236,411112,798
X,1553036237,410983,382
X,1553036237,411042,626
X,1553036238,411109,340
X,1553036238,411108,575
X,1553036239,411088,508
X,1553036240,411187,511
A,1553036240,410855,785
T,1553036240,2762
U,1553036240,46975
X,1553036242,411156,435
X,1553036242,411249,420
X,1553036243,411398,433
X,1553036243,411419,560
P,1553036244,5043
X,1553036244,411493,841
X,1553036244,411460,611
X,1553036245,411408,335
X,1553036246,411390,308
X,1553036246,411401,497
X,1553036247,411409,758
X,1553036247,411347,1001
X,1553036248,411389,293
X,1553036248,411254,322
X,1553036249,411328,691
X,1553036250,411346,190
X,1553036250,411333,317
X,1553036251,411291,700
X,1553036251,411284,536
X,1553036252,411293,775
X,1553036252,411295,782
X,1553036253,411333,728
A,1553036253,411346,337
T,1553036253,2762
U,1553036253,46975
X,1553036255,411261,429
X,1553036255,411306,672
X,1553036256,411392,770
X,1553036257,411251,584
X,1553036257,411286,562
X,1553036258,411234,450
X,1553036258,411142,474
X,1553036259,411080,969
X,1553036259,411138,649
X,1553036260,411141,851
X,1553036261,411221,1006
X,1553036261,411218,629
X,1553036262,411261,524
X,1553036262,411200,632
X,1553036263,411214,687
X,1553036263,411280,512
X,1553036264,411275,1060
X,1553036265,411339,1033
X,1553036265,411219,823
X,1553036266,411207,661
X,1553036266,411229,285
X,1553036267,411249,671
X,1553036267,411301,954
A,1553036267,411230,312
T,1553036268,2762
U,1553036268,46975
X,1553036269,411108,757
X,1553036270,410989,707
X,1553036271,411036,470
X,1553036271,411042,457
X,1553036272,411070,1032
X,1553036272,411049,1111
X,1553036273,411047,826
X,1553036273,411081,356
X,1553036274,411095,708
P,1553036274,5046
X,1553036275,411114,454
X,1553036275,411184,923
X,1553036276,411166,907
X,1553036276,411415,785
X,1553036276,411317,505
