53
P,1556416396,5352
P,1556416426,5355
P,1556416456,5353
P,1556416485,5351
P,1556416514,5354
P,1556416543,5352
P,1556416573,5354
P,1556416602,5354
P,1556416632,5354
P,1556416662,5354
P,1556416691,5355
P,1556416721,5356
P,1556416750,5354
P,1556416780,5354
P,1556416809,5355
P,1556416838,5354
P,1556416868,5355
P,1556416897,5355
P,1556416926,5352
P,1556416955,5354
P,1556416985,5354
P,1556417015,5355
P,1556417044,5355
P,1556417074,5353
P,1556417103,5351
P,1556417132,5355
P,1556417161,5356
P,1556417191,5354
P,1556417220,5354
P,1556417249,5355
P,1556417279,5354
P,1556417309,5354
P,1556417338,5354
P,1556417367,5354
P,1556417397,5355
P,1556417426,5354
P,1556417455,5351
P,1556417485,5353
P,1556417514,5351
P,1556417543,5356
P,1556417572,5352
P,1556417603,5355
P,1556417632,5354
P,1556417661,5355
P,1556417691,5352
P,1556417720,5354
P,1556417749,5345
P,1556417778,5355
P,1556417808,5354
P,1556417837,5355
P,1556417866,5355
P,1556417897,5355
P,1556417926,5353
P,1556417955,5354
P,1556417984,5354
P,1556418014,5352
P,1556418043,5352
P,1556418072,5354
P,1556418102,5354
P,1556418131,5351
P,1556418160,5355
D,1556418183,264704
R,1556418183,5C00DDFC91
R,1556418183,5C00DDFC91
R,1556418183,5C00DDFC91
X,1556418184,386382,18610
X,1556418184,389088,19651
X,1556418185,389375,14661
X,1556418185,395846,44983
X,1556418186,391141,58747
X,1556418186,387997,9101
X,1556418187,389058,5196
X,1556418188,388914,6656
X,1556418188,389631,3638
X,1556418189,389136,2972
X,1556418189,389887,3234
P,1556418190,5342
X,1556418190,389561,3333
X,1556418190,389641,3231
X,1556418191,388613,4386
X,1556418192,388691,1818
X,1556418192,389376,4629
X,1556418193,389148,4443
X,1556418193,389705,1812
X,1556418194,390173,2800
X,1556418194,390547,3028
X,1556418195,389891,1402
X,1556418196,389399,1623
X,1556418196,389465,1449
X,1556418197,389636,880
X,1556418197,389552,1522
X,1556418198,389428,1268
X,1556418198,388737,2313
X,1556418199,388725,3346
X,1556418200,389386,7387
X,1556418200,389545,3095
X,1556418201,389617,1835
X,1556418201,388982,3664
X,1556418202,391084,8457
X,1556418202,388319,9253
X,1556418203,389740,2574
X,1556418204,389692,1425
X,1556418204,389685,1798
X,1556418205,389860,2056
X,1556418205,389922,1450
X,1556418206,389589,1655
X,1556418206,389838,1298
X,1556418207,390102,1455
X,1556418207,389934,2021
X,1556418208,390570,932
X,1556418209,389633,4103
X,1556418209,390424,1929
X,1556418210,390311,1676
X,1556418210,390678,4196
X,1556418211,391141,4666
X,1556418211,389771,5811
X,1556418212,390713,3035
X,1556418213,391048,3951
X,1556418213,391051,1897
X,1556418214,390843,8454
X,1556418214,391406,5139
X,1556418215,390159,1518
X,1556418215,389924,3136
X,1556418216,389962,1434
X,1556418217,390209,1485
X,1556418217,389997,1216
X,1556418218,390756,7539
X,1556418218,389901,2173
X,1556418219,390361,3476
X,1556418219,390541,3101
P,1556418220,5345
X,1556418220,390169,1014
X,1556418221,390890,797
X,1556418221,390736,1613
X,1556418222,390213,1543
X,1556418222,390372,2311
X,1556418223,390323,1119
X,1556418223,390755,1539
X,1556418224,391304,1613
X,1556418225,390919,1350
X,1556418225,391167,2236
X,1556418225,390873,1031
X,1556418225,390509,1052
X,1556418226,390642,1876
X,1556418226,391070,1527
X,1556418227,390457,1712
X,1556418228,390653,1950
X,1556418228,390417,1430
