825
U,1553895238,64657
X,1553895239,380506,673
X,1553895240,380472,978
X,1553895240,380209,504
X,1553895241,380288,654
X,1553895242,380392,719
X,1553895242,380480,763
X,1553895243,380206,679
X,1553895243,380405,522
X,1553895244,380648,598
X,1553895244,380728,623
X,1553895245,380690,511
X,1553895246,380420,838
X,1553895246,380347,15348
X,1553895247,380413,906
X,1553895247,380202,958
X,1553895248,380524,568
P,1553895248,4913
X,1553895248,380623,663
X,1553895248,380597,771
X,1553895248,380115,2492
X,1553895249,380077,2277
X,1553895250,380265,480
X,1553895250,380480,476
X,1553895251,380213,4403
X,1553895251,379232,16775
X,1553895252,380325,12221
X,1553895252,380359,3410
X,1553895253,380398,826
A,1553895253,380447,526
T,1553895253,2825
U,1553895253,64657
X,1553895255,380572,617
X,1553895256,380627,599
X,1553895256,380566,547
X,1553895257,380511,666
X,1553895257,380417,637
X,1553895258,380807,14250
X,1553895258,380205,1394
X,1553895259,380323,3715
X,1553895260,380368,1825
X,1553895260,380201,1935
X,1553895261,380337,2850
X,1553895261,380468,2284
X,1553895262,380685,5067
X,1553895262,380279,3354
X,1553895263,381615,7782
X,1553895264,378359,19450
X,1553895264,380478,5359
X,1553895265,380428,538
X,1553895265,380388,5678
X,1553895266,380338,2572
X,1553895266,380106,4766
X,1553895267,380206,917
X,1553895268,380170,744
X,1553895268,380251,401
X,1553895269,380515,342
X,1553895269,380309,3210
X,1553895270,380338,6620
X,1553895270,381821,7870
X,1553895271,379696,14655
X,1553895271,377918,8947
X,1553895272,379399,35531
X,1553895273,380250,5545
X,1553895273,379658,5840
X,1553895274,379789,4544
X,1553895274,381476,15204
X,1553895275,378244,17672
X,1553895275,379888,9718
