5170,224256
D,1563599172,223488
D,1563599174,223488
D,1563599176,223232
P,1563599178,5084
D,1563599178,223488
D,1563599181,224000
D,1563599183,224000
D,1563599185,223744
D,1563599187,224000
D,1563599189,223232
D,1563599192,223744
D,1563599194,224256
D,1563599196,223232
D,1563599198,223488
D,1563599200,223744
D,1563599202,223744
D,1563599204,224000
D,1563599206,224512
P,1563599207,5084
D,1563599208,223744
D,1563599210,224000
D,1563599213,223744
D,1563599215,224256
D,1563599217,219904
D,1563599219,224000
D,1563599221,223232
D,1563599224,224000
D,1563599226,224000
D,1563599228,223232
D,1563599230,224256
D,1563599232,223744
D,1563599235,224256
D,1563599237,224256
P,1563599237,5084
D,1563599239,224256
D,1563599241,223744
D,1563599243,224000
D,1563599245,224000
D,1563599247,224256
D,1563599249,223488
D,1563599251,224256
D,1563599253,223744
D,1563599256,223744
D,1563599258,223488
D,1563599260,224256
D,1563599262,222976
D,1563599264,224000
P,1563599267,5083
D,1563599267,223744
D,1563599269,224768
D,1563599271,223744
D,1563599273,223744
D,1563599275,223232
D,1563599278,224000
D,1563599280,223744
D,1563599282,223744
D,1563599284,224512
D,1563599285,224512
D,1563599288,224000
D,1563599290,225280
D,1563599292,223744
D,1563599294,224000
P,1563599296,5084
D,1563599296,224000
D,1563599299,223488
D,1563599301,224000
D,1563599303,224512
D,1563599305,222720
D,1563599307,224256
D,1563599310,232448
D,1563599312,191232
D,1563599314,188672
P,1563599325,5083
P,1563599355,5084
P,1563599384,5085
P,1563599413,5083
P,1563599443,5082
P,1563599472,5084
P,1563599501,5085
P,1563599530,5081
P,1563599561,5083
P,1563599590,5084
P,1563599619,5083
P,1563599649,5083
P,1563599678,5084
P,1563599707,5082
