108320,5088
P,1563308350,5090
P,1563308379,5087
P,1563308409,5087
P,1563308438,5090
P,1563308467,5089
P,1563308496,5090
P,1563308526,5090
P,1563308555,5092
P,1563308584,5089
P,1563308614,5089
P,1563308644,5091
P,1563308673,5092
P,1563308702,5092
P,1563308732,5088
P,1563308761,5091
P,1563308791,5090
P,1563308821,5090
P,1563308850,5090
P,1563308879,5089
P,1563308908,5092
P,1563308939,5089
P,1563308968,5091
D,1563308975,264192
D,1563308977,240896
R,1563308977,5C00DDFC91
R,1563308977,5C00DDFC91
R,1563308977,5C00DDFC91
X,1563308979,350694,11967
X,1563308980,349419,20751
X,1563308980,351800,9366
X,1563308981,350008,20177
X,1563308981,351779,1775
X,1563308982,351763,1674
X,1563308983,351725,2014
X,1563308983,351858,1481
X,1563308984,352031,2340
X,1563308984,351556,1422
X,1563308985,351482,1560
X,1563308985,351655,2060
X,1563308986,352328,1287
X,1563308987,352448,10161
X,1563308987,351763,7494
X,1563308987,351888,32478
X,1563308987,344649,62611
X,1563308988,299127,65381
X,1563308988,145617,1947
X,1563308989,144406,754
X,1563308989,143987,306
X,1563308990,143805,260
X,1563308991,143702,302
X,1563308991,143583,147
X,1563308992,143286,504
X,1563308992,143137,465
X,1563308993,143220,350
X,1563308993,143385,497
X,1563308994,143426,173
O,1563308995,143521,242
O,1563308995,143388,218
O,1563308996,143329,326
O,1563308996,143051,328
P,1563308997,5081
O,1563308997,143164,259
O,1563308997,143274,387
O,1563308998,143787,208
O,1563308999,143370,700
O,1563308999,143201,286
O,1563309000,142979,327
O,1563309000,142983,348
O,1563309001,143004,264
O,1563309001,142909,258
O,1563309002,142841,291
O,1563309003,143041,167
O,1563309003,143058,252
