559163983,147933,102
T,1559163983,2852
P,1559164000,5243
P,1559164029,5276
P,1559164060,5275
P,1559164089,5276
P,1559164118,5278
P,1559164147,5277
P,1559164177,5278
P,1559164206,5278
P,1559164235,5275
P,1559164265,5277
P,1559164294,5278
P,1559164323,5278
P,1559164353,5278
P,1559164383,5273
P,1559164412,5276
P,1559164441,5274
P,1559164471,5278
P,1559164500,5278
P,1559164529,5278
P,1559164558,5276
P,1559164588,5274
P,1559164617,5274
P,1559164647,5276
P,1559164677,5278
D,1559164691,266240
D,1559164693,239872
R,1559164693,5C00DDFC91
R,1559164693,5C00DDFC91
R,1559164693,5C00DDFC91
X,1559164695,351334,14422
X,1559164695,353076,28341
X,1559164696,352982,8892
X,1559164697,352866,17621
X,1559164697,353332,3286
X,1559164698,353049,2710
X,1559164698,352832,2313
X,1559164699,352856,2011
X,1559164699,352795,1991
X,1559164700,352903,1547
X,1559164700,352777,1865
X,1559164701,352988,1807
X,1559164702,352770,1275
X,1559164702,353289,3769
X,1559164703,352134,8663
X,1559164703,352617,13675
X,1559164704,353003,5355
X,1559164704,353305,4533
X,1559164705,353059,1669
X,1559164706,353056,2988
P,1559164706,5267
X,1559164706,353053,2135
X,1559164707,353191,1755
X,1559164707,352992,1435
X,1559164708,353184,1947
X,1559164708,353218,1202
X,1559164709,353323,937
X,1559164710,353369,1070
X,1559164710,353561,2439
X,1559164711,353415,30995
X,1559164711,354677,32577
X,1559164712,354870,7350
X,1559164712,353471,9090
X,1559164713,354159,2997
X,1559164714,353542,13449
X,1559164714,352752,3251
X,1559164715,353354,2666
X,1559164715,353237,1958
X,1559164716,353271,1892
X,1559164716,352180,5846
X,1559164717,354005,10177
X,1559164718,353556,4231
X,1559164718,352067,9601
X,1559164719,353252,1857
X,1559164719,353316,1403
X,1559164720,353300,1525
X,1559164720,353343,871
X,1559164720,353452,791
X,1559164721,353566,1418
X,1559164721,353600,1499
X,1559164722,352734,14311
X,1559164722,353818,3051
X,1559164723,353825,1221
X,1559164723,353772,1301
X,1559164724,353762,835
X,1559164725,353869,2468
X,1559164725,353739,1699
X,1559164726,353926,873
X,1559164726,353953,1589
X,1559164727,353823,1569
X,1559164727,353899,808
X,1559164728,353882,1544
X,1559164728,353841,1310
X,1559164729,353891,1505
X,1559164730,353846,1251
X,1559164730,354039,1017
X,1559164731,353953,16729
X,1559164731,352957,3329
X,1559164732,353356,6192
X,1559164732,353203,2305
X,1559164733,353060,2552
X,1559164734,353124,12376
X,1559164734,353427,2179
X,1559164735,352983,7749
P,1559164735,5266
X,1559164735,352835,1668
X,1559164736,351729,6756
X,1559164736,283324,57743
X,1559164737,151501,5657
