725,371361,595
T,1553997725,2799
P,1553997726,4864
R,1553997726,5C00DDFC91
X,1553997727,371505,509
X,1553997728,371633,618
X,1553997728,371493,462
X,1553997729,371398,420
X,1553997730,371364,409
X,1553997730,371416,513
X,1553997731,371466,867
X,1553997731,371472,708
X,1553997732,371462,469
X,1553997732,371210,581
X,1553997733,371175,711
X,1553997734,371348,824
X,1553997734,371519,526
X,1553997735,371528,484
X,1553997735,371346,539
X,1553997736,371217,677
X,1553997736,371389,729
X,1553997737,371515,780
X,1553997738,371472,749
X,1553997738,371509,562
A,1553997738,371421,458
T,1553997738,2799
R,1553997738,5C00DDFC91
X,1553997740,371511,612
X,1553997741,371427,463
X,1553997741,371403,475
X,1553997742,371470,762
X,1553997742,371367,1133
X,1553997743,371239,298
X,1553997743,371153,797
X,1553997744,371290,728
X,1553997745,371397,416
X,1553997745,371479,548
X,1553997746,371442,1036
X,1553997746,371473,622
X,1553997747,371592,510
X,1553997747,371459,515
X,1553997748,371233,11943
X,1553997749,371112,562
X,1553997749,371294,704
X,1553997750,371112,351
X,1553997750,371039,338
X,1553997751,371152,367
X,1553997751,371231,478
X,1553997752,371433,708
X,1553997753,371283,303
A,1553997753,371327,553
T,1553997753,2799
R,1553997753,5C00DDFC91
X,1553997755,371431,807
X,1553997755,371395,744
X,1553997756,371312,320
P,1553997756,4830
X,1553997756,371240,600
X,1553997757,371209,597
X,1553997757,371065,651
X,1553997758,371243,610
X,1553997759,371205,300
X,1553997759,371271,434
X,1553997760,371361,326
X,1553997760,371608,13601
X,1553997761,371096,3139
X,1553997761,371299,753
X,1553997762,371277,566
X,1553997763,371276,801
X,1553997763,371351,742
X,1553997764,371650,533
X,1553997764,371476,555
X,1553997765,371384,702
X,1553997765,371250,787
X,1553997765,371169,689
X,1553997766,371149,574
A,1553997766,371300,585
T,1553997766,2799
R,1553997766,5C00DDFC91
X,1553997767,371301,3123
X,1553997768,371541,11733
X,1553997769,371190,22496
X,1553997769,371801,23884
X,1553997770,372036,27685
X,1553997770,370132,21242
X,1553997771,370534,20172
X,1553997771,370603,19784
X,1553997772,371118,11230
X,1553997773,371343,11899
X,1553997773,371570,1324
X,1553997774,372323,7892
X,1553997774,371469,6280
X,1553997775,371247,15188
X,1553997775,371015,13916
X,1553997776,371437,10619
X,1553997777,370584,9900
X,1553997777,371398,3865
X,1553997778,371543,3317
X,1553997778,371543,5818
X,1553997779,370988,9934
X,1553997779,371333,9484
X,1553997780,370863,7875
X,1553997781,370867,3656
X,1553997781,370655,2559
X,1553997782,371354,4221
X,1553997782,371568,14693
X,1553997783,371055,2182
X,1553997783,371108,9253
X,1553997784,371315,2457
X,1553997785,371322,2470
P,1553997785,4865
X,1553997785,371401,6831
X,1553997786,371289,15738
X,1553997786,370490,13453
X,1553997787,370898,11021
X,1553997787,371747,17140
X,1553997788,371697,9776
X,1553997789,372034,10051
X,1553997789,371709,7539
X,1553997790,371959,15476
X,1553997790,371139,15389
X,1553997791,371749,10407
X,1553997791,372424,16184
X,1553997792,372445,15492
X,1553997792,370329,36516
X,1553997793,371739,25428
X,1553997794,371463,6042
X,1553997794,370795,6494
X,1553997795,372044,17900
X,1553997795,371576,12935
X,1553997796,372960,14357
X,1553997796,369386,15936
X,1553997797,371401,8535
X,1553997798,371161,7389
X,1553997798,371014,2049
X,1553997799,371137,2416
X,1553997799,372190,7655
X,1553997800,372223,11161
X,1553997800,371398,2811
X,1553997801,371489,604
X,1553997802,371520,884
X,1553997802,371452,572
X,1553997803,371482,1549
X,1553997803,371556,503
X,1553997804,371628,1190
X,1553997804,371756,976
X,1553997805,371581,1022
