H,1551844096,147519
R,1551844096,700D9B77F
X,1551844097,418793,358
X,1551844098,418845,669
X,1551844098,418815,554
X,1551844099,418845,601
X,1551844100,418734,773
X,1551844100,418708,694
X,1551844101,418785,416
X,1551844101,418869,567
X,1551844102,418858,354
X,1551844102,418889,426
X,1551844103,418850,1149
X,1551844104,418708,1321
X,1551844104,418797,691
P,1551844105,5077
X,1551844105,418846,623
X,1551844105,418905,544
X,1551844106,418899,918
X,1551844106,418873,625
X,1551844107,418739,1417
X,1551844108,418810,949
X,1551844108,418856,409
X,1551844109,418881,630
X,1551844109,418904,892
X,1551844110,418776,502
A,1551844110,418834,197
T,1551844110,2760
R,1551844110,700D9B77F
X,1551844112,418887,484
X,1551844112,418878,703
X,1551844113,418798,1013
X,1551844114,418749,1387
X,1551844114,418840,482
X,1551844115,418857,317
X,1551844115,418833,720
X,1551844116,418818,813
X,1551844116,418886,8420
X,1551844117,419446,1620
X,1551844118,419311,523
X,1551844118,419565,2989
X,1551844119,418688,6629
X,1551844119,419397,6472
X,1551844120,419499,639
X,1551844120,419462,636
X,1551844121,419383,520
X,1551844122,419480,755
X,1551844122,419002,13749
X,1551844123,418941,471
X,1551844123,418980,421
X,1551844124,419044,432
X,1551844124,419041,344
X,1551844125,419071,540
X,1551844125,419013,1081
X,1551844126,419087,3193
X,1551844127,419123,3524
X,1551844127,419228,679
X,1551844128,419245,825
X,1551844128,419113,1406
X,1551844129,419127,465
X,1551844129,419160,637
A,1551844129,419104,681
T,1551844130,2760
R,1551844130,700D9B77F
X,1551844130,418822,22023
X,1551844131,418406,1236
X,1551844132,418430,750
X,1551844132,418409,488
X,1551844133,418396,371
X,1551844133,418317,1047
P,1551844134,5095
X,1551844134,418299,962
X,1551844134,418260,637
X,1551844135,418295,403
X,1551844136,418278,561
X,1551844136,418283,4013
X,1551844137,418276,1419
X,1551844137,418356,986
X,1551844138,418454,1986
X,1551844138,418610,641
X,1551844139,418779,1144
X,1551844140,418682,850
X,1551844140,418735,633
X,1551844141,418681,1900
X,1551844141,418769,711
X,1551844142,418528,989
X,1551844142,418693,732
X,1551844143,418619,680
X,1551844144,418670,472
X,1551844144,418688,685
X,1551844145,418502,1486
X,1551844145,418678,478
X,1551844146,418663,387
X,1551844146,418693,481
A,1551844146,418537,509
T,1551844146,2760
R,1551844147,700D9B77F
X,1551844148,417939,9668
X,1551844149,418857,643
X,1551844149,418840,1138
X,1551844150,418678,886
X,1551844151,418767,808
X,1551844151,418812,610
X,1551844152,418717,5957
X,1551844152,419331,3194
X,1551844153,419007,894
X,1551844153,419005,708
X,1551844154,418983,422
X,1551844155,418983,460
X,1551844155,419036,865
X,1551844156,418800,907
X,1551844156,418817,884
X,1551844157,418824,711
X,1551844157,418825,482
X,1551844158,418941,1035
X,1551844159,418869,930
X,1551844159,418744,950
X,1551844160,418836,812
X,1551844160,418843,602
X,1551844161,418875,763
X,1551844161,418870,1015
X,1551844162,418769,1288
X,1551844163,418813,329
X,1551844163,418883,363
A,1551844163,418862,358
T,1551844163,2760
R,1551844163,700D9B77F
P,1551844164,5096
X,1551844165,418769,1029
X,1551844166,418790,326
X,1551844166,418876,359
X,1551844167,418841,637
X,1551844167,418843,490
X,1551844168,418681,961
X,1551844168,418790,905
X,1551844169,418786,771
X,1551844170,418830,388
X,1551844170,418803,741
X,1551844171,418695,827
X,1551844171,418728,1016
X,1551844171,418755,388
X,1551844171,418709,1016
X,1551844172,418749,570
X,1551844173,418565,896
X,1551844173,418581,514
X,1551844174,418632,757
X,1551844174,418730,683
X,1551844175,418736,733
X,1551844175,418636,912
X,1551844176,418680,692
X,1551844177,418668,713
A,1551844177,418733,311
T,1551844177,2760
R,1551844177,700D9B77F
X,1551844179,418586,1182
X,1551844179,418757,864
X,1551844180,418749,427
X,1551844180,418769,339
X,1551844181,418769,1273
X,1551844181,418654,586
X,1551844182,418649,517
X,1551844183,418740,286
X,1551844183,418710,512
X,1551844184,418782,1033
X,1551844184,418574,666
X,1551844185,418712,567
X,1551844185,418710,561
X,1551844186,418752,375
X,1551844186,418813,1042
X,1551844187,418685,1026
X,1551844188,418724,742
X,1551844188,418732,608
X,1551844189,418735,252
X,1551844189,418785,738
