75050
D,1564447640,223744
R,1564447640,5C00DDFC91
R,1564447640,5C00DDFC91
R,1564447640,5C00DDFC91
X,1564447642,358769,9382
X,1564447642,358936,6112
X,1564447643,359014,2663
X,1564447643,359074,3616
X,1564447644,358717,3036
X,1564447644,358820,6565
X,1564447645,358565,2411
X,1564447646,358500,1382
X,1564447646,358556,6644
X,1564447647,358582,1637
X,1564447647,358615,1759
X,1564447648,358813,893
X,1564447648,358512,995
X,1564447649,358670,1295
X,1564447650,358605,9523
X,1564447650,359032,1691
X,1564447651,359008,3833
X,1564447651,358412,3904
X,1564447652,358719,1630
X,1564447652,358457,1917
X,1564447653,358505,1143
X,1564447653,358287,1706
X,1564447654,358513,2457
X,1564447654,358527,2908
X,1564447654,358512,1130
X,1564447655,358526,1220
X,1564447655,358208,7028
X,1564447656,358932,6038
X,1564447656,358417,1372
X,1564447657,358462,9611
X,1564447658,358584,1346
X,1564447658,358762,1059
P,1564447658,5038
X,1564447659,358541,5949
X,1564447659,358772,1027
X,1564447660,358523,2574
X,1564447660,371023,29794
X,1564447661,152864,2327
X,1564447662,151055,1098
X,1564447662,150848,440
X,1564447663,150535,117
X,1564447663,150410,160
X,1564447664,150216,211
X,1564447664,150091,145
X,1564447665,150031,157
X,1564447666,149995,80
X,1564447666,149950,130
X,1564447667,149931,108
O,1564447667,149862,114
O,1564447668,149805,108
O,1564447668,149742,116
O,1564447669,149714,121
O,1564447670,149689,88
O,1564447670,149656,81
O,1564447671,149651,99
