H,1553554940,147519
T,1553554940,2780
R,1553554941,700D9B77F
X,1553554942,432995,1216
X,1553554943,432680,903
X,1553554943,432530,550
X,1553554944,432893,784
X,1553554944,432690,498
X,1553554945,432352,1120
X,1553554946,432124,1160
X,1553554946,429713,1903
X,1553554947,430675,923
X,1553554947,431682,784
X,1553554948,431575,991
X,1553554948,428934,4387
X,1553554949,427611,5980
X,1553554950,429869,1642
X,1553554950,428171,5120
X,1553554951,429704,2874
X,1553554951,430671,5065
X,1553554952,428310,2307
X,1553554952,429634,2393
X,1553554952,427767,7934
X,1553554953,430505,2419
X,1553554953,430925,1180
X,1553554954,431290,1043
X,1553554954,431590,831
X,1553554955,431024,1187
X,1553554955,429958,1938
X,1553554956,429221,1120
X,1553554957,425890,3254
X,1553554957,422871,5166
X,1553554958,426530,5432
X,1553554958,429601,1010
X,1553554959,430521,2135
X,1553554959,429831,2158
X,1553554960,429568,1292
X,1553554961,427265,3610
X,1553554961,428224,2846
X,1553554962,429217,3088
X,1553554962,428093,4280
X,1553554963,423979,4740
X,1553554963,417595,6373
X,1553554964,411984,11564
X,1553554964,411414,22740
X,1553554965,425403,1198
X,1553554966,425833,1391
X,1553554966,427581,3588
X,1553554967,426816,7841
X,1553554967,429297,4037
P,1553554968,4949
X,1553554968,424181,6216
X,1553554968,426765,5129
X,1553554969,423120,7727
X,1553554970,425844,4244
X,1553554970,425074,5520
X,1553554971,428658,1419
X,1553554971,427123,4013
X,1553554972,424120,5214
X,1553554972,419033,8506
X,1553554973,421037,4858
X,1553554974,424120,3592
X,1553554974,421654,5887
X,1553554975,422187,3830
X,1553554975,426595,3314
X,1553554976,423889,4936
X,1553554976,425014,3333
X,1553554977,425792,6743
X,1553554978,412690,13095
X,1553554978,422735,5291
X,1553554979,420674,9889
X,1553554979,420635,10949
X,1553554980,428677,8846
X,1553554980,432434,1306
X,1553554981,431862,1752
X,1553554982,430706,4828
X,1553554982,428242,3170
X,1553554983,430191,6070
X,1553554983,426287,7621
X,1553554984,426266,5659
X,1553554984,431673,3219
X,1553554985,432791,1046
X,1553554986,432053,1538
X,1553554986,430321,2421
X,1553554987,430697,1110
X,1553554987,430458,2797
X,1553554988,428769,1652
X,1553554988,429482,3587
X,1553554989,431479,2875
X,1553554989,428668,2496
X,1553554990,428674,2179
X,1553554991,431358,1247
X,1553554991,432104,789
X,1553554992,431714,860
X,1553554992,432728,707
X,1553554993,431803,1336
X,1553554993,431533,2145
X,1553554993,428593,1827
X,1553554994,425328,6256
X,1553554994,428270,4599
X,1553554995,430293,1387
X,1553554995,431692,1851
X,1553554996,430428,1782
X,1553554996,430061,3347
P,1553554997,4949
X,1553554997,429987,2284
X,1553554998,431948,2928
X,1553554998,433323,753
X,1553554999,432468,3985
X,1553554999,428502,3087
X,1553555000,431784,2353
X,1553555000,433239,947
X,1553555001,432706,922
X,1553555002,432559,2007
X,1553555002,431835,2495
X,1553555003,432084,3257
X,1553555003,431878,1778
X,1553555004,432608,657
X,1553555004,432583,513
X,1553555005,433084,971
X,1553555006,433405,571
X,1553555006,433395,1466
X,1553555007,434095,870
X,1553555007,433762,936
A,1553555007,432583,3420
T,1553555007,2780
R,1553555008,700D9B77F
X,1553555009,433552,732
X,1553555010,433701,717
X,1553555010,434211,852
X,1553555011,434082,1277
X,1553555011,433817,611
X,1553555012,433209,840
X,1553555013,433109,1116
X,1553555013,433603,531
X,1553555014,433660,558
X,1553555014,432586,1205
X,1553555015,431061,2187
X,1553555015,430170,2298
X,1553555016,431636,763
X,1553555017,432138,871
X,1553555017,431001,2034
X,1553555018,431960,2589
X,1553555018,431089,1881
X,1553555019,430276,2916
X,1553555019,430677,5658
X,1553555020,428588,2399
X,1553555021,428617,3695
X,1553555021,431568,993
X,1553555022,431179,652
X,1553555022,430100,2323
X,1553555023,431247,2158
X,1553555023,432542,1463
X,1553555024,433139,869
X,1553555025,433641,891
X,1553555025,433550,831
X,1553555026,433076,666
X,1553555026,432515,1328
X,1553555027,432464,1207
P,1553555027,4946
X,1553555027,431833,1193
X,1553555028,431780,932
X,1553555029,432115,1164
X,1553555029,433032,888
X,1553555030,433093,911
X,1553555030,433470,1391
X,1553555031,433734,951
X,1553555031,433564,1083
X,1553555032,433347,933
A,1553555032,433033,3032
T,1553555032,2780
R,1553555032,700D9B77F
X,1553555034,432941,1081
