218730,5431
P,1556218759,5433
P,1556218788,5429
D,1556218806,254976
R,1556218806,5C00DDFC91
R,1556218807,5C00DDFC91
R,1556218807,5C00DDFC91
X,1556218808,360624,36797
X,1556218809,358765,29874
X,1556218809,361017,8735
X,1556218810,360441,4408
X,1556218811,360904,36618
X,1556218811,361905,7540
X,1556218812,361506,1882
X,1556218812,361589,4147
X,1556218813,363000,5793
X,1556218813,362572,27126
X,1556218814,361845,39662
X,1556218814,363717,2997
X,1556218815,363560,2434
X,1556218816,362996,5162
X,1556218816,363598,3164
X,1556218817,363071,6865
X,1556218817,362983,6211
X,1556218818,362956,8321
P,1556218818,5420
X,1556218818,362791,6983
X,1556218819,363184,2958
X,1556218820,363300,5074
X,1556218820,362997,1447
X,1556218821,363001,1852
X,1556218821,363015,1754
X,1556218821,363024,1478
X,1556218821,363065,943
X,1556218822,363112,1277
X,1556218823,363217,1532
X,1556218823,363132,2139
X,1556218824,363243,2424
X,1556218824,363156,1481
X,1556218825,363141,4048
X,1556218825,363415,1529
X,1556218826,363291,1722
X,1556218827,363304,1120
X,1556218827,363318,994
X,1556218828,363308,590
X,1556218828,363127,885
X,1556218829,363137,564
X,1556218829,363225,1043
X,1556218830,363205,1129
X,1556218831,363359,1122
X,1556218831,363394,1231
X,1556218832,363328,642
X,1556218832,363256,785
X,1556218833,363338,774
X,1556218833,363333,1037
X,1556218834,363265,1543
X,1556218835,363274,786
X,1556218835,363250,720
X,1556218836,363245,849
X,1556218836,363171,646
X,1556218837,363187,540
X,1556218837,363240,1171
X,1556218838,363206,661
X,1556218838,363210,1534
X,1556218839,363186,413
X,1556218840,363269,602
X,1556218840,363312,686
X,1556218841,363268,485
X,1556218841,363290,249
X,1556218842,363326,585
A,1556218842,363243,273
T,1556218842,2874
U,1556218843,64657
X,1556218844,363276,426
X,1556218845,363259,252
X,1556218845,363364,607
X,1556218846,363398,425
X,1556218846,363392,628
X,1556218847,363257,800
P,1556218847,5420
X,1556218847,363298,630
X,1556218848,363284,372
X,1556218849,363298,507
X,1556218849,363379,436
X,1556218850,363426,615
X,1556218850,363445,380
X,1556218851,363371,448
X,1556218851,363389,551
X,1556218852,363294,412
X,1556218853,363327,484
X,1556218853,363348,563
X,1556218854,363505,519
X,1556218854,363515,526
X,1556218855,363475,873
A,1556218855,363365,258
T,1556218855,2874
U,1556218855,64657
X,1556218857,363322,802
X,1556218858,363375,707
X,1556218858,363519,693
X,1556218859,363511,498
X,1556218859,363496,1197
X,1556218860,363435,517
X,1556218860,363481,331
X,1556218861,363452,325
X,1556218861,363435,542
X,1556218862,363519,331
X,1556218862,363548,486
X,1556218862,363466,763
X,1556218863,363506,618
X,1556218863,363509,514
X,1556218864,363516,725
X,1556218864,363523,432
X,1556218865,363499,538
X,1556218866,363607,899
X,1556218866,363621,477
X,1556218867,363524,965
X,1556218867,363486,560
A,1556218867,363492,299
T,1556218867,2874
U,1556218868,64657
X,1556218869,363437,509
X,1556218870,363515,613
X,1556218870,363581,738
X,1556218871,363633,583
X,1556218872,363520,854
X,1556218872,363515,704
X,1556218873,363524,365
X,1556218873,363480,500
X,1556218874,363494,465
X,1556218874,363542,551
X,1556218875,363611,780
X,1556218876,363540,1461
X,1556218876,363555,688
