H,1553141500,147519
T,1553141500,2752
X,1553141502,424317,9015
X,1553141503,426409,1141
X,1553141503,426545,2772
X,1553141504,426318,11301
X,1553141504,426253,5066
X,1553141505,425992,712
X,1553141505,425897,418
X,1553141506,425730,856
X,1553141507,425795,535
X,1553141507,425719,1091
X,1553141508,425913,759
X,1553141508,425687,534
X,1553141508,425595,476
X,1553141508,425445,200
X,1553141509,425501,607
X,1553141509,425713,568
X,1553141510,425705,403
X,1553141511,425726,2287
X,1553141511,426427,970
X,1553141512,426557,1905
X,1553141512,426556,3333
X,1553141513,426504,1697
X,1553141513,427037,1007
X,1553141514,426120,3108
X,1553141515,425818,900
X,1553141515,427165,1855
P,1553141515,5003
X,1553141516,427416,1062
X,1553141516,427527,1377
X,1553141517,427350,1279
X,1553141517,427695,1783
X,1553141518,426263,2257
X,1553141519,425863,893
X,1553141519,425758,3550
X,1553141520,425763,1149
X,1553141520,425855,802
X,1553141521,425809,1147
X,1553141521,425447,1340
X,1553141522,425402,452
X,1553141523,425405,604
X,1553141523,425373,623
X,1553141524,425449,882
X,1553141524,425421,746
A,1553141524,425699,1054
T,1553141524,2752
X,1553141526,425106,1212
X,1553141527,425211,1748
X,1553141527,425084,2991
X,1553141528,424669,4104
X,1553141528,425068,2406
X,1553141529,424935,1116
X,1553141530,425377,1310
X,1553141530,425543,2428
X,1553141531,424809,1875
X,1553141531,425625,1873
X,1553141532,425628,1678
X,1553141532,425680,2117
X,1553141533,425492,822
X,1553141534,425497,1136
X,1553141534,425443,647
X,1553141535,425613,1942
X,1553141535,425644,867
X,1553141536,425561,593
X,1553141536,425334,522
X,1553141537,425574,941
X,1553141538,425209,963
X,1553141538,425348,602
X,1553141539,425304,443
X,1553141539,425360,693
X,1553141540,425335,643
X,1553141540,425392,901
X,1553141541,425419,1012
X,1553141542,426100,6058
X,1553141542,424133,9102
X,1553141543,425486,19292
X,1553141543,424052,33915
X,1553141544,423466,40230
X,1553141544,425895,34866
X,1553141545,424187,39552
P,1553141545,5019
X,1553141546,425412,33229
X,1553141546,425451,43393
X,1553141547,424733,40676
X,1553141547,425754,32724
X,1553141548,425186,6772
X,1553141548,425861,9660
X,1553141549,425322,3467
X,1553141549,425837,13315
X,1553141549,422870,3214
X,1553141550,422941,24120
X,1553141550,424531,957
X,1553141551,424664,1752
X,1553141551,423974,24686
X,1553141552,423587,822
X,1553141552,424517,2309
X,1553141553,424404,2075
X,1553141554,424854,8958
X,1553141554,424520,6930
X,1553141555,425934,15855
X,1553141555,425912,21656
X,1553141556,425754,18242
X,1553141556,424831,14221
X,1553141557,425825,8732
X,1553141558,425095,11715
X,1553141558,424477,12747
X,1553141559,425177,17700
X,1553141559,425502,15540
X,1553141560,425707,11564
X,1553141560,424323,15003
X,1553141561,425170,16916
X,1553141562,424597,14019
X,1553141562,425201,14123
X,1553141563,425200,12653
X,1553141563,425661,19827
X,1553141564,426339,23194
X,1553141564,425037,20611
X,1553141565,425375,18535
X,1553141566,425045,12156
X,1553141566,425731,11898
X,1553141567,425508,18653
X,1553141567,426049,20243
X,1553141568,426597,20086
X,1553141568,425117,22352
X,1553141569,425478,19422
X,1553141570,425976,1200
X,1553141570,425324,8204
X,1553141571,425524,450
X,1553141571,425716,831
X,1553141572,425915,645
X,1553141572,426089,6748
X,1553141573,426969,5351
X,1553141574,426008,10405
X,1553141574,424640,12186
P,1553141574,5020
X,1553141575,426029,24196
X,1553141575,426941,23711
X,1553141576,427702,25256
X,1553141576,426532,23988
X,1553141577,425965,18097
X,1553141577,425273,9793
X,1553141578,425308,13546
X,1553141579,424586,17868
X,1553141579,425124,6687
X,1553141580,424862,22298
X,1553141580,425159,10094
X,1553141581,425623,8692
X,1553141581,425607,9595
X,1553141582,425750,7391
X,1553141583,425094,8790
X,1553141583,425879,4045
X,1553141584,424768,1077
X,1553141584,424748,664
X,1553141585,424730,915
X,1553141585,424880,605
A,1553141585,425231,2328
T,1553141586,2752
X,1553141587,424877,15199
X,1553141588,425249,11419
X,1553141589,425225,23121
X,1553141589,425915,24881
X,1553141590,425358,8702
X,1553141590,425341,10745
X,1553141590,425476,4589
X,1553141590,425532,10401
X,1553141591,425555,7103
X,1553141592,425482,7251
X,1553141592,425069,6875
X,1553141593,424676,15912
X,1553141593,424206,533
X,1553141594,424228,764
X,1553141594,424418,664
