,589388,5053
P,1564589417,5056
P,1564589448,5055
P,1564589477,5055
P,1564589506,5053
P,1564589535,5053
P,1564589565,5056
P,1564589594,5056
P,1564589623,5054
P,1564589653,5056
P,1564589682,5053
P,1564589711,5052
P,1564589741,5051
P,1564589771,5055
P,1564589800,5053
P,1564589829,5051
P,1564589859,5055
P,1564589888,5052
P,1564589917,5054
P,1564589946,5054
P,1564589976,5056
P,1564590005,5055
P,1564590035,5052
P,1564590065,5054
P,1564590094,5053
P,1564590123,5053
P,1564590152,5053
P,1564590182,5056
P,1564590211,5056
P,1564590240,5053
P,1564590270,5056
P,1564590299,5055
P,1564590330,5053
P,1564590359,5056
P,1564590389,5055
P,1564590418,5054
P,1564590447,5056
P,1564590477,5055
P,1564590506,5051
P,1564590535,5056
P,1564590564,5052
P,1564590594,5053
P,1564590624,5056
P,1564590653,5055
P,1564590683,5054
P,1564590712,5054
P,1564590741,5055
P,1564590770,5055
P,1564590800,5054
P,1564590829,5054
P,1564590858,5056
P,1564590888,5055
P,1564590918,5055
P,1564590947,5055
P,1564590976,5055
P,1564591006,5056
P,1564591035,5055
P,1564591064,5055
P,1564591094,5055
P,1564591123,5055
P,1564591152,5056
P,1564591181,5055
P,1564591212,5056
P,1564591241,5053
P,1564591270,5056
P,1564591299,5056
P,1564591329,5056
P,1564591358,5056
P,1564591387,5056
P,1564591417,5054
P,1564591446,5053
P,1564591475,5055
P,1564591505,5055
P,1564591535,5056
P,1564591564,5056
P,1564591593,5054
P,1564591623,5055
P,1564591652,5056
P,1564591681,5056
P,1564591710,5056
P,1564591740,5052
