H,1551152067,147519
T,1551152067,2750
X,1551152069,421518,670
X,1551152069,421571,514
X,1551152070,421598,750
X,1551152070,421581,323
X,1551152071,421595,502
X,1551152071,421645,650
X,1551152072,421693,521
X,1551152073,421679,527
X,1551152073,421629,561
X,1551152074,421542,493
X,1551152074,421450,312
X,1551152075,421075,495
X,1551152075,420967,528
X,1551152076,421107,595
X,1551152077,421301,637
X,1551152077,421379,524
X,1551152078,421348,331
X,1551152078,421258,308
X,1551152079,421190,325
X,1551152079,421280,374
A,1551152079,421420,726
T,1551152080,2750
P,1551152081,5113
X,1551152081,421551,399
X,1551152082,421507,205
X,1551152083,421657,376
X,1551152083,421769,278
X,1551152084,421824,1512
X,1551152084,421852,721
X,1551152085,421680,336
X,1551152085,421606,266
X,1551152086,421547,522
X,1551152087,421455,304
X,1551152087,421492,437
X,1551152088,421569,505
X,1551152088,421401,789
X,1551152089,421347,160
X,1551152089,421275,185
X,1551152090,421275,448
X,1551152090,421495,502
X,1551152091,421654,603
X,1551152092,421433,698
X,1551152092,421385,419
X,1551152093,421148,425
A,1551152093,421504,704
T,1551152093,2750
X,1551152095,421399,1568
X,1551152095,420850,3855
X,1551152096,421187,1275
X,1551152096,420739,6863
X,1551152096,421525,2476
X,1551152097,421444,671
X,1551152097,421113,2201
X,1551152098,420955,899
X,1551152098,420983,791
X,1551152099,421025,570
X,1551152099,421358,487
X,1551152100,421334,757
X,1551152101,421061,533
X,1551152101,421110,340
X,1551152102,420933,524
X,1551152102,421010,536
X,1551152103,421156,663
X,1551152103,421179,1108
X,1551152104,420999,617
X,1551152105,421269,428
X,1551152105,420948,541
X,1551152106,420854,500
X,1551152106,420931,723
X,1551152107,421226,635
X,1551152107,421210,843
X,1551152108,421175,351
X,1551152109,421119,523
A,1551152109,421105,590
T,1551152109,2750
P,1551152110,5118
X,1551152110,421297,526
X,1551152111,421266,753
X,1551152112,421201,884
X,1551152112,421252,507
X,1551152113,421119,378
X,1551152113,421053,540
X,1551152114,421176,347
X,1551152114,421230,657
X,1551152115,421294,563
X,1551152116,421257,531
X,1551152116,421307,524
X,1551152117,421250,402
X,1551152117,421030,29463
X,1551152118,421085,2074
X,1551152118,420975,533
X,1551152119,420893,677
X,1551152120,420855,566
X,1551152120,420847,395
X,1551152121,420706,599
X,1551152121,420929,459
X,1551152122,421040,634
X,1551152122,421063,746
A,1551152122,421100,601
T,1551152123,2750
X,1551152124,421130,2215
X,1551152125,421556,564
X,1551152126,421462,1823
X,1551152126,420853,1354
X,1551152127,420636,380
X,1551152127,420654,642
X,1551152128,420211,826
X,1551152128,420644,593
X,1551152129,421064,414
X,1551152130,420997,845
X,1551152130,420847,390
X,1551152131,420895,341
X,1551152131,420892,441
X,1551152132,420964,723
X,1551152132,421540,721
X,1551152133,421398,1833
X,1551152133,421337,2781
X,1551152134,421571,7003
X,1551152135,421050,3178
X,1551152135,420459,3071
X,1551152136,420894,1154
X,1551152136,420600,806
X,1551152137,420443,568
X,1551152137,420833,783
X,1551152137,421075,667
X,1551152138,421116,628
X,1551152138,420976,483
X,1551152139,420720,365
X,1551152139,420940,433
A,1551152139,420880,1345
P,1551152139,5117
T,1551152139,2750
X,1551152141,421499,1441
X,1551152142,421559,410
X,1551152142,421515,443
X,1551152143,421403,419
X,1551152144,421391,473
X,1551152144,421543,359
X,1551152145,421721,846
X,1551152145,421567,768
X,1551152146,421489,330
X,1551152146,421449,509
X,1551152147,421415,439
X,1551152148,421403,418
X,1551152148,421443,478
X,1551152149,421565,507
X,1551152149,421583,672
X,1551152150,421459,499
X,1551152150,421456,379
X,1551152151,421411,427
X,1551152152,421368,331
X,1551152152,421425,528
X,1551152153,421529,556
A,1551152153,421484,353
T,1551152153,2750
X,1551152155,421422,661
X,1551152155,421380,433
X,1551152156,421419,511
X,1551152156,421508,776
X,1551152157,421515,742
X,1551152157,421444,650
X,1551152158,421444,454
X,1551152159,421578,236
X,1551152159,421543,284
X,1551152160,421607,458
X,1551152160,421753,629
X,1551152161,421628,667
X,1551152161,421647,379
X,1551152162,421662,306
X,1551152163,421640,508
X,1551152163,421690,303
X,1551152164,421733,657
X,1551152164,421726,907
