41,193280
D,1557425443,194304
D,1557425445,196352
D,1557425447,193792
P,1557425448,5226
D,1557425449,193280
D,1557425451,194048
D,1557425453,194560
D,1557425455,194816
D,1557425458,194048
D,1557425460,194816
D,1557425462,193792
D,1557425464,194304
D,1557425466,194048
D,1557425469,194304
D,1557425471,194304
D,1557425473,194560
D,1557425475,194560
D,1557425477,194304
P,1557425478,5069
D,1557425480,194304
D,1557425482,194304
D,1557425484,194304
D,1557425486,194560
D,1557425488,194304
D,1557425490,195072
D,1557425492,194560
D,1557425494,193280
D,1557425496,192512
D,1557425499,194816
D,1557425501,195072
D,1557425503,194816
D,1557425505,194816
P,1557425507,5229
D,1557425507,194816
D,1557425510,195328
D,1557425512,194304
D,1557425514,195072
D,1557425516,195840
D,1557425518,194816
D,1557425521,194560
D,1557425523,194560
D,1557425525,195584
D,1557425527,194560
D,1557425528,194304
D,1557425531,194560
D,1557425533,194560
D,1557425535,194816
P,1557425536,5228
D,1557425537,193280
D,1557425539,195072
D,1557425542,194816
D,1557425544,195072
D,1557425546,195072
D,1557425548,193792
D,1557425550,196608
D,1557425553,196608
D,1557425555,196096
D,1557425557,196864
D,1557425559,195072
D,1557425561,195840
D,1557425564,195328
D,1557425566,195840
P,1557425566,5117
D,1557425568,195584
D,1557425569,191488
D,1557425571,196608
D,1557425574,196608
D,1557425576,194304
D,1557425578,194560
D,1557425580,194816
D,1557425582,195072
D,1557425585,194560
D,1557425587,194304
D,1557425589,194816
D,1557425591,195072
D,1557425593,193536
P,1557425595,5227
D,1557425596,194304
D,1557425598,194304
D,1557425600,194304
D,1557425602,194560
D,1557425604,194560
D,1557425607,194816
D,1557425609,194816
D,1557425611,194560
D,1557425613,194560
D,1557425615,194048
D,1557425618,194560
D,1557425620,193792
P,1557425625,5227
P,1557425654,5225
P,1557425684,5229
P,1557425713,5228
P,1557425743,5229
P,1557425773,5228
P,1557425802,5228
P,1557425831,5229
P,1557425860,5225
P,1557425890,5227
P,1557425919,5227
P,1557425948,5226
P,1557425978,5227
P,1557426007,5228
P,1557426037,5229
P,1557426066,5226
P,1557426096,5229
P,1557426125,5225
P,1557426154,5230
P,1557426184,5228
P,1557426213,5228
P,1557426242,5229
P,1557426271,5227
P,1557426301,5229
P,1557426331,5227
P,1557426360,5229
P,1557426390,5227
P,1557426419,5227
P,1557426448,5229
P,1557426477,5230
P,1557426507,5228
P,1557426536,5228
P,1557426565,5228
P,1557426595,5228
P,1557426625,5228
P,1557426654,5228
P,1557426683,5229
P,1557426713,5226
P,1557426742,5228
P,1557426771,5230
P,1557426800,5229
P,1557426830,5228
P,1557426859,5228
P,1557426888,5227
P,1557426919,5230
P,1557426948,5227
P,1557426977,5229
P,1557427006,5227
P,1557427036,5229
P,1557427065,5229
P,1557427094,5226
P,1557427124,5230
P,1557427153,5230
P,1557427182,5228
P,1557427212,5228
P,1557427242,5227
P,1557427271,5228
O,1557427284,146617,683
O,1557427285,146846,152
O,1557427285,147047,188
O,1557427286,147249,247
O,1557427286,147271,161
O,1557427287,147257,178
O,1557427287,147214,146
O,1557427288,147166,162
O,1557427289,147243,139
O,1557427289,147309,137
O,1557427290,147396,102
O,1557427290,147415,119
O,1557427291,147383,103
O,1557427291,147331,103
O,1557427292,147345,63
O,1557427292,147371,117
O,1557427292,147362,103
O,1557427293,147342,64
O,1557427293,147346,143
O,1557427294,147282,112
O,1557427294,147194,228
O,1557427295,147056,126
O,1557427296,146946,148
O,1557427296,146929,120
O,1557427297,146966,111
