,373271,702
X,1557343936,373296,849
X,1557343937,373314,471
X,1557343937,373407,991
X,1557343938,373212,1030
X,1557343938,373278,661
X,1557343939,373266,716
X,1557343939,373248,815
X,1557343940,373320,729
X,1557343941,373293,869
X,1557343941,373240,852
X,1557343942,373083,570
X,1557343942,373124,1010
X,1557343943,373072,667
A,1557343943,373271,335
T,1557343943,2821
R,1557343943,5C00DDFC91
X,1557343945,373108,807
X,1557343945,372913,1076
X,1557343946,372953,768
X,1557343946,373024,608
X,1557343947,373056,428
X,1557343948,373084,807
X,1557343948,373125,899
X,1557343949,373343,7076
X,1557343949,372648,2316
X,1557343950,372947,811
X,1557343950,373036,23196
X,1557343951,372668,1498
X,1557343952,373321,801
X,1557343952,373238,820
X,1557343953,372422,10554
X,1557343953,399008,55146
X,1557343954,152304,6159
X,1557343954,151808,1473
X,1557343955,151531,234
X,1557343956,151279,261
X,1557343956,151076,173
X,1557343956,150914,117
X,1557343956,150844,150
X,1557343957,150732,182
P,1557343957,5166
X,1557343957,150688,119
X,1557343958,150559,130
X,1557343959,150569,159
O,1557343959,150549,122
O,1557343960,150474,187
O,1557343960,150416,123
O,1557343961,150403,161
O,1557343961,150353,118
O,1557343962,150318,113
O,1557343963,150295,173
O,1557343963,150247,130
O,1557343964,150219,95
O,1557343964,150240,119
O,1557343965,150243,141
O,1557343965,150253,88
O,1557343966,150219,117
O,1557343966,150200,104
O,1557343967,150162,91
O,1557343968,150143,78
O,1557343968,150152,82
O,1557343969,150124,137
O,1557343969,150092,141
O,1557343970,150084,124
O,1557343970,150065,88
O,1557343971,150046,99
O,1557343972,150028,101
O,1557343972,150024,87
O,1557343973,150034,118
O,1557343973,150009,152
O,1557343974,149955,142
O,1557343974,149940,108
O,1557343975,149896,93
O,1557343976,149899,149
O,1557343976,149930,135
O,1557343977,149883,84
O,1557343977,149850,70
O,1557343978,149885,81
O,1557343978,149907,86
O,1557343979,149919,63
O,1557343980,149878,95
O,1557343980,149824,113
O,1557343981,149800,117
O,1557343981,149789,162
O,1557343982,149756,85
O,1557343982,149768,150
O,1557343983,149765,51
O,1557343984,149782,106
O,1557343984,149734,84
O,1557343985,149734,75
O,1557343985,149698,126
O,1557343986,149726,117
O,1557343986,149728,118
O,1557343987,149719,85
P,1557343987,5201
O,1557343988,149702,91
O,1557343988,149686,145
O,1557343989,149661,101
O,1557343989,149622,62
O,1557343990,149629,63
O,1557343990,149622,114
O,1557343991,149616,103
O,1557343991,149625,63
O,1557343992,149619,122
O,1557343993,149609,102
O,1557343993,149566,158
O,1557343994,149566,98
O,1557343994,149572,110
O,1557343995,149602,136
O,1557343995,149604,97
O,1557343996,149623,61
O,1557343997,149577,117
O,1557343997,149505,97
O,1557343997,149496,66
O,1557343997,149469,92
O,1557343998,149450,117
O,1557343998,149463,109
