H,1553832099,147519
P,1553832099,4948
P,1553832129,4947
P,1553832158,4947
P,1553832188,4947
P,1553832217,4934
P,1553832246,4947
P,1553832275,4946
P,1553832305,4946
P,1553832334,4948
P,1553832363,4946
P,1553832393,4947
P,1553832423,4947
P,1553832452,4946
P,1553832481,4948
P,1553832511,4947
P,1553832540,4948
P,1553832569,4948
P,1553832599,4949
P,1553832628,4948
P,1553832657,4948
P,1553832686,4946
P,1553832717,4948
P,1553832746,4948
P,1553832775,4946
P,1553832804,4947
P,1553832834,4948
P,1553832863,4948
P,1553832892,4947
P,1553832922,4947
P,1553832951,4946
P,1553832980,4948
P,1553833010,4948
P,1553833040,4946
P,1553833069,4946
P,1553833098,4947
P,1553833128,4948
P,1553833157,4948
P,1553833186,4947
P,1553833215,4948
P,1553833245,4948
P,1553833274,4949
P,1553833304,4947
D,1553833317,235520
D,1553833319,264448
R,1553833319,5C00DDFC91
R,1553833319,5C00DDFC91
R,1553833319,5C00DDFC91
X,1553833321,387040,2338
X,1553833322,387344,2416
X,1553833322,387478,1749
X,1553833323,387532,2286
X,1553833323,387646,9013
X,1553833324,387876,1663
X,1553833324,388030,1698
X,1553833325,388355,1828
X,1553833326,388150,1446
X,1553833326,388373,2069
X,1553833327,388146,1491
X,1553833327,388007,4913
X,1553833328,388245,1792
X,1553833328,387467,5694
X,1553833329,388353,7114
X,1553833330,389149,6964
X,1553833330,387307,4727
X,1553833331,387974,1542
X,1553833331,388022,5810
X,1553833332,387508,5431
X,1553833332,388188,1208
X,1553833333,388100,921
X,1553833334,388225,1150
P,1553833334,4939
X,1553833334,388299,892
X,1553833335,388304,1355
X,1553833335,388448,1884
X,1553833336,388446,973
X,1553833336,388495,1496
X,1553833337,388640,1360
X,1553833337,388561,2189
X,1553833337,388658,1080
X,1553833338,388613,620
X,1553833338,388605,936
X,1553833339,388755,1725
X,1553833339,388595,1114
X,1553833340,388755,1044
X,1553833341,388975,1641
X,1553833341,389041,6919
X,1553833342,389261,2493
X,1553833342,388900,2375
X,1553833343,389255,5464
X,1553833343,389577,7147
X,1553833344,389041,4258
X,1553833344,388631,3143
X,1553833345,388897,1892
X,1553833346,389071,848
X,1553833346,389226,1902
X,1553833347,389011,943
X,1553833347,389201,781
X,1553833348,389270,1009
X,1553833348,389081,713
X,1553833349,389288,984
X,1553833350,389080,7627
X,1553833350,389294,3495
X,1553833351,388698,25245
X,1553833351,391700,20359
X,1553833352,387966,8479
X,1553833352,387929,4909
X,1553833353,387318,3736
X,1553833354,386598,9578
X,1553833354,388785,2548
X,1553833355,388780,3003
X,1553833355,388931,2778
X,1553833356,388890,1418
X,1553833356,388958,5029
X,1553833357,388998,2056
X,1553833358,389081,1574
X,1553833358,389107,1460
X,1553833359,389152,1338
X,1553833359,389057,1518
X,1553833360,389148,1645
X,1553833360,389210,1289
X,1553833361,390043,3467
X,1553833362,389038,2297
X,1553833362,389157,4061
X,1553833363,389330,1720
P,1553833363,4936
X,1553833363,389557,5208
X,1553833364,389649,1397
X,1553833364,389607,1212
X,1553833365,389706,1080
X,1553833366,389619,1668
X,1553833366,389807,1321
X,1553833367,389683,1657
X,1553833367,389709,3142
X,1553833368,389781,1992
X,1553833368,389984,1371
X,1553833369,389806,1004
X,1553833369,389891,1249
X,1553833370,389864,1074
X,1553833371,389746,458
X,1553833371,390207,5953
X,1553833372,390157,1045
X,1553833372,389517,22394
X,1553833373,390459,2230
X,1553833373,390635,2070
X,1553833374,390641,1723
X,1553833375,391049,1484
X,1553833375,390773,2328
X,1553833376,391493,2066
X,1553833376,391615,3159
X,1553833377,391364,694
X,1553833377,391615,1197
X,1553833378,391794,699
X,1553833378,391575,815
X,1553833378,391509,911
X,1553833379,391547,1270
X,1553833379,391472,720
X,1553833380,391546,737
X,1553833380,391425,739
X,1553833381,391503,2002
X,1553833382,391702,616
X,1553833382,391668,1022
X,1553833383,391671,511
A,1553833383,390075,3694
T,1553833383,2780
R,1553833383,5C00DDFC91
R,1553833383,5C00DDFC91
R,1553833383,5C00DDFC91
X,1553833385,391115,2809
X,1553833385,391191,1021
X,1553833386,391203,869
X,1553833386,391104,3383
X,1553833387,391045,1700
X,1553833388,391002,666
X,1553833388,391121,836
X,1553833389,391114,624
X,1553833389,391162,556
X,1553833390,391327,1192
X,1553833390,391297,1091
X,1553833391,391163,430
X,1553833391,391272,707
P,1553833392,4937
X,1553833392,391359,792
X,1553833393,391330,904
X,1553833393,391324,998
X,1553833394,391390,1146
X,1553833394,391225,830
