
T,1554838174,2841
U,1554838174,64657
X,1554838176,368084,463
X,1554838176,368073,580
X,1554838177,368053,631
X,1554838178,368064,1060
X,1554838178,368136,347
X,1554838179,368104,414
X,1554838179,368104,549
X,1554838180,368122,467
P,1554838180,4552
X,1554838180,368181,580
X,1554838181,368119,576
X,1554838182,368056,554
X,1554838182,367784,600
X,1554838183,367940,780
X,1554838183,367913,945
X,1554838184,368024,5720
X,1554838184,368128,914
X,1554838185,368232,720
X,1554838185,368322,407
X,1554838186,368358,788
X,1554838187,368396,671
X,1554838187,368313,627
X,1554838188,368242,343
A,1554838188,368133,612
T,1554838188,2841
U,1554838188,64657
X,1554838190,368417,260
X,1554838190,368321,446
X,1554838191,368314,332
X,1554838191,368328,312
X,1554838192,368280,580
X,1554838193,368313,546
X,1554838193,368292,564
X,1554838194,368314,349
X,1554838194,368296,442
X,1554838195,368200,493
X,1554838195,368181,485
X,1554838196,367735,1795
X,1554838197,367809,5054
X,1554838197,367263,5688
X,1554838198,367716,7170
X,1554838198,368842,7845
X,1554838199,370037,9066
X,1554838199,369312,8461
X,1554838200,368805,9859
X,1554838201,370665,10046
X,1554838201,369584,10961
X,1554838202,368395,12094
X,1554838202,368513,9674
X,1554838203,368202,8508
X,1554838203,368878,8504
X,1554838204,368844,6468
X,1554838205,368501,5820
