H,1552357647,147519
T,1552357647,2749
R,1552357647,700D9B77F
X,1552357648,411049,585
X,1552357649,411008,993
X,1552357649,411112,750
X,1552357650,410870,560
X,1552357651,410766,808
X,1552357651,411030,562
X,1552357652,410925,949
X,1552357652,410773,719
X,1552357653,410594,633
X,1552357653,410913,948
X,1552357654,411160,491
P,1552357654,5044
X,1552357655,411136,870
X,1552357655,411059,983
X,1552357656,410232,1093
X,1552357656,410293,954
X,1552357657,410459,1642
X,1552357657,410476,1428
X,1552357658,410127,3504
X,1552357659,410095,5876
X,1552357659,411340,4799
X,1552357660,410766,842
X,1552357660,410369,1027
X,1552357661,410040,1371
X,1552357661,409828,3422
X,1552357662,410105,2558
X,1552357663,410411,1191
X,1552357663,410261,1023
X,1552357664,410687,767
X,1552357664,410495,657
X,1552357665,409755,920
X,1552357665,409977,1467
X,1552357666,410033,752
X,1552357667,410433,1898
X,1552357667,410414,936
A,1552357667,410741,1405
T,1552357667,2749
R,1552357667,700D9B77F
X,1552357669,410583,624
X,1552357670,410755,827
X,1552357670,410946,1114
X,1552357671,410886,982
X,1552357671,410646,672
X,1552357672,410445,635
X,1552357672,410517,896
X,1552357673,410663,544
X,1552357674,410882,795
X,1552357674,410875,655
X,1552357675,410585,596
X,1552357675,410610,406
X,1552357676,410590,453
X,1552357676,410619,455
X,1552357677,410760,900
X,1552357678,410672,763
X,1552357678,410601,663
X,1552357679,410509,911
X,1552357679,410182,813
X,1552357680,410573,698
X,1552357680,409809,917
A,1552357680,410588,1077
T,1552357681,2749
R,1552357681,700D9B77F
X,1552357682,410060,502
X,1552357682,410062,751
X,1552357683,410247,825
X,1552357683,410428,455
P,1552357683,5059
X,1552357684,410396,781
X,1552357684,410483,1031
X,1552357685,410285,716
X,1552357685,410164,509
X,1552357686,410285,667
X,1552357687,410441,335
X,1552357687,409982,720
X,1552357688,410109,783
X,1552357688,410069,450
X,1552357689,410319,900
X,1552357689,409868,1470
X,1552357690,410301,585
X,1552357691,410170,592
X,1552357691,410201,1152
X,1552357692,410401,792
X,1552357692,410416,1036
X,1552357693,410619,752
X,1552357693,410498,1275
X,1552357694,410238,537
X,1552357694,409677,1093
X,1552357695,409998,691
X,1552357696,410093,780
A,1552357696,410233,637
T,1552357696,2749
R,1552357696,700D9B77F
X,1552357698,410288,1047
X,1552357698,410333,805
X,1552357699,410369,854
X,1552357699,410773,883
X,1552357700,410995,777
X,1552357700,410943,639
X,1552357701,410855,911
X,1552357702,410934,777
X,1552357702,410961,798
X,1552357703,411118,849
X,1552357703,411061,1166
X,1552357704,411026,597
X,1552357704,410874,814
X,1552357705,410688,494
X,1552357706,410529,792
X,1552357706,411039,885
X,1552357707,411361,884
X,1552357707,411244,605
X,1552357708,411208,656
X,1552357708,410968,515
X,1552357709,410911,794
X,1552357710,410863,1135
X,1552357710,410533,1186
X,1552357711,410832,1121
X,1552357711,410452,695
A,1552357711,410879,1028
T,1552357711,2749
R,1552357712,700D9B77F
X,1552357713,410928,814
P,1552357713,5055
X,1552357714,411183,1035
X,1552357714,411325,684
X,1552357715,411249,926
X,1552357715,411141,672
X,1552357716,411131,751
X,1552357717,410831,759
X,1552357717,410672,1128
X,1552357718,410451,1127
X,1552357718,410969,418
X,1552357719,410846,757
X,1552357719,411046,828
X,1552357720,410926,1004
X,1552357721,410294,736
X,1552357721,410796,608
X,1552357722,410825,869
X,1552357722,410918,796
X,1552357723,410878,635
X,1552357723,410938,565
X,1552357723,410812,769
X,1552357724,410873,716
X,1552357724,410985,564
X,1552357725,411000,1643
X,1552357725,410613,631
X,1552357726,410209,865
A,1552357726,410880,1116
T,1552357726,2749
R,1552357726,700D9B77F
X,1552357728,410628,636
X,1552357728,410625,887
X,1552357729,410473,794
X,1552357729,410452,724
X,1552357730,410305,804
X,1552357731,409981,1015
X,1552357731,410110,6526
X,1552357732,410423,748
X,1552357732,410479,888
X,1552357733,410242,825
X,1552357733,410335,630
X,1552357734,410309,767
X,1552357735,410371,9378
X,1552357735,410473,2263
X,1552357736,410370,1171
X,1552357736,409841,666
X,1552357737,409926,1163
X,1552357737,410339,990
X,1552357738,410439,1129
X,1552357739,410645,1331
X,1552357739,410842,620
X,1552357740,410913,415
