,47,1072
X,1559785220,395403,956
X,1559785221,395808,2382
X,1559785221,395342,27992
X,1559785222,395071,12633
X,1559785223,395589,2342
X,1559785223,395552,6138
X,1559785224,395470,3074
X,1559785224,395449,4271
X,1559785225,395524,2988
X,1559785225,395146,1003
X,1559785226,395300,1607
X,1559785226,395416,616
X,1559785227,395547,1077
X,1559785228,395362,750
X,1559785228,395391,889
X,1559785229,395556,1020
X,1559785229,395492,610
X,1559785230,395401,2403
X,1559785230,395440,911
X,1559785231,395548,1130
X,1559785232,395576,2307
X,1559785232,395456,600
P,1559785233,5164
X,1559785233,395487,890
X,1559785233,395486,867
X,1559785234,395547,789
X,1559785234,395593,1470
X,1559785235,395716,901
X,1559785236,395731,701
X,1559785236,395508,1115
X,1559785237,395465,910
X,1559785237,395604,778
X,1559785238,395766,764
X,1559785238,395572,705
X,1559785239,395584,410
X,1559785240,395646,706
A,1559785240,395520,498
T,1559785240,2904
U,1559785240,46931
X,1559785242,395474,930
X,1559785242,395476,413
X,1559785243,395391,1148
X,1559785243,395441,892
X,1559785244,395392,658
X,1559785244,395336,559
X,1559785245,395438,821
X,1559785246,395520,1172
X,1559785246,395344,638
X,1559785247,395536,583
X,1559785247,395528,549
X,1559785248,395544,638
X,1559785248,395597,737
X,1559785249,395617,1023
X,1559785249,395699,559
X,1559785250,395458,996
X,1559785251,395427,389
X,1559785251,395406,876
X,1559785252,395558,1208
X,1559785252,395449,2247
X,1559785253,395165,1167
X,1559785253,395183,942
X,1559785254,395466,723
X,1559785255,395749,987
X,1559785255,395685,1548
X,1559785255,395671,837
X,1559785255,395611,888
A,1559785255,395488,566
T,1559785255,2904
U,1559785256,46931
X,1559785257,395693,540
X,1559785258,395567,682
X,1559785258,395592,758
X,1559785259,395607,933
X,1559785260,395756,1285
X,1559785260,395743,546
X,1559785261,395660,564
X,1559785261,395651,373
P,1559785262,5166
X,1559785262,395597,822
X,1559785262,395476,737
X,1559785263,395260,2662
X,1559785264,395353,848
X,1559785264,395448,1005
