H,1551157523,147519
R,1551157523,700D9B77F
X,1551157524,414134,1347
X,1551157525,414118,519
X,1551157526,414061,585
X,1551157526,414098,564
X,1551157527,414185,565
X,1551157527,414219,497
X,1551157528,414214,535
X,1551157528,414140,505
X,1551157529,414195,618
X,1551157530,414137,579
X,1551157530,414026,625
X,1551157531,414145,1003
X,1551157531,414263,453
X,1551157532,414324,876
X,1551157532,414345,345
X,1551157533,414370,712
X,1551157533,414287,468
X,1551157534,414174,778
X,1551157535,414214,541
X,1551157535,414177,507
X,1551157536,414082,632
X,1551157536,414160,769
A,1551157536,414189,344
T,1551157536,2749
R,1551157537,700D9B77F
X,1551157538,414223,598
X,1551157539,414209,550
X,1551157539,414285,733
X,1551157540,414158,703
X,1551157541,414081,843
X,1551157541,414171,207
X,1551157542,414209,576
X,1551157542,414288,584
X,1551157543,414326,425
X,1551157543,414252,573
X,1551157544,414011,525
X,1551157545,414002,1101
X,1551157545,414099,484
X,1551157546,414007,506
X,1551157546,414066,733
X,1551157547,414257,400
X,1551157547,414144,988
X,1551157548,414178,200
X,1551157549,414223,432
X,1551157549,414265,903
X,1551157550,414133,664
A,1551157550,414179,319
T,1551157550,2749
P,1551157550,5107
R,1551157550,700D9B77F
X,1551157552,413019,3190
X,1551157552,413458,2082
X,1551157552,413352,2698
X,1551157552,413784,5517
X,1551157553,413202,2205
X,1551157553,413349,2490
X,1551157554,413564,1338
X,1551157555,413144,3627
X,1551157555,413681,6825
X,1551157556,413927,1492
X,1551157556,413852,6874
X,1551157557,414039,9248
X,1551157557,414829,9002
X,1551157558,413925,1242
X,1551157559,414143,2271
X,1551157559,413967,553
X,1551157560,413989,516
X,1551157560,414696,5655
X,1551157561,413377,6556
X,1551157561,414065,1473
X,1551157562,414236,572
X,1551157563,414172,520
X,1551157563,414462,483
X,1551157564,414323,769
X,1551157564,414298,630
X,1551157565,414291,886
X,1551157565,414373,510
X,1551157566,414380,627
X,1551157567,414197,507
X,1551157567,414089,425
X,1551157568,413502,2258
X,1551157568,413364,5743
X,1551157569,413689,1490
X,1551157569,413591,939
X,1551157570,413741,792
X,1551157571,413666,1275
X,1551157571,413781,614
X,1551157572,411978,8173
X,1551157572,413425,29714
X,1551157573,407665,15509
X,1551157573,413992,24794
X,1551157574,414583,10043
X,1551157575,412271,10759
X,1551157575,413676,11072
X,1551157576,412072,8661
X,1551157576,410994,16462
X,1551157577,423909,62428
X,1551157577,169619,34259
X,1551157578,153335,5082
X,1551157578,152286,3102
P,1551157579,5109
X,1551157579,151377,709
X,1551157580,151050,455
X,1551157580,150839,210
X,1551157581,150733,232
X,1551157581,150573,242
X,1551157582,150416,111
X,1551157582,150277,208
X,1551157583,150185,362
O,1551157584,150190,265
O,1551157584,150056,572
O,1551157585,150006,165
O,1551157585,150032,259
O,1551157586,149865,114
O,1551157586,149846,172
O,1551157587,149811,188
O,1551157588,149748,218
O,1551157588,149797,174
O,1551157589,149796,131
O,1551157589,149761,225
O,1551157590,149708,116
O,1551157590,149786,95
O,1551157591,149783,87
O,1551157592,149803,113
O,1551157592,149862,121
O,1551157593,149832,129
O,1551157593,149763,103
O,1551157593,149687,108
O,1551157593,149703,184
O,1551157594,149730,169
O,1551157595,149643,137
O,1551157595,149611,153
O,1551157596,149603,108
O,1551157596,149654,69
O,1551157597,149648,61
O,1551157597,149630,147
O,1551157598,149608,48
O,1551157599,149494,291
O,1551157599,149450,161
O,1551157600,149499,240
O,1551157600,149502,199
O,1551157601,149504,226
O,1551157601,149442,140
O,1551157602,149462,116
O,1551157603,149505,109
O,1551157603,149439,156
O,1551157604,149364,172
O,1551157604,149422,202
O,1551157605,149476,110
O,1551157605,149406,149
O,1551157606,149335,119
O,1551157606,149311,167
O,1551157607,149383,134
O,1551157608,149351,274
P,1551157608,5109
O,1551157608,149280,177
O,1551157609,149307,172
O,1551157609,149318,107
O,1551157610,149355,259
O,1551157610,149293,257
O,1551157611,149308,181
O,1551157612,149236,189
O,1551157612,149190,76
O,1551157613,149200,148
O,1551157613,149127,194
O,1551157614,149046,112
O,1551157614,149090,161
O,1551157615,149087,112
O,1551157616,149118,100
O,1551157616,149089,118
