H,1552259625,147519
T,1552259625,2802
X,1552259627,416559,573
X,1552259627,416492,952
X,1552259628,416456,553
X,1552259628,415928,1238
X,1552259629,416171,972
X,1552259629,416086,726
X,1552259629,415805,1060
X,1552259630,415915,880
X,1552259630,416416,592
X,1552259631,416624,1031
X,1552259631,416412,1250
X,1552259632,416499,969
X,1552259632,416666,1075
X,1552259633,416577,772
X,1552259634,416512,789
X,1552259634,416880,4465
X,1552259635,416595,4522
X,1552259635,416526,447
X,1552259636,416619,657
X,1552259636,416623,451
X,1552259637,416599,660
X,1552259638,416462,686
X,1552259638,416527,872
X,1552259639,416579,1108
X,1552259639,416578,823
X,1552259640,416685,895
X,1552259640,416738,566
X,1552259641,416821,350
A,1552259641,416493,906
T,1552259641,2802
X,1552259643,416878,1048
P,1552259643,5067
X,1552259644,416626,1060
X,1552259644,416678,844
X,1552259645,416887,881
X,1552259645,416625,496
X,1552259646,416564,696
X,1552259646,416471,323
X,1552259647,416450,722
X,1552259647,416553,1005
X,1552259648,416605,884
X,1552259649,416488,898
X,1552259649,416730,708
X,1552259650,416725,539
X,1552259650,416547,550
X,1552259651,416545,317
X,1552259651,416559,1302
X,1552259652,416511,965
X,1552259653,416540,454
X,1552259653,416585,1706
X,1552259654,416019,4146
X,1552259654,416419,500
X,1552259655,416564,424
X,1552259655,416502,1152
X,1552259656,416509,602
X,1552259657,416597,1041
X,1552259657,416628,465
X,1552259658,416634,548
X,1552259658,416630,568
A,1552259658,416587,468
T,1552259658,2802
X,1552259660,416569,741
X,1552259661,416689,1108
X,1552259661,416871,695
X,1552259662,416572,481
X,1552259663,416663,675
X,1552259663,416636,517
X,1552259664,416464,693
X,1552259664,416193,1068
X,1552259665,416377,1264
X,1552259665,415994,1123
X,1552259666,416316,683
X,1552259667,416408,743
X,1552259667,416175,955
X,1552259668,416247,661
X,1552259668,416492,701
X,1552259669,416436,781
X,1552259669,416509,968
X,1552259670,416542,537
X,1552259670,416568,446
X,1552259670,416577,600
X,1552259671,416524,289
X,1552259671,416517,955
X,1552259672,416580,417
X,1552259672,416588,781
A,1552259672,416512,696
T,1552259672,2802
P,1552259673,5066
X,1552259674,416479,1359
X,1552259675,416233,1979
X,1552259675,416423,6731
X,1552259676,416507,2017
X,1552259677,416508,542
X,1552259677,416465,877
X,1552259678,416462,420
X,1552259678,416377,871
X,1552259679,416388,484
X,1552259679,416362,535
X,1552259680,416480,853
X,1552259681,416633,968
X,1552259681,416603,1167
X,1552259682,416585,321
X,1552259682,416417,1489
X,1552259683,416317,924
X,1552259683,416260,263
X,1552259684,416216,1423
X,1552259685,416106,766
X,1552259685,416311,886
X,1552259686,416192,509
X,1552259686,415950,785
X,1552259687,415440,710
X,1552259687,415274,644
X,1552259688,415558,629
X,1552259689,415747,695
X,1552259689,415481,860
A,1552259689,416144,1359
T,1552259689,2802
X,1552259691,416290,315
X,1552259692,416264,853
X,1552259692,416031,741
X,1552259693,416339,739
X,1552259693,416040,24221
X,1552259694,415926,2155
X,1552259694,416226,937
X,1552259695,416113,1824
X,1552259696,416014,911
X,1552259696,416194,574
X,1552259697,416397,1164
X,1552259697,416235,577
X,1552259698,416209,761
X,1552259698,416226,1045
X,1552259699,416308,798
X,1552259700,416280,1103
X,1552259700,416128,737
X,1552259701,416128,628
X,1552259701,416085,1283
X,1552259702,415958,875
X,1552259702,416007,927
P,1552259703,5066
X,1552259703,415935,1155
X,1552259704,416226,819
X,1552259704,416121,729
X,1552259705,416100,902
X,1552259705,416324,1177
X,1552259706,416276,872
X,1552259706,416293,973
X,1552259707,416160,1203
X,1552259708,416513,897
A,1552259708,416193,555
T,1552259708,2802
X,1552259709,416451,1313
X,1552259710,416489,677
X,1552259711,416481,978
X,1552259711,416508,561
X,1552259711,416281,932
X,1552259711,415903,845
X,1552259712,416011,1237
X,1552259712,416456,880
X,1552259713,416614,1381
X,1552259714,416305,979
X,1552259714,416229,652
X,1552259715,416274,1073
X,1552259715,416384,678
X,1552259716,416415,853
X,1552259716,416494,885
X,1552259717,416486,783
X,1552259718,416416,761
X,1552259718,416453,876
X,1552259719,416457,743
X,1552259719,416390,720
X,1552259720,416382,954
