579,2821
U,1551386579,64657
X,1551386581,385471,476
X,1551386582,385338,531
X,1551386582,385285,869
X,1551386583,385324,577
X,1551386583,385445,494
X,1551386584,385477,351
X,1551386584,385183,661
X,1551386585,385297,593
X,1551386585,385266,888
X,1551386586,384929,1451
X,1551386587,383892,854
X,1551386587,384258,1376
X,1551386588,384715,1108
X,1551386588,385176,637
X,1551386589,385195,506
X,1551386589,385434,461
X,1551386590,385522,371
X,1551386591,385165,300
X,1551386591,385416,673
P,1551386591,5142
X,1551386592,385434,829
X,1551386592,385288,288
X,1551386593,385272,257
X,1551386593,385294,627
A,1551386593,385258,1630
T,1551386593,2821
U,1551386593,64657
X,1551386594,384477,1417
X,1551386595,383764,1957
X,1551386596,384310,1443
X,1551386596,384933,941
X,1551386597,384691,1112
X,1551386597,385089,864
X,1551386598,384790,1206
X,1551386598,385108,5337
X,1551386599,383803,10324
X,1551386600,383957,1433
X,1551386600,384956,1757
X,1551386601,385654,2338
X,1551386601,385402,888
X,1551386602,385044,527
X,1551386602,385293,1077
X,1551386603,385251,1108
X,1551386604,384780,567
X,1551386604,385061,1282
X,1551386605,384902,2231
X,1551386605,385241,436
X,1551386606,385267,577
X,1551386606,385318,775
X,1551386607,385234,781
X,1551386607,385244,768
X,1551386608,384886,483
X,1551386609,384583,1160
X,1551386609,384683,851
X,1551386610,384527,1348
X,1551386610,383062,1832
X,1551386611,383374,951
X,1551386611,384241,616
X,1551386612,384756,1004
X,1551386613,383295,1408
X,1551386613,382894,1421
X,1551386614,383710,845
X,1551386614,383905,1619
X,1551386615,382019,1168
X,1551386615,382723,1575
X,1551386616,383292,1391
X,1551386617,383662,782
X,1551386617,383883,1203
X,1551386618,384399,717
X,1551386618,384966,787
X,1551386619,384613,699
X,1551386619,384665,760
A,1551386619,384737,2028
T,1551386620,2822
U,1551386620,64657
P,1551386620,5140
X,1551386621,384754,725
X,1551386622,384732,513
X,1551386623,384901,792
X,1551386623,384606,1406
X,1551386624,384227,751
X,1551386624,384627,1132
X,1551386625,384583,1512
X,1551386625,383603,786
X,1551386626,383642,1013
X,1551386627,384047,1806
X,1551386627,384059,1605
X,1551386628,384012,1285
X,1551386628,384438,848
X,1551386629,384658,398
X,1551386629,384858,749
X,1551386630,385177,514
X,1551386630,385111,563
X,1551386631,384477,1190
X,1551386632,384424,742
X,1551386632,384708,581
X,1551386633,385059,577
X,1551386633,385020,568
X,1551386634,385162,986
X,1551386634,385218,963
X,1551386634,385417,439
X,1551386635,385567,616
X,1551386635,385511,513
X,1551386636,385303,432
A,1551386636,384892,1964
T,1551386636,2822
U,1551386636,64657
X,1551386638,385198,618
X,1551386638,385269,497
X,1551386639,384930,569
X,1551386639,385373,998
X,1551386640,385039,710
X,1551386641,384803,905
X,1551386641,385304,316
X,1551386642,385290,512
X,1551386642,385322,747
X,1551386643,385245,658
X,1551386643,384825,2790
X,1551386644,384602,4438
X,1551386645,384669,2651
X,1551386645,384187,493
X,1551386646,384394,771
X,1551386646,384578,1260
X,1551386647,383969,1179
X,1551386647,383992,1322
X,1551386648,384488,2160
X,1551386649,384890,1240
X,1551386649,384676,1605
P,1551386650,5142
X,1551386650,385208,778
X,1551386650,385048,803
X,1551386651,385267,485
X,1551386651,385649,496
X,1551386652,385591,394
X,1551386653,385664,395
X,1551386653,385464,744
X,1551386654,385167,923
A,1551386654,385170,1477
T,1551386654,2822
U,1551386654,64657
X,1551386656,385401,531
X,1551386656,385461,787
X,1551386657,385720,706
X,1551386657,385581,731
X,1551386658,385681,455
X,1551386658,385592,546
