,359704,2779
X,1554576001,360093,3176
X,1554576001,360195,730
X,1554576002,360129,1099
X,1554576002,360218,718
X,1554576003,360260,442
X,1554576004,360307,709
X,1554576004,360386,701
X,1554576005,359992,2443
X,1554576005,360761,7220
X,1554576006,360302,1563
X,1554576006,360473,1154
X,1554576007,360459,17882
X,1554576008,360353,2667
X,1554576008,360616,18140
X,1554576009,359815,9019
X,1554576009,360630,583
X,1554576010,360635,24006
X,1554576010,360578,1091
X,1554576011,360695,1028
X,1554576011,360677,678
P,1554576012,4758
X,1554576012,360961,1628
X,1554576013,359847,12807
X,1554576013,360979,19701
X,1554576013,361888,10047
X,1554576013,362015,4910
X,1554576014,361108,6385
X,1554576014,360923,4589
X,1554576015,360661,3725
X,1554576016,361126,5030
X,1554576016,361268,819
X,1554576017,361118,959
X,1554576017,361137,869
X,1554576018,361225,876
X,1554576018,361084,775
X,1554576019,361060,2584
X,1554576020,361213,2194
X,1554576020,361231,1061
X,1554576021,361185,751
X,1554576021,361202,429
X,1554576022,361080,1061
X,1554576022,361183,501
X,1554576023,361047,5454
X,1554576024,361254,1644
X,1554576024,361286,947
X,1554576025,361143,1850
X,1554576025,361663,3354
X,1554576026,361531,2853
X,1554576026,361211,790
X,1554576027,361217,432
A,1554576027,360722,2265
T,1554576027,2839
R,1554576027,5C00DDFC91
R,1554576027,5C00DDFC91
R,1554576027,5C00DDFC91
X,1554576029,361268,459
X,1554576030,361570,6457
X,1554576030,361640,4969
X,1554576031,361293,724
X,1554576031,361318,3137
X,1554576032,361352,1770
X,1554576032,361332,434
X,1554576033,361376,327
