H,1552708395,147519
U,1552708395,46975
X,1552708396,421356,548
X,1552708397,421325,563
X,1552708397,421267,661
P,1552708397,5083
X,1552708398,421249,765
X,1552708398,421304,713
X,1552708399,421269,870
X,1552708399,421319,504
X,1552708400,421310,556
X,1552708401,421254,637
X,1552708401,421328,704
X,1552708402,421378,607
X,1552708402,421335,671
X,1552708403,421376,672
X,1552708403,421305,675
X,1552708404,421323,447
X,1552708405,421407,535
X,1552708405,421448,783
X,1552708406,421430,624
X,1552708406,421369,653
X,1552708407,421382,774
A,1552708407,421336,199
T,1552708407,2811
U,1552708407,46975
X,1552708409,421334,714
X,1552708409,421290,653
X,1552708410,421238,1098
X,1552708411,421321,885
X,1552708411,421223,1194
X,1552708412,421558,2352
X,1552708412,421042,5853
X,1552708413,421155,838
X,1552708413,421186,672
X,1552708414,421145,787
X,1552708415,421204,657
X,1552708415,421412,673
X,1552708416,421468,1016
X,1552708416,421439,908
X,1552708417,421336,947
X,1552708417,421400,1287
X,1552708418,421393,1211
X,1552708419,421423,901
X,1552708419,421358,1079
X,1552708420,421448,1765
X,1552708420,420792,5111
X,1552708421,421028,2558
X,1552708421,421119,765
X,1552708422,421272,797
X,1552708422,421082,1034
X,1552708423,421184,742
X,1552708424,421290,749
X,1552708424,421406,461
X,1552708424,421287,295
X,1552708424,421425,1367
X,1552708425,421296,1220
X,1552708425,420855,665
X,1552708426,420856,922
P,1552708427,5082
X,1552708427,420887,604
A,1552708427,421220,584
T,1552708427,2811
U,1552708427,46975
X,1552708429,421064,1501
X,1552708429,421126,401
X,1552708430,421053,912
X,1552708430,421068,502
X,1552708431,421069,686
X,1552708431,421082,1109
X,1552708432,421116,1048
X,1552708433,421102,876
X,1552708433,421058,616
X,1552708434,421075,943
X,1552708434,421082,873
X,1552708435,421150,634
X,1552708435,421116,535
X,1552708436,421101,651
X,1552708437,421109,553
X,1552708437,421240,2805
X,1552708438,420602,7231
X,1552708438,421249,5262
X,1552708439,421277,987
X,1552708439,421241,694
X,1552708440,421185,699
X,1552708441,421317,547
X,1552708441,421332,964
X,1552708442,421361,1037
X,1552708442,421334,569
X,1552708443,421317,636
X,1552708443,421225,774
A,1552708443,421166,281
T,1552708444,2811
U,1552708444,46975
X,1552708445,421381,619
X,1552708446,421364,697
X,1552708446,421268,1068
X,1552708447,421311,603
X,1552708448,421369,1105
X,1552708448,421323,905
X,1552708449,421268,291
X,1552708449,421271,551
X,1552708450,421257,1101
X,1552708450,421119,1258
X,1552708451,421088,2350
X,1552708452,421278,702
X,1552708452,421071,677
X,1552708453,421017,492
X,1552708453,421112,424
X,1552708454,421111,742
X,1552708454,421199,899
X,1552708455,421148,735
X,1552708456,421093,656
X,1552708456,421158,696
P,1552708457,5082
X,1552708457,421193,863
X,1552708457,421195,426
X,1552708458,421203,721
X,1552708458,421199,738
X,1552708459,421203,795
A,1552708459,421204,364
T,1552708459,2811
U,1552708459,46975
X,1552708461,421272,590
X,1552708462,421153,710
X,1552708462,421206,1202
X,1552708463,421193,1121
X,1552708463,421288,888
X,1552708464,421133,846
X,1552708464,421121,705
X,1552708465,421118,1103
X,1552708465,421140,1113
X,1552708465,421357,578
X,1552708466,421370,619
X,1552708466,421226,805
X,1552708467,421198,813
X,1552708467,421221,940
X,1552708468,421154,1046
X,1552708468,421123,666
X,1552708469,421133,873
X,1552708470,421077,760
X,1552708470,421191,976
X,1552708471,421223,1191
X,1552708471,421155,795
X,1552708472,421008,717
X,1552708472,420870,715
X,1552708473,421058,1014
X,1552708474,420990,1122
X,1552708474,420989,785
X,1552708475,420800,784
X,1552708475,420925,706
A,1552708475,421130,570
T,1552708475,2811
U,1552708476,46975
X,1552708477,421177,727
X,1552708478,421155,770
X,1552708478,421074,2743
X,1552708479,421092,878
X,1552708480,420934,6698
X,1552708480,420400,3367
X,1552708481,421324,1473
X,1552708481,421018,614
X,1552708482,420991,1055
X,1552708482,420652,29478
X,1552708483,421152,4126
X,1552708484,421234,2446
X,1552708484,421239,1321
X,1552708485,421242,1438
X,1552708485,421184,667
P,1552708486,5079
X,1552708486,421434,2229
X,1552708486,421232,2460
X,1552708487,420901,911
X,1552708487,421083,603
X,1552708488,421200,741
X,1552708489,421190,591
