,,144759,190
O,1563932843,144720,119
O,1563932843,144689,118
O,1563932844,144682,101
P,1563932844,5077
O,1563932844,144692,121
O,1563932845,144673,72
O,1563932846,144652,120
O,1563932846,144643,296
O,1563932847,144625,121
O,1563932847,144625,142
O,1563932848,144621,147
O,1563932848,144616,81
O,1563932849,144582,160
O,1563932850,144573,137
O,1563932850,144569,162
O,1563932851,144573,121
O,1563932851,144575,184
O,1563932852,144532,165
O,1563932852,144504,122
O,1563932853,144504,90
O,1563932853,144481,103
O,1563932854,144477,123
O,1563932855,144504,100
O,1563932855,144476,110
O,1563932856,144502,101
O,1563932856,144459,132
O,1563932857,144435,115
O,1563932857,144436,123
O,1563932858,144409,115
O,1563932859,144404,170
O,1563932859,144414,84
O,1563932860,144397,114
O,1563932860,144400,109
O,1563932861,144413,113
O,1563932861,144432,212
O,1563932862,144404,155
O,1563932863,144396,163
O,1563932863,144349,174
O,1563932864,144360,67
O,1563932864,144379,129
O,1563932865,144389,105
O,1563932865,144384,111
O,1563932866,144348,107
O,1563932867,144353,146
O,1563932867,144339,123
O,1563932868,144344,67
O,1563932868,144352,74
O,1563932869,144324,217
O,1563932869,144320,134
O,1563932870,144295,96
O,1563932871,144313,124
O,1563932871,144323,60
O,1563932872,144330,135
O,1563932872,144340,108
O,1563932873,144326,153
O,1563932873,144300,129
O,1563932874,144315,189
P,1563932874,5074
O,1563932875,144309,142
