H,1553473722,147519
T,1553473722,2817
R,1553473722,700D9B77F
X,1553473724,437982,1392
X,1553473724,437550,7546
X,1553473725,438782,6759
X,1553473725,437955,1444
X,1553473726,438029,1026
X,1553473726,438067,806
X,1553473727,438095,791
X,1553473728,438178,744
X,1553473728,438063,1048
X,1553473729,438040,772
X,1553473729,438023,532
X,1553473730,438010,479
X,1553473730,438072,761
X,1553473731,438066,347
X,1553473732,437852,1443
X,1553473732,437894,510
X,1553473733,437936,590
X,1553473733,437976,700
X,1553473734,438016,924
X,1553473734,437988,699
X,1553473735,437860,594
X,1553473736,438199,4383
X,1553473736,437346,13984
X,1553473737,438066,1179
X,1553473737,437992,578
X,1553473738,438090,636
X,1553473738,438077,449
X,1553473739,438086,276
X,1553473740,438153,626
X,1553473740,438085,1363
X,1553473741,437991,688
A,1553473741,438030,318
T,1553473741,2817
P,1553473741,4941
X,1553473743,438109,499
X,1553473743,438141,1096
X,1553473744,437959,1184
X,1553473744,438062,707
X,1553473745,437929,777
X,1553473745,437962,477
X,1553473746,438007,474
X,1553473747,438081,1073
X,1553473747,438059,947
X,1553473748,438042,544
X,1553473748,438110,724
X,1553473749,438139,453
X,1553473749,438162,700
X,1553473750,438142,838
X,1553473751,438130,1049
X,1553473751,438167,14383
X,1553473752,438165,10786
X,1553473752,438126,1145
X,1553473753,438172,1044
X,1553473753,438187,552
X,1553473754,438136,444
X,1553473755,438084,364
X,1553473755,438149,671
X,1553473756,438064,1226
X,1553473756,438111,795
X,1553473757,438131,445
X,1553473757,438197,542
X,1553473758,438180,679
X,1553473759,438171,898
A,1553473759,438103,268
T,1553473759,2817
R,1553473759,700D9B77F
X,1553473761,438016,821
X,1553473761,438111,539
X,1553473762,438142,466
X,1553473762,438009,767
X,1553473763,438087,1151
X,1553473763,438063,796
X,1553473763,438129,528
X,1553473764,438175,549
X,1553473764,438293,582
X,1553473765,438217,1011
X,1553473765,438044,1075
X,1553473766,438072,946
X,1553473766,438135,597
X,1553473767,438129,334
X,1553473768,438257,291
X,1553473768,438245,520
X,1553473769,438097,1639
X,1553473769,438095,948
X,1553473770,438081,437
X,1553473770,438138,659
P,1553473771,4979
X,1553473771,438160,709
X,1553473772,438218,966
X,1553473772,438105,1236
X,1553473773,438150,954
X,1553473773,438053,626
A,1553473773,438133,284
T,1553473773,2817
R,1553473774,700D9B77F
X,1553473775,437896,4568
X,1553473776,437984,1180
X,1553473776,438059,567
X,1553473777,438052,732
X,1553473778,438081,639
X,1553473778,438133,569
X,1553473779,438141,776
X,1553473779,437878,909
X,1553473780,437944,980
X,1553473780,437991,563
X,1553473781,438055,518
X,1553473782,438092,1227
X,1553473782,437919,1352
X,1553473783,437873,8060
X,1553473783,437863,9906
X,1553473784,437753,1078
X,1553473784,437918,892
X,1553473785,437925,686
X,1553473786,438012,732
X,1553473786,438042,919
X,1553473787,438020,1006
X,1553473787,438111,482
X,1553473788,438118,479
X,1553473788,438198,601
X,1553473789,438228,674
X,1553473789,438252,639
X,1553473790,438100,1219
X,1553473791,438037,757
X,1553473791,438199,342
A,1553473791,438068,374
T,1553473791,2817
R,1553473792,700D9B77F
X,1553473793,438031,657
X,1553473794,437978,629
X,1553473794,438006,2072
X,1553473795,437472,872
X,1553473795,437514,1201
X,1553473796,437624,884
X,1553473797,437656,335
X,1553473797,437587,961
X,1553473798,437544,910
X,1553473798,437448,898
X,1553473799,437582,768
X,1553473799,437618,737
X,1553473800,437541,1138
X,1553473801,437557,981
P,1553473801,4977
X,1553473801,437473,1252
X,1553473802,437520,525
X,1553473802,437524,912
X,1553473803,437488,888
X,1553473803,437488,396
X,1553473804,437457,790
X,1553473804,437392,509
X,1553473804,437262,757
X,1553473805,437314,469
X,1553473805,437269,669
A,1553473805,437540,769
T,1553473805,2817
R,1553473806,700D9B77F
X,1553473807,437472,846
X,1553473808,437556,640
X,1553473808,437531,465
X,1553473809,437425,1163
X,1553473809,437393,1141
X,1553473810,437395,618
X,1553473811,437488,402
X,1553473811,437537,690
X,1553473812,437578,391
X,1553473812,437587,850
X,1553473813,437636,902
X,1553473813,437640,616
X,1553473814,437657,468
X,1553473815,437744,363
X,1553473815,437712,415
X,1553473816,437741,306
