,388,5374
X,1564969198,391909,2127
X,1564969198,392174,2438
X,1564969199,391805,3946
X,1564969199,391846,1011
X,1564969200,391997,1118
X,1564969200,391835,976
X,1564969201,392970,10183
X,1564969202,394233,47647
P,1564969202,5039
X,1564969202,389790,6123
X,1564969203,389842,45077
X,1564969203,391657,9637
X,1564969204,388023,45411
X,1564969204,390160,50557
X,1564969205,388475,41647
X,1564969205,394779,1067
X,1564969206,393711,37201
X,1564969207,320016,28989
X,1564969207,148640,3784
X,1564969208,146246,14770
X,1564969208,146252,2332
X,1564969209,146587,261
X,1564969209,146421,168
X,1564969210,146319,166
X,1564969211,146242,544
X,1564969211,146210,257
X,1564969212,146123,145
X,1564969212,146077,127
X,1564969213,146070,156
O,1564969213,146036,144
O,1564969214,145978,154
O,1564969215,145958,80
O,1564969215,145895,165
O,1564969216,145854,160
O,1564969216,145797,90
O,1564969217,145788,127
O,1564969217,145752,80
O,1564969218,145727,131
O,1564969219,145682,148
O,1564969219,145692,101
O,1564969220,145680,87
O,1564969220,145657,124
O,1564969221,145642,88
O,1564969221,145631,190
O,1564969222,145621,104
O,1564969223,145618,146
O,1564969223,145591,224
O,1564969224,145577,155
O,1564969224,145567,108
O,1564969225,145531,107
O,1564969225,145544,91
O,1564969226,145500,124
O,1564969227,145508,124
O,1564969227,145495,190
O,1564969228,145474,113
O,1564969228,145469,107
O,1564969229,145451,90
O,1564969229,145427,114
O,1564969230,145401,138
O,1564969230,145373,136
O,1564969231,145330,167
O,1564969231,145328,202
