H,1551724121,147519
T,1551724121,2800
R,1551724121,700D9B77F
X,1551724122,391523,987
X,1551724123,391351,689
X,1551724124,390605,1538
X,1551724124,389629,2612
X,1551724125,390072,923
X,1551724125,391048,1369
X,1551724126,391898,1348
X,1551724126,392519,572
X,1551724127,391971,794
X,1551724128,391479,781
X,1551724128,391271,1959
X,1551724129,391874,942
X,1551724129,390541,3338
X,1551724130,390187,2078
X,1551724130,391219,784
X,1551724131,391958,725
X,1551724131,392325,1202
X,1551724132,390742,2404
X,1551724132,391482,1325
X,1551724132,391850,2151
X,1551724133,391789,1815
X,1551724133,391644,1355
X,1551724134,391716,1395
X,1551724134,391987,1252
X,1551724135,392373,1156
X,1551724136,392267,827
X,1551724136,392399,734
P,1551724137,5131
X,1551724137,392407,589
X,1551724137,392354,793
X,1551724138,392816,809
X,1551724138,392455,744
X,1551724139,392303,746
X,1551724140,392441,484
X,1551724140,392261,1031
X,1551724141,391937,1083
X,1551724141,391365,1197
X,1551724142,391552,2201
X,1551724142,392037,1369
X,1551724143,391570,860
X,1551724144,391785,1578
X,1551724144,390630,2066
X,1551724145,388774,2746
X,1551724145,390777,703
X,1551724146,390886,948
A,1551724146,391832,2744
T,1551724146,2800
R,1551724146,700D9B77F
X,1551724148,391577,782
X,1551724148,390573,1744
X,1551724149,389497,595
X,1551724150,390547,1930
X,1551724150,391825,801
X,1551724151,392152,716
X,1551724151,392313,933
X,1551724152,392095,1043
X,1551724152,392236,752
X,1551724153,392313,703
X,1551724154,392386,689
X,1551724154,392123,895
X,1551724155,392242,401
X,1551724155,392351,670
X,1551724156,392198,1147
X,1551724156,392073,773
X,1551724157,392003,652
X,1551724157,391931,635
X,1551724158,391727,524
X,1551724159,391843,683
X,1551724159,391923,974
X,1551724160,391889,2074
X,1551724160,391823,472
X,1551724161,391910,958
X,1551724161,392260,753
A,1551724161,391925,2889
T,1551724162,2800
R,1551724162,700D9B77F
X,1551724163,391017,958
X,1551724164,391268,1093
X,1551724165,391460,632
X,1551724165,391807,571
X,1551724166,391931,621
X,1551724166,391723,672
P,1551724167,5128
X,1551724167,392107,992
X,1551724167,392179,998
X,1551724168,392176,1436
X,1551724169,392174,841
X,1551724169,392104,707
X,1551724170,391650,602
X,1551724170,391689,1147
X,1551724171,392115,603
X,1551724171,392114,952
X,1551724172,391109,1336
X,1551724173,390469,1408
X,1551724173,391018,1506
X,1551724173,392213,743
X,1551724173,392136,802
X,1551724174,392331,618
X,1551724174,392119,897
X,1551724175,392325,757
X,1551724176,391827,1299
X,1551724176,392228,1052
X,1551724177,392308,615
X,1551724177,392351,565
X,1551724178,391881,728
A,1551724178,392002,1334
T,1551724178,2800
R,1551724178,700D9B77F
X,1551724180,392441,1105
X,1551724180,392276,786
X,1551724181,392328,731
X,1551724181,392457,738
X,1551724182,392323,578
X,1551724183,392183,828
X,1551724183,392351,1242
X,1551724184,392282,722
X,1551724184,392501,892
X,1551724185,392567,616
X,1551724185,391833,1218
X,1551724186,391809,356
X,1551724187,391032,769
X,1551724187,389835,1593
X,1551724188,391736,1415
X,1551724188,391495,1600
X,1551724189,391437,1740
X,1551724189,389915,1569
X,1551724190,387260,5219
X,1551724190,384040,12601
X,1551724191,390132,8750
X,1551724192,391956,1148
X,1551724192,392453,775
X,1551724193,392567,686
X,1551724193,392204,1026
X,1551724194,391844,610
X,1551724194,392107,1867
X,1551724195,392009,1721
X,1551724196,391767,1751
P,1551724196,5129
X,1551724196,391597,12641
X,1551724197,391851,1327
X,1551724197,391792,492
X,1551724198,391792,914
X,1551724198,392039,1041
X,1551724199,392054,1006
X,1551724200,391866,761
X,1551724200,390823,1511
X,1551724201,390368,2233
X,1551724201,390906,904
X,1551724202,391973,999
X,1551724202,392168,319
X,1551724203,392172,855
A,1551724203,392064,1661
T,1551724203,2800
R,1551724203,700D9B77F
X,1551724205,392447,1134
X,1551724205,392472,1138
X,1551724206,392342,637
X,1551724207,392732,1144
X,1551724207,392970,1078
X,1551724208,392848,829
X,1551724208,392546,687
X,1551724209,392642,799
X,1551724209,391306,2835
X,1551724210,390671,1602
X,1551724211,390339,1367
X,1551724211,391177,899
X,1551724212,390982,1367
X,1551724212,391557,869
X,1551724213,392346,936
X,1551724213,392453,787
X,1551724214,392593,563
