157738,5148
P,1559957768,5147
P,1559957797,5147
P,1559957826,5146
P,1559957856,5146
P,1559957885,5148
P,1559957914,5149
P,1559957944,5148
P,1559957974,5147
P,1559958003,5146
D,1559958020,243200
D,1559958022,244736
R,1559958022,5C00DDFC91
R,1559958022,5C00DDFC91
R,1559958022,5C00DDFC91
X,1559958024,357876,4540
X,1559958024,351797,64979
X,1559958025,355968,38318
X,1559958025,361807,31418
X,1559958025,360777,13484
X,1559958026,357865,35368
X,1559958026,360002,6842
X,1559958027,359444,1774
X,1559958027,358687,14627
X,1559958028,355629,21600
X,1559958029,359650,26676
X,1559958029,358662,10292
X,1559958030,354851,53518
X,1559958030,362839,17863
X,1559958031,361546,4503
X,1559958031,361658,21167
P,1559958032,5138
X,1559958032,359964,27032
X,1559958032,361115,21274
X,1559958033,362379,12865
X,1559958034,359385,22836
X,1559958034,360485,8733
X,1559958035,361645,11364
X,1559958035,362565,19418
X,1559958036,362123,4153
X,1559958036,362030,8960
X,1559958037,359082,31159
X,1559958038,360217,37206
X,1559958038,358453,27566
X,1559958039,358168,12133
X,1559958039,356382,22301
X,1559958040,357893,12599
X,1559958040,358458,10015
X,1559958041,358300,4632
X,1559958042,358240,2560
X,1559958042,358492,2025
X,1559958043,358857,1015
X,1559958043,358710,1878
X,1559958044,359116,1842
X,1559958044,359396,6058
X,1559958045,358385,4351
X,1559958046,359436,6573
X,1559958046,359013,9455
X,1559958047,360019,25338
X,1559958047,358851,15434
X,1559958048,358147,14864
X,1559958048,357937,26053
X,1559958049,360048,23131
X,1559958050,359448,28638
X,1559958050,358406,19540
X,1559958051,360192,3425
X,1559958051,360539,25567
X,1559958052,360031,16793
X,1559958052,360061,31100
X,1559958053,361756,32363
X,1559958054,361432,24078
X,1559958054,360555,8352
X,1559958055,359866,10673
X,1559958055,360214,8562
X,1559958056,360511,14735
X,1559958056,360540,2076
X,1559958057,359381,9337
X,1559958058,361770,36392
X,1559958058,360289,22409
X,1559958059,359051,3759
X,1559958059,358460,31116
X,1559958060,359111,5276
X,1559958060,359246,2340
X,1559958061,359324,1202
X,1559958061,359262,1596
P,1559958062,5141
X,1559958062,359248,1273
X,1559958063,359205,2475
X,1559958063,359357,1222
X,1559958064,358976,673
