H,1552010257,147519
T,1552010257,2799
R,1552010257,700D9B77F
X,1552010258,411262,768
X,1552010258,411305,1372
X,1552010259,411138,2428
X,1552010259,411213,913
X,1552010260,410883,3339
X,1552010260,411202,765
X,1552010261,410701,871
P,1552010261,5082
X,1552010261,411039,482
X,1552010262,410807,1023
X,1552010263,410770,704
X,1552010263,410735,615
X,1552010264,410759,513
X,1552010264,410895,469
X,1552010265,411158,989
X,1552010265,410587,647
X,1552010266,410705,1178
X,1552010267,410813,501
X,1552010267,410909,472
X,1552010268,411072,437
X,1552010268,410679,505
X,1552010269,410807,1080
X,1552010269,410724,2017
X,1552010270,410476,1520
X,1552010271,410584,863
X,1552010271,410447,733
X,1552010272,410654,948
X,1552010272,410717,407
X,1552010273,410259,745
A,1552010273,410822,1003
T,1552010273,2799
R,1552010273,700D9B77F
X,1552010275,410265,1411
X,1552010275,410623,793
X,1552010276,410680,1094
X,1552010277,410389,750
X,1552010277,410471,975
X,1552010278,410413,3587
X,1552010278,410278,767
X,1552010279,411563,4352
X,1552010279,410087,23125
X,1552010280,409374,2682
X,1552010281,408631,7644
X,1552010281,408832,3218
X,1552010282,409223,6749
X,1552010282,409198,2682
X,1552010283,408898,1757
X,1552010283,409081,619
X,1552010284,408973,1355
X,1552010284,408740,933
X,1552010285,408905,1031
X,1552010286,409136,868
X,1552010286,409265,602
X,1552010287,409263,986
X,1552010287,409450,3813
X,1552010288,409336,1069
X,1552010288,409652,834
X,1552010289,409783,529
X,1552010290,409987,572
X,1552010290,409442,9317
X,1552010291,410184,2573
P,1552010291,5084
X,1552010291,410072,451
X,1552010292,409920,1654
X,1552010292,409776,516
X,1552010293,409773,561
X,1552010294,409726,321
X,1552010294,409721,517
X,1552010295,409746,510
X,1552010295,409650,714
X,1552010296,409456,2555
X,1552010296,409643,1893
X,1552010297,409235,633
A,1552010297,409718,1883
T,1552010297,2799
R,1552010297,700D9B77F
X,1552010298,409115,12714
X,1552010299,409456,1269
X,1552010299,409372,1026
X,1552010300,409334,697
X,1552010300,408964,754
X,1552010301,408817,505
X,1552010301,408863,468
X,1552010302,409084,903
X,1552010303,409404,1039
X,1552010303,409412,526
X,1552010304,409275,948
X,1552010304,409131,890
X,1552010305,409064,557
X,1552010305,408856,1081
X,1552010306,408685,1243
X,1552010306,409298,1198
X,1552010307,409375,1269
X,1552010308,409565,1950
X,1552010308,409438,468
X,1552010309,408645,1362
X,1552010309,408830,5900
X,1552010310,409001,1037
X,1552010310,409060,1268
X,1552010311,409001,809
X,1552010312,409035,692
X,1552010312,408836,1216
X,1552010313,409237,1121
X,1552010313,409292,713
X,1552010314,409292,1718
X,1552010314,409696,1618
X,1552010315,409883,668
X,1552010316,410092,709
X,1552010316,409997,603
X,1552010317,410080,466
X,1552010317,410005,759
X,1552010318,409782,825
X,1552010318,409926,1318
X,1552010319,409439,662
A,1552010319,409399,1275
T,1552010319,2799
R,1552010319,700D9B77F
P,1552010320,5082
X,1552010321,409930,566
X,1552010322,409759,859
X,1552010322,409778,923
X,1552010323,409777,1065
X,1552010323,409515,813
X,1552010324,409780,807
X,1552010324,409805,845
X,1552010325,409779,806
X,1552010326,409841,837
X,1552010326,409647,644
X,1552010327,409437,1370
X,1552010327,409431,656
X,1552010328,409619,430
X,1552010328,409745,827
X,1552010329,409611,931
X,1552010329,409463,595
X,1552010330,409407,1005
X,1552010331,409480,748
X,1552010331,409574,593
X,1552010332,409636,866
X,1552010332,409462,824
X,1552010333,409482,849
X,1552010333,409290,698
A,1552010333,409631,640
T,1552010334,2799
R,1552010334,700D9B77F
X,1552010335,408929,1352
X,1552010336,409496,913
X,1552010337,409639,539
X,1552010337,409699,438
X,1552010338,409613,712
X,1552010338,409964,720
X,1552010339,409955,778
X,1552010339,409935,914
X,1552010339,409905,744
X,1552010340,409750,646
X,1552010340,409720,466
X,1552010341,409511,782
X,1552010341,409151,1124
X,1552010342,409607,1091
X,1552010342,409273,704
X,1552010343,409330,1865
X,1552010344,409464,1110
X,1552010344,409115,702
X,1552010345,409429,1377
X,1552010345,409648,1365
X,1552010346,409771,1047
X,1552010346,409776,1048
X,1552010347,408778,1257
X,1552010348,408200,1335
X,1552010348,409242,993
X,1552010349,409674,765
X,1552010349,410091,2892
